GBM_grid_1_AutoML_1_20260315_03407_model_1_x9,GBM_grid_1_AutoML_1_20260315_03407_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_03407_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_03407_model_1_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_03407_model_2_x9,GBM_grid_1_AutoML_1_20260315_03407_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_03407_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_03407_model_2_std_error_mean_response,GBM_1_AutoML_1_20260315_03407_x9,GBM_1_AutoML_1_20260315_03407_mean_response,GBM_1_AutoML_1_20260315_03407_stddev_response,GBM_1_AutoML_1_20260315_03407_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_03407_model_1_x9,XGBoost_grid_1_AutoML_1_20260315_03407_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_03407_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_03407_model_1_std_error_mean_response,GBM_5_AutoML_1_20260315_03407_x9,GBM_5_AutoML_1_20260315_03407_mean_response,GBM_5_AutoML_1_20260315_03407_stddev_response,GBM_5_AutoML_1_20260315_03407_std_error_mean_response,GBM_2_AutoML_1_20260315_03407_x9,GBM_2_AutoML_1_20260315_03407_mean_response,GBM_2_AutoML_1_20260315_03407_stddev_response,GBM_2_AutoML_1_20260315_03407_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_03407_model_1_x9,DeepLearning_grid_1_AutoML_1_20260315_03407_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_03407_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_03407_model_1_std_error_mean_response,GLM_1_AutoML_1_20260315_03407_x9,GLM_1_AutoML_1_20260315_03407_mean_response,GLM_1_AutoML_1_20260315_03407_stddev_response,GLM_1_AutoML_1_20260315_03407_std_error_mean_response,GBM_3_AutoML_1_20260315_03407_x9,GBM_3_AutoML_1_20260315_03407_mean_response,GBM_3_AutoML_1_20260315_03407_stddev_response,GBM_3_AutoML_1_20260315_03407_std_error_mean_response,XGBoost_3_AutoML_1_20260315_03407_x9,XGBoost_3_AutoML_1_20260315_03407_mean_response,XGBoost_3_AutoML_1_20260315_03407_stddev_response,XGBoost_3_AutoML_1_20260315_03407_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_03407_x9,DeepLearning_1_AutoML_1_20260315_03407_mean_response,DeepLearning_1_AutoML_1_20260315_03407_stddev_response,DeepLearning_1_AutoML_1_20260315_03407_std_error_mean_response,GBM_4_AutoML_1_20260315_03407_x9,GBM_4_AutoML_1_20260315_03407_mean_response,GBM_4_AutoML_1_20260315_03407_stddev_response,GBM_4_AutoML_1_20260315_03407_std_error_mean_response,DRF_1_AutoML_1_20260315_03407_x9,DRF_1_AutoML_1_20260315_03407_mean_response,DRF_1_AutoML_1_20260315_03407_stddev_response,DRF_1_AutoML_1_20260315_03407_std_error_mean_response,XRT_1_AutoML_1_20260315_03407_x9,XRT_1_AutoML_1_20260315_03407_mean_response,XRT_1_AutoML_1_20260315_03407_stddev_response,XRT_1_AutoML_1_20260315_03407_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_03407_model_3_x9,XGBoost_grid_1_AutoML_1_20260315_03407_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_03407_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_03407_model_3_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_03407_model_2_x9,XGBoost_grid_1_AutoML_1_20260315_03407_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_03407_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_03407_model_2_std_error_mean_response,XGBoost_1_AutoML_1_20260315_03407_x9,XGBoost_1_AutoML_1_20260315_03407_mean_response,XGBoost_1_AutoML_1_20260315_03407_stddev_response,XGBoost_1_AutoML_1_20260315_03407_std_error_mean_response,XGBoost_2_AutoML_1_20260315_03407_x9,XGBoost_2_AutoML_1_20260315_03407_mean_response,XGBoost_2_AutoML_1_20260315_03407_stddev_response,XGBoost_2_AutoML_1_20260315_03407_std_error_mean_response
-3.914843833480402,-0.2615510080688381,2.053799655090033,0.02053799655090033,-3.914843833480402,-0.26138090449372714,1.9489922957084986,0.019489922957084987,-3.914843833480402,-0.29154039945539745,2.0001317648380796,0.020001317648380798,-3.914843833480402,-0.7779920234819406,2.214935170878229,0.02214935170878229,-3.914843833480402,-0.4244568360072772,2.0271386039667707,0.020271386039667705,-3.914843833480402,-0.4075752625839218,2.1763218744064905,0.021763218744064904,-3.914843833480402,-1.7267054799325652,1.9762307779364354,0.019762307779364354,-3.914843833480402,-1.9901444852189125,2.090183354149724,0.020901833541497238,-3.914843833480402,-0.2069099214248065,2.0919198532693195,0.020919198532693195,-3.914843833480402,-0.7618635539424373,2.211352542138921,0.02211352542138921,-3.914843833480402,-1.234697458173042,1.4479783938105262,0.014479783938105261,-3.914843833480402,-0.24078167796687122,2.068742294258912,0.020687422942589122,-3.914843833480402,0.009469668857226282,2.022657005941027,0.020226570059410268,-3.914843833480402,-0.03147471664826058,1.6099975473127404,0.016099975473127404,-3.914843833480402,-0.053722287021228124,1.8474454859310017,0.018474454859310017,-3.914843833480402,-0.5600954511226153,2.244609767680783,0.02244609767680783,-3.914843833480402,-0.44988321835636164,2.2491275499041334,0.022491275499041334,-3.914843833480402,-0.08428577318703753,2.1383477502022523,0.021383477502022522
-3.8409941043090052,-0.2615510080688381,2.053799655090033,0.02053799655090033,-3.8409941043090052,-0.26138090449372714,1.9489922957084986,0.019489922957084987,-3.8409941043090052,-0.29154039945539745,2.0001317648380796,0.020001317648380798,-3.8409941043090052,-0.7779920234819406,2.214935170878229,0.02214935170878229,-3.8409941043090052,-0.4244568360072772,2.0271386039667707,0.020271386039667705,-3.8409941043090052,-0.4075752625839218,2.1763218744064905,0.021763218744064904,-3.8409941043090052,-1.6413156861553573,1.9757383408249671,0.01975738340824967,-3.8409941043090052,-1.9008077532212504,2.090183354149724,0.020901833541497238,-3.8409941043090052,-0.2069099214248065,2.0919198532693195,0.020919198532693195,-3.8409941043090052,-0.7618635539424373,2.211352542138921,0.02211352542138921,-3.8409941043090052,-1.178245897345579,1.4654351941145032,0.014654351941145031,-3.8409941043090052,-0.24078167796687122,2.068742294258912,0.020687422942589122,-3.8409941043090052,0.009469668857226282,2.022657005941027,0.020226570059410268,-3.8409941043090052,-0.03147471664826058,1.6099975473127404,0.016099975473127404,-3.8409941043090052,-0.053722287021228124,1.8474454859310017,0.018474454859310017,-3.8409941043090052,-0.5600954511226153,2.244609767680783,0.02244609767680783,-3.8409941043090052,-0.44988321835636164,2.2491275499041334,0.022491275499041334,-3.8409941043090052,-0.08428577318703753,2.1383477502022523,0.021383477502022522
-3.7671443751376086,-0.2615510080688381,2.053799655090033,0.02053799655090033,-3.7671443751376086,-0.26138090449372714,1.9489922957084986,0.019489922957084987,-3.7671443751376086,-0.29154039945539745,2.0001317648380796,0.020001317648380798,-3.7671443751376086,-0.7779920234819406,2.214935170878229,0.02214935170878229,-3.7671443751376086,-0.4244568360072772,2.0271386039667707,0.020271386039667705,-3.7671443751376086,-0.4075752625839218,2.1763218744064905,0.021763218744064904,-3.7671443751376086,-1.5559518241718269,1.9752797630155814,0.019752797630155815,-3.7671443751376086,-1.8114710212235885,2.090183354149724,0.020901833541497238,-3.7671443751376086,-0.2069099214248065,2.0919198532693195,0.020919198532693195,-3.7671443751376086,-0.7618635539424373,2.211352542138921,0.02211352542138921,-3.7671443751376086,-1.1208340083351955,1.4829477979869616,0.014829477979869617,-3.7671443751376086,-0.24078167796687122,2.068742294258912,0.020687422942589122,-3.7671443751376086,0.009469668857226282,2.022657005941027,0.020226570059410268,-3.7671443751376086,-0.03147471664826058,1.6099975473127404,0.016099975473127404,-3.7671443751376086,-0.053722287021228124,1.8474454859310017,0.018474454859310017,-3.7671443751376086,-0.5600954511226153,2.244609767680783,0.02244609767680783,-3.7671443751376086,-0.44988321835636164,2.2491275499041334,0.022491275499041334,-3.7671443751376086,-0.08428577318703753,2.1383477502022523,0.021383477502022522
-3.693294645966212,-0.2615510080688381,2.053799655090033,0.02053799655090033,-3.693294645966212,-0.26138090449372714,1.9489922957084986,0.019489922957084987,-3.693294645966212,-0.29154039945539745,2.0001317648380796,0.020001317648380798,-3.693294645966212,-0.7779920234819406,2.214935170878229,0.02214935170878229,-3.693294645966212,-0.4244568360072772,2.0271386039667707,0.020271386039667705,-3.693294645966212,-0.4075752625839218,2.1763218744064905,0.021763218744064904,-3.693294645966212,-1.4705989251394846,1.974888274084856,0.01974888274084856,-3.693294645966212,-1.7221342892259264,2.090183354149724,0.020901833541497238,-3.693294645966212,-0.2069099214248065,2.0919198532693195,0.020919198532693195,-3.693294645966212,-0.7618635539424373,2.211352542138921,0.02211352542138921,-3.693294645966212,-1.0623425455029831,1.5005684247152196,0.015005684247152196,-3.693294645966212,-0.24078167796687122,2.068742294258912,0.020687422942589122,-3.693294645966212,0.009469668857226282,2.022657005941027,0.020226570059410268,-3.693294645966212,-0.030590791904608262,1.611154319089907,0.01611154319089907,-3.693294645966212,-0.053722287021228124,1.8474454859310017,0.018474454859310017,-3.693294645966212,-0.5600954511226153,2.244609767680783,0.02244609767680783,-3.693294645966212,-0.44988321835636164,2.2491275499041334,0.022491275499041334,-3.693294645966212,-0.08428577318703753,2.1383477502022523,0.021383477502022522
-3.6194449167948157,-0.2615510080688381,2.053799655090033,0.02053799655090033,-3.6194449167948157,-0.26138090449372714,1.9489922957084986,0.019489922957084987,-3.6194449167948157,-0.29154039945539745,2.0001317648380796,0.020001317648380798,-3.6194449167948157,-0.7779920234819406,2.214935170878229,0.02214935170878229,-3.6194449167948157,-0.4244568360072772,2.0271386039667707,0.020271386039667705,-3.6194449167948157,-0.4075752625839218,2.1763218744064905,0.021763218744064904,-3.6194449167948157,-1.3852556843595178,1.9745670051311972,0.019745670051311972,-3.6194449167948157,-1.6327975572282654,2.090183354149724,0.020901833541497238,-3.6194449167948157,-0.2069099214248065,2.0919198532693195,0.020919198532693195,-3.6194449167948157,-0.7618635539424373,2.211352542138921,0.02211352542138921,-3.6194449167948157,-1.0028808536383134,1.5182243150705204,0.015182243150705203,-3.6194449167948157,-0.24078167796687122,2.068742294258912,0.020687422942589122,-3.6194449167948157,0.009469668857226282,2.022657005941027,0.020226570059410268,-3.6194449167948157,-0.030590791904608262,1.611154319089907,0.01611154319089907,-3.6194449167948157,-0.053722287021228124,1.8474454859310017,0.018474454859310017,-3.6194449167948157,-0.5600954511226153,2.244609767680783,0.02244609767680783,-3.6194449167948157,-0.44988321835636164,2.2491275499041334,0.022491275499041334,-3.6194449167948157,-0.08428577318703753,2.1383477502022523,0.021383477502022522
-3.545595187623419,-0.2615510080688381,2.053799655090033,0.02053799655090033,-3.545595187623419,-0.26138090449372714,1.9489922957084986,0.019489922957084987,-3.545595187623419,-0.29154039945539745,2.0001317648380796,0.020001317648380798,-3.545595187623419,-0.7779920234819406,2.214935170878229,0.02214935170878229,-3.545595187623419,-0.4244568360072772,2.0271386039667707,0.020271386039667705,-3.545595187623419,-0.4075752625839218,2.1763218744064905,0.021763218744064904,-3.545595187623419,-1.2999535980600672,1.9742666770930024,0.019742666770930024,-3.545595187623419,-1.5434608252306037,2.090183354149724,0.020901833541497238,-3.545595187623419,-0.2069099214248065,2.0919198532693195,0.020919198532693195,-3.545595187623419,-0.7618635539424373,2.211352542138921,0.02211352542138921,-3.545595187623419,-0.9424469902798739,1.5359059242073294,0.015359059242073293,-3.545595187623419,-0.24078167796687122,2.068742294258912,0.020687422942589122,-3.545595187623419,0.010536285009035973,2.0237985686718627,0.020237985686718626,-3.545595187623419,-0.030037957686448936,1.6113406480811685,0.016113406480811686,-3.545595187623419,-0.053722287021228124,1.8474454859310017,0.018474454859310017,-3.545595187623419,-0.5600954511226153,2.244609767680783,0.02244609767680783,-3.545595187623419,-0.44988321835636164,2.2491275499041334,0.022491275499041334,-3.545595187623419,-0.08428577318703753,2.1383477502022523,0.021383477502022522
-3.4717454584520224,-0.2615510080688381,2.053799655090033,0.02053799655090033,-3.4717454584520224,-0.26138090449372714,1.9489922957084986,0.019489922957084987,-3.4717454584520224,-0.29154039945539745,2.0001317648380796,0.020001317648380798,-3.4717454584520224,-0.7779920234819406,2.214935170878229,0.02214935170878229,-3.4717454584520224,-0.3431927592938974,2.0345806793437995,0.020345806793437993,-3.4717454584520224,-0.4075752625839218,2.1763218744064905,0.021763218744064904,-3.4717454584520224,-1.214681426129837,1.9739971549643653,0.019739971549643652,-3.4717454584520224,-1.4541240932329405,2.090183354149724,0.020901833541497238,-3.4717454584520224,-0.2069099214248065,2.0919198532693195,0.020919198532693195,-3.4717454584520224,-0.7618635539424373,2.211352542138921,0.02211352542138921,-3.4717454584520224,-0.8810438219465934,1.5537044246708747,0.015537044246708747,-3.4717454584520224,-0.24078167796687122,2.068742294258912,0.020687422942589122,-3.4717454584520224,0.05858322878020458,2.0119260857204293,0.020119260857204294,-3.4717454584520224,-0.01701224419846617,1.60320969766636,0.0160320969766636,-3.4717454584520224,-0.053722287021228124,1.8474454859310017,0.018474454859310017,-3.4717454584520224,-0.5600954511226153,2.244609767680783,0.02244609767680783,-3.4717454584520224,-0.44988321835636164,2.2491275499041334,0.022491275499041334,-3.4717454584520224,-0.08428577318703753,2.1383477502022523,0.021383477502022522
-3.3978957292806258,-0.2615510080688381,2.053799655090033,0.02053799655090033,-3.3978957292806258,-0.26138090449372714,1.9489922957084986,0.019489922957084987,-3.3978957292806258,-0.29154039945539745,2.0001317648380796,0.020001317648380798,-3.3978957292806258,-0.7779920234819406,2.214935170878229,0.02214935170878229,-3.3978957292806258,-0.3431927592938974,2.0345806793437995,0.020345806793437993,-3.3978957292806258,-0.4075752625839218,2.1763218744064905,0.021763218744064904,-3.3978957292806258,-1.1294350113397549,1.97376382393993,0.0197376382393993,-3.3978957292806258,-1.3647873612352788,2.090183354149724,0.020901833541497238,-3.3978957292806258,-0.2069099214248065,2.0919198532693195,0.020919198532693195,-3.3978957292806258,-0.7618635539424373,2.211352542138921,0.02211352542138921,-3.3978957292806258,-0.8186436562691378,1.5715499495076266,0.015715499495076266,-3.3978957292806258,-0.24078167796687122,2.068742294258912,0.020687422942589122,-3.3978957292806258,0.08178496675015208,2.0226291705623796,0.020226291705623796,-3.3978957292806258,-0.01244737708135927,1.6061470648589766,0.016061470648589767,-3.3978957292806258,-0.053722287021228124,1.8474454859310017,0.018474454859310017,-3.3978957292806258,-0.5600954511226153,2.244609767680783,0.02244609767680783,-3.3978957292806258,-0.44988321835636164,2.2491275499041334,0.022491275499041334,-3.3978957292806258,-0.08428577318703753,2.1383477502022523,0.021383477502022522
-3.324046000109229,-0.2615510080688381,2.053799655090033,0.02053799655090033,-3.324046000109229,-0.26138090449372714,1.9489922957084986,0.019489922957084987,-3.324046000109229,-0.29154039945539745,2.0001317648380796,0.020001317648380798,-3.324046000109229,-0.7779920234819406,2.214935170878229,0.02214935170878229,-3.324046000109229,-0.3431927592938974,2.0345806793437995,0.020345806793437993,-3.324046000109229,-0.4075752625839218,2.1763218744064905,0.021763218744064904,-3.324046000109229,-1.0442367819378195,1.9735323508058684,0.019735323508058684,-3.324046000109229,-1.2754506292376169,2.090183354149724,0.020901833541497238,-3.324046000109229,-0.2069099214248065,2.0919198532693195,0.020919198532693195,-3.324046000109229,-0.7618635539424373,2.211352542138921,0.02211352542138921,-3.324046000109229,-0.7553422105549802,1.589429477421661,0.01589429477421661,-3.324046000109229,-0.24078167796687122,2.068742294258912,0.020687422942589122,-3.324046000109229,0.08084771773660894,2.022407984670872,0.02022407984670872,-3.324046000109229,-0.011116129294122081,1.6077203530645365,0.016077203530645366,-3.324046000109229,-0.053722287021228124,1.8474454859310017,0.018474454859310017,-3.324046000109229,-0.5600954511226153,2.244609767680783,0.02244609767680783,-3.324046000109229,-0.44988321835636164,2.2491275499041334,0.022491275499041334,-3.324046000109229,-0.08428577318703753,2.1383477502022523,0.021383477502022522
-3.250196270937833,-0.2615510080688381,2.053799655090033,0.02053799655090033,-3.250196270937833,-0.26138090449372714,1.9489922957084986,0.019489922957084987,-3.250196270937833,-0.29154039945539745,2.0001317648380796,0.020001317648380798,-3.250196270937833,-0.7779920234819406,2.214935170878229,0.02214935170878229,-3.250196270937833,-0.3431927592938974,2.0345806793437995,0.020345806793437993,-3.250196270937833,-0.4075752625839218,2.1763218744064905,0.021763218744064904,-3.250196270937833,-0.9591130025529863,1.9732454999737823,0.019732454999737824,-3.250196270937833,-1.186113897239956,2.090183354149724,0.020901833541497238,-3.250196270937833,-0.2069099214248065,2.0919198532693195,0.020919198532693195,-3.250196270937833,-0.7618635539424373,2.211352542138921,0.02211352542138921,-3.250196270937833,-0.6910408066207954,1.607271896214735,0.01607271896214735,-3.250196270937833,-0.24078167796687122,2.068742294258912,0.020687422942589122,-3.250196270937833,0.0846388009069335,2.0245916783932647,0.020245916783932647,-3.250196270937833,0.0015711907271926777,1.622476268453434,0.01622476268453434,-3.250196270937833,-0.08688189425796736,1.860790335843046,0.01860790335843046,-3.250196270937833,-0.5600954511226153,2.244609767680783,0.02244609767680783,-3.250196270937833,-0.44988321835636164,2.2491275499041334,0.022491275499041334,-3.250196270937833,-0.08428577318703753,2.1383477502022523,0.021383477502022522
