StackedEnsemble_AllModels_1_AutoML_1_20260315_153150_x7,StackedEnsemble_AllModels_1_AutoML_1_20260315_153150_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_153150_stddev_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_153150_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_153150_model_1_x7,XGBoost_grid_1_AutoML_1_20260315_153150_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_153150_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_153150_model_1_std_error_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_153150_x7,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_153150_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_153150_stddev_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_153150_std_error_mean_response,GBM_2_AutoML_1_20260315_153150_x7,GBM_2_AutoML_1_20260315_153150_mean_response,GBM_2_AutoML_1_20260315_153150_stddev_response,GBM_2_AutoML_1_20260315_153150_std_error_mean_response,GBM_5_AutoML_1_20260315_153150_x7,GBM_5_AutoML_1_20260315_153150_mean_response,GBM_5_AutoML_1_20260315_153150_stddev_response,GBM_5_AutoML_1_20260315_153150_std_error_mean_response,GBM_3_AutoML_1_20260315_153150_x7,GBM_3_AutoML_1_20260315_153150_mean_response,GBM_3_AutoML_1_20260315_153150_stddev_response,GBM_3_AutoML_1_20260315_153150_std_error_mean_response,GBM_1_AutoML_1_20260315_153150_x7,GBM_1_AutoML_1_20260315_153150_mean_response,GBM_1_AutoML_1_20260315_153150_stddev_response,GBM_1_AutoML_1_20260315_153150_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_153150_model_2_x7,GBM_grid_1_AutoML_1_20260315_153150_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_153150_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_153150_model_2_std_error_mean_response,GBM_4_AutoML_1_20260315_153150_x7,GBM_4_AutoML_1_20260315_153150_mean_response,GBM_4_AutoML_1_20260315_153150_stddev_response,GBM_4_AutoML_1_20260315_153150_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_153150_x7,DeepLearning_1_AutoML_1_20260315_153150_mean_response,DeepLearning_1_AutoML_1_20260315_153150_stddev_response,DeepLearning_1_AutoML_1_20260315_153150_std_error_mean_response,XGBoost_3_AutoML_1_20260315_153150_x7,XGBoost_3_AutoML_1_20260315_153150_mean_response,XGBoost_3_AutoML_1_20260315_153150_stddev_response,XGBoost_3_AutoML_1_20260315_153150_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_153150_model_1_x7,DeepLearning_grid_1_AutoML_1_20260315_153150_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_153150_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_153150_model_1_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_153150_model_2_x7,XGBoost_grid_1_AutoML_1_20260315_153150_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_153150_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_153150_model_2_std_error_mean_response,DeepLearning_grid_2_AutoML_1_20260315_153150_model_1_x7,DeepLearning_grid_2_AutoML_1_20260315_153150_model_1_mean_response,DeepLearning_grid_2_AutoML_1_20260315_153150_model_1_stddev_response,DeepLearning_grid_2_AutoML_1_20260315_153150_model_1_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_153150_model_3_x7,XGBoost_grid_1_AutoML_1_20260315_153150_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_153150_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_153150_model_3_std_error_mean_response,XGBoost_2_AutoML_1_20260315_153150_x7,XGBoost_2_AutoML_1_20260315_153150_mean_response,XGBoost_2_AutoML_1_20260315_153150_stddev_response,XGBoost_2_AutoML_1_20260315_153150_std_error_mean_response,XGBoost_1_AutoML_1_20260315_153150_x7,XGBoost_1_AutoML_1_20260315_153150_mean_response,XGBoost_1_AutoML_1_20260315_153150_stddev_response,XGBoost_1_AutoML_1_20260315_153150_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_153150_model_1_x7,GBM_grid_1_AutoML_1_20260315_153150_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_153150_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_153150_model_1_std_error_mean_response,XRT_1_AutoML_1_20260315_153150_x7,XRT_1_AutoML_1_20260315_153150_mean_response,XRT_1_AutoML_1_20260315_153150_stddev_response,XRT_1_AutoML_1_20260315_153150_std_error_mean_response,DRF_1_AutoML_1_20260315_153150_x7,DRF_1_AutoML_1_20260315_153150_mean_response,DRF_1_AutoML_1_20260315_153150_stddev_response,DRF_1_AutoML_1_20260315_153150_std_error_mean_response,DeepLearning_grid_3_AutoML_1_20260315_153150_model_1_x7,DeepLearning_grid_3_AutoML_1_20260315_153150_model_1_mean_response,DeepLearning_grid_3_AutoML_1_20260315_153150_model_1_stddev_response,DeepLearning_grid_3_AutoML_1_20260315_153150_model_1_std_error_mean_response,GLM_1_AutoML_1_20260315_153150_x7,GLM_1_AutoML_1_20260315_153150_mean_response,GLM_1_AutoML_1_20260315_153150_stddev_response,GLM_1_AutoML_1_20260315_153150_std_error_mean_response
-3.71044338268443,-3.570494238096358,2.3254181554202193,0.023254181554202193,-3.71044338268443,-3.1968685258364307,2.4399726367844,0.024399726367844,-3.71044338268443,-3.4329729218380862,2.3256998441840637,0.023256998441840638,-3.71044338268443,-2.8069616033826974,2.328887270881366,0.023288872708813663,-3.71044338268443,-3.1039844072564926,2.2848540175503147,0.022848540175503147,-3.71044338268443,-2.948974359143295,2.249792645569377,0.02249792645569377,-3.71044338268443,-2.3209906218239413,2.2219821753899196,0.022219821753899197,-3.71044338268443,-2.3719124973087067,2.1805721769305464,0.021805721769305463,-3.71044338268443,-2.77968928311921,2.1192236051252884,0.021192236051252884,-3.71044338268443,-4.021071090985331,2.105752043840233,0.02105752043840233,-3.71044338268443,-3.137757613422349,2.562412581156308,0.02562412581156308,-3.71044338268443,-3.65673812841725,2.047966701259782,0.02047966701259782,-3.71044338268443,-2.9388092284675915,2.36690755467566,0.0236690755467566,-3.71044338268443,-2.1346028648828987,1.8777734686424286,0.018777734686424286,-3.71044338268443,-2.2558546825835015,2.0443200729380573,0.02044320072938057,-3.71044338268443,-2.395015140082361,2.253638562687251,0.02253638562687251,-3.71044338268443,-2.614935954299942,2.179829168446053,0.021798291684460527,-3.71044338268443,-2.7584614885130927,2.1096226228241055,0.021096226228241054,-3.71044338268443,-1.8319392030952821,1.8396158196620007,0.018396158196620008,-3.71044338268443,-1.9022457240882926,1.9146111185750676,0.019146111185750676,-3.71044338268443,-0.472196243708777,0.9751629171387536,0.009751629171387536,-3.71044338268443,-3.992841872703642,1.9460927930542515,0.019460927930542514
-3.6332246143866795,-3.5325001238925835,2.3286309380216967,0.023286309380216967,-3.6332246143866795,-3.1968685258364307,2.4399726367844,0.024399726367844,-3.6332246143866795,-3.405372022256392,2.329826622028927,0.02329826622028927,-3.6332246143866795,-2.8069616033826974,2.328887270881366,0.023288872708813663,-3.6332246143866795,-3.1039844072564926,2.2848540175503147,0.022848540175503147,-3.6332246143866795,-2.948974359143295,2.249792645569377,0.02249792645569377,-3.6332246143866795,-2.3209906218239413,2.2219821753899196,0.022219821753899197,-3.6332246143866795,-2.3719124973087067,2.1805721769305464,0.021805721769305463,-3.6332246143866795,-2.77968928311921,2.1192236051252884,0.021192236051252884,-3.6332246143866795,-3.921881427531137,2.1189013890821617,0.021189013890821617,-3.6332246143866795,-3.137757613422349,2.562412581156308,0.02562412581156308,-3.6332246143866795,-3.545683477813816,2.049400859978238,0.020494008599782378,-3.6332246143866795,-2.9388092284675915,2.36690755467566,0.0236690755467566,-3.6332246143866795,-2.059368912931995,1.8766573662370432,0.01876657366237043,-3.6332246143866795,-2.2558546825835015,2.0443200729380573,0.02044320072938057,-3.6332246143866795,-2.395015140082361,2.253638562687251,0.02253638562687251,-3.6332246143866795,-2.614935954299942,2.179829168446053,0.021798291684460527,-3.6332246143866795,-2.7584614885130927,2.1096226228241055,0.021096226228241054,-3.6332246143866795,-1.8319392030952821,1.8396158196620007,0.018396158196620008,-3.6332246143866795,-1.9022457240882926,1.9146111185750676,0.019146111185750676,-3.6332246143866795,-0.4305461563574889,0.9784754845118752,0.009784754845118752,-3.6332246143866795,-3.8761456352603085,1.9460927930542515,0.019460927930542514
-3.5560058460889286,-3.4943452196735785,2.331864571181598,0.02331864571181598,-3.5560058460889286,-3.1968685258364307,2.4399726367844,0.024399726367844,-3.5560058460889286,-3.377491371148647,2.3339496821939694,0.023339496821939695,-3.5560058460889286,-2.8069616033826974,2.328887270881366,0.023288872708813663,-3.5560058460889286,-3.1039844072564926,2.2848540175503147,0.022848540175503147,-3.5560058460889286,-2.948974359143295,2.249792645569377,0.02249792645569377,-3.5560058460889286,-2.3209906218239413,2.2219821753899196,0.022219821753899197,-3.5560058460889286,-2.3719124973087067,2.1805721769305464,0.021805721769305463,-3.5560058460889286,-2.77968928311921,2.1192236051252884,0.021192236051252884,-3.5560058460889286,-3.8216864178693797,2.1320407031257007,0.021320407031257007,-3.5560058460889286,-3.137757613422349,2.562412581156308,0.02562412581156308,-3.5560058460889286,-3.434707592414766,2.0509544127470574,0.020509544127470573,-3.5560058460889286,-2.9388092284675915,2.36690755467566,0.0236690755467566,-3.5560058460889286,-1.9840516533484591,1.8751707199455054,0.018751707199455056,-3.5560058460889286,-2.2584446769863833,2.046416336204494,0.02046416336204494,-3.5560058460889286,-2.395015140082361,2.253638562687251,0.02253638562687251,-3.5560058460889286,-2.614935954299942,2.179829168446053,0.021798291684460527,-3.5560058460889286,-2.7584614885130927,2.1096226228241055,0.021096226228241054,-3.5560058460889286,-1.8156312865464341,1.835541157673556,0.01835541157673556,-3.5560058460889286,-1.9022457240882926,1.9146111185750676,0.019146111185750676,-3.5560058460889286,-0.3887496874107893,0.9817385733982915,0.009817385733982916,-3.5560058460889286,-3.7594493978169763,1.9460927930542515,0.019460927930542514
-3.478787077791178,-3.4562177262981977,2.335100717897357,0.02335100717897357,-3.478787077791178,-3.1968685258364307,2.4399726367844,0.024399726367844,-3.478787077791178,-3.349350993783198,2.3380325261675137,0.023380325261675137,-3.478787077791178,-2.8069616033826974,2.328887270881366,0.023288872708813663,-3.478787077791178,-3.105799599643745,2.2850243681369014,0.022850243681369013,-3.478787077791178,-2.948974359143295,2.249792645569377,0.02249792645569377,-3.478787077791178,-2.3209906218239413,2.2219821753899196,0.022219821753899197,-3.478787077791178,-2.3719124973087067,2.1805721769305464,0.021805721769305463,-3.478787077791178,-2.77968928311921,2.1192236051252884,0.021192236051252884,-3.478787077791178,-3.720558027032279,2.145052484181063,0.02145052484181063,-3.478787077791178,-3.137757613422349,2.562412581156308,0.02562412581156308,-3.478787077791178,-3.3238324087285074,2.0526125960349892,0.020526125960349893,-3.478787077791178,-2.9388092284675915,2.36690755467566,0.0236690755467566,-3.478787077791178,-1.908641002521426,1.8733588581424074,0.018733588581424074,-3.478787077791178,-2.2740226320695665,2.0461992767931676,0.020461992767931675,-3.478787077791178,-2.395015140082361,2.253638562687251,0.02253638562687251,-3.478787077791178,-2.614935954299942,2.179829168446053,0.021798291684460527,-3.478787077791178,-2.7584614885130927,2.1096226228241055,0.021096226228241054,-3.478787077791178,-1.8154869123375068,1.8354301273952935,0.018354301273952937,-3.478787077791178,-1.9007015889321381,1.9135908462379627,0.019135908462379628,-3.478787077791178,-0.34680590327841715,0.9849635808959285,0.009849635808959286,-3.478787077791178,-3.642753160373643,1.9460927930542515,0.019460927930542514
-3.4015683094934275,-3.4146961658195796,2.3393498701251905,0.023393498701251906,-3.4015683094934275,-3.1968685258364307,2.4399726367844,0.024399726367844,-3.4015683094934275,-3.3209566447821626,2.3420647441218225,0.023420647441218224,-3.4015683094934275,-2.8069616033826974,2.328887270881366,0.023288872708813663,-3.4015683094934275,-3.0732595481909315,2.2858782123157706,0.022858782123157707,-3.4015683094934275,-2.948974359143295,2.249792645569377,0.02249792645569377,-3.4015683094934275,-2.3209906218239413,2.2219821753899196,0.022219821753899197,-3.4015683094934275,-2.3719124973087067,2.1805721769305464,0.021805721769305463,-3.4015683094934275,-2.77968928311921,2.1192236051252884,0.021192236051252884,-3.4015683094934275,-3.618516935470121,2.1579296972291737,0.021579296972291738,-3.4015683094934275,-3.137757613422349,2.562412581156308,0.02562412581156308,-3.4015683094934275,-3.2130225739051705,2.0544153452421803,0.020544153452421804,-3.4015683094934275,-2.9388092284675915,2.36690755467566,0.0236690755467566,-3.4015683094934275,-1.8331838343547242,1.8712047110589158,0.01871204711058916,-3.4015683094934275,-2.2740226320695665,2.0461992767931676,0.020461992767931675,-3.4015683094934275,-2.395015140082361,2.253638562687251,0.02253638562687251,-3.4015683094934275,-2.614935954299942,2.179829168446053,0.021798291684460527,-3.4015683094934275,-2.7584614885130927,2.1096226228241055,0.021096226228241054,-3.4015683094934275,-1.8057668744349729,1.8312711501536738,0.018312711501536738,-3.4015683094934275,-1.8991636943496284,1.9125290327206346,0.019125290327206345,-3.4015683094934275,-0.30471206144221696,0.9881577307423489,0.009881577307423488,-3.4015683094934275,-3.52605692293031,1.9460927930542515,0.019460927930542514
-3.324349541195677,-3.377379485672417,2.34237577513835,0.0234237577513835,-3.324349541195677,-3.1968685258364307,2.4399726367844,0.024399726367844,-3.324349541195677,-3.2922959399537577,2.3460595258420844,0.023460595258420845,-3.324349541195677,-2.8069616033826974,2.328887270881366,0.023288872708813663,-3.324349541195677,-3.0868185928778207,2.2846875297533744,0.022846875297533743,-3.324349541195677,-2.948974359143295,2.249792645569377,0.02249792645569377,-3.324349541195677,-2.3209906218239413,2.2219821753899196,0.022219821753899197,-3.324349541195677,-2.3719124973087067,2.1805721769305464,0.021805721769305463,-3.324349541195677,-2.77968928311921,2.1192236051252884,0.021192236051252884,-3.324349541195677,-3.5155186379735017,2.170715820470388,0.02170715820470388,-3.324349541195677,-3.137757613422349,2.562412581156308,0.02562412581156308,-3.324349541195677,-3.1022936425007206,2.0563331489926835,0.020563331489926836,-3.324349541195677,-2.9388092284675915,2.36690755467566,0.0236690755467566,-3.324349541195677,-1.7577378829613626,1.8687708518466581,0.018687708518466583,-3.324349541195677,-2.2740226320695665,2.0461992767931676,0.020461992767931675,-3.324349541195677,-2.395015140082361,2.253638562687251,0.02253638562687251,-3.324349541195677,-2.614935954299942,2.179829168446053,0.021798291684460527,-3.324349541195677,-2.7584614885130927,2.1096226228241055,0.021096226228241054,-3.324349541195677,-1.7897582476690663,1.827446345622913,0.018274463456229132,-3.324349541195677,-1.8929425814086316,1.907595502626086,0.01907595502626086,-3.324349541195677,-0.2624856944268518,0.9913186059132916,0.009913186059132916,-3.324349541195677,-3.4093606854869773,1.9460927930542518,0.019460927930542517
-3.247130772897926,-3.324289549533655,2.3457750928198786,0.023457750928198785,-3.247130772897926,-3.1968685258364307,2.4399726367844,0.024399726367844,-3.247130772897926,-3.2633746861361064,2.3500243478202485,0.023500243478202485,-3.247130772897926,-2.8069616033826974,2.328887270881366,0.023288872708813663,-3.247130772897926,-2.9351018639848068,2.2888429088851536,0.022888429088851536,-3.247130772897926,-2.948974359143295,2.249792645569377,0.02249792645569377,-3.247130772897926,-2.3209906218239413,2.2219821753899196,0.022219821753899197,-3.247130772897926,-2.3719124973087067,2.1805721769305464,0.021805721769305463,-3.247130772897926,-2.77968928311921,2.1192236051252884,0.021192236051252884,-3.247130772897926,-3.4115840026419524,2.1834148705309726,0.021834148705309725,-3.247130772897926,-3.137757613422349,2.562412581156308,0.02562412581156308,-3.247130772897926,-2.9916212698430953,2.058388005237483,0.020583880052374832,-3.247130772897926,-2.9388092284675915,2.36690755467566,0.0236690755467566,-3.247130772897926,-1.6823758454804418,1.8660296113580273,0.018660296113580273,-3.247130772897926,-2.272224414083414,2.0467417914741652,0.020467417914741652,-3.247130772897926,-2.395015140082361,2.253638562687251,0.02253638562687251,-3.247130772897926,-2.614935954299942,2.179829168446053,0.021798291684460527,-3.247130772897926,-2.7584614885130927,2.1096226228241055,0.021096226228241054,-3.247130772897926,-1.7839549184320815,1.8259264051395776,0.018259264051395777,-3.247130772897926,-1.8435896578086577,1.9309135299952427,0.019309135299952426,-3.247130772897926,-0.22011832517470076,0.9944138438837113,0.009944138438837114,-3.247130772897926,-3.292664448043643,1.9460927930542518,0.019460927930542517
-3.1699120046001754,-3.304381224397043,2.3482516518376864,0.023482516518376864,-3.1699120046001754,-3.1968685258364307,2.4399726367844,0.024399726367844,-3.1699120046001754,-3.2341783273903313,2.353931107201951,0.023539311072019512,-3.1699120046001754,-2.8069616033826974,2.328887270881366,0.023288872708813663,-3.1699120046001754,-3.1362354442852856,2.283790117099597,0.022837901170995968,-3.1699120046001754,-2.948974359143295,2.249792645569377,0.02249792645569377,-3.1699120046001754,-2.3209906218239413,2.2219821753899196,0.022219821753899197,-3.1699120046001754,-2.3719124973087067,2.1805721769305464,0.021805721769305463,-3.1699120046001754,-2.77968928311921,2.1192236051252884,0.021192236051252884,-3.1699120046001754,-3.3066607196341007,2.195946523531236,0.021959465235312357,-3.1699120046001754,-3.137757613422349,2.562412581156308,0.02562412581156308,-3.1699120046001754,-2.8809807393467346,2.0605698812278535,0.020605698812278535,-3.1699120046001754,-2.9388092284675915,2.36690755467566,0.0236690755467566,-3.1699120046001754,-1.6070845823800295,1.8630220149969052,0.018630220149969054,-3.1699120046001754,-2.273387561224779,2.0464084103020053,0.02046408410302005,-3.1699120046001754,-2.395015140082361,2.253638562687251,0.02253638562687251,-3.1699120046001754,-2.614935954299942,2.179829168446053,0.021798291684460527,-3.1699120046001754,-2.7584614885130927,2.1096226228241055,0.021096226228241054,-3.1699120046001754,-1.7672290386907108,1.8313946918747503,0.018313946918747503,-3.1699120046001754,-1.8338517158629861,1.930911019344834,0.01930911019344834,-3.1699120046001754,-0.17759820896824202,0.9974793317477894,0.009974793317477894,-3.1699120046001754,-3.17596821060031,1.9460927930542518,0.019460927930542517
-3.092693236302425,-3.184864423435851,2.354008352983998,0.02354008352983998,-3.092693236302425,-3.1968685258364307,2.4399726367844,0.024399726367844,-3.092693236302425,-3.204702508431666,2.3577686278330017,0.023577686278330016,-3.092693236302425,-2.8069616033826974,2.328887270881366,0.023288872708813663,-3.092693236302425,-2.724440636904705,2.288820498295092,0.02288820498295092,-3.092693236302425,-2.752090064032886,2.2582159215116513,0.022582159215116512,-3.092693236302425,-2.3209906218239413,2.2219821753899196,0.022219821753899197,-3.092693236302425,-2.3719124973087067,2.1805721769305464,0.021805721769305463,-3.092693236302425,-2.626791960892736,2.1208929938575083,0.021208929938575084,-3.092693236302425,-3.2007331373140713,2.2082351432271534,0.022082351432271535,-3.092693236302425,-2.8245585075774686,2.5588124831560344,0.025588124831560345,-3.092693236302425,-2.77036137896109,2.0629202582781203,0.020629202582781205,-3.092693236302425,-2.9388092284675915,2.36690755467566,0.0236690755467566,-3.092693236302425,-1.5317639747691232,1.859746264297036,0.01859746264297036,-3.092693236302425,-2.2149973457320216,2.0558474993504627,0.020558474993504626,-3.092693236302425,-2.395015140082361,2.253638562687251,0.02253638562687251,-3.092693236302425,-2.614935954299942,2.179829168446053,0.021798291684460527,-3.092693236302425,-2.7584614885130927,2.1096226228241055,0.021096226228241054,-3.092693236302425,-1.763043106074984,1.8355631335206033,0.018355631335206034,-3.092693236302425,-1.8120108311517238,1.9426455138535248,0.019426455138535248,-3.092693236302425,-0.13490437348792353,1.0005157232989168,0.010005157232989169,-3.092693236302425,-3.059271973156978,1.9460927930542515,0.019460927930542514
-3.0154744680046743,-3.0328966973257336,2.3700917249638156,0.023700917249638156,-3.0154744680046743,-3.0385668694145047,2.44555839930129,0.0244555839930129,-3.0154744680046743,-3.03513689135247,2.36774189720759,0.0236774189720759,-3.0154744680046743,-2.583044225887328,2.340657602143643,0.02340657602143643,-3.0154744680046743,-2.537596071875542,2.380620682790322,0.02380620682790322,-3.0154744680046743,-2.6179047120908416,2.272403787485172,0.022724037874851718,-3.0154744680046743,-2.3209906218239413,2.2219821753899196,0.022219821753899197,-3.0154744680046743,-2.3719124973087067,2.1805721769305464,0.021805721769305463,-3.0154744680046743,-2.5909989608635944,2.121521566304203,0.02121521566304203,-3.0154744680046743,-3.0939097401467266,2.2203579534400886,0.022203579534400886,-3.0154744680046743,-2.666937479389598,2.5490810005730893,0.025490810005730894,-3.0154744680046743,-2.6597776074887975,2.065471698310416,0.02065471698310416,-3.0154744680046743,-2.9388092284675915,2.36690755467566,0.0236690755467566,-3.0154744680046743,-1.4565231785630364,1.8562041794714141,0.018562041794714143,-3.0154744680046743,-2.143800216111732,2.068294505513364,0.02068294505513364,-3.0154744680046743,-2.395015140082361,2.253638562687251,0.02253638562687251,-3.0154744680046743,-2.614935954299942,2.179829168446053,0.021798291684460527,-3.0154744680046743,-2.7584614885130927,2.1096226228241055,0.021096226228241054,-3.0154744680046743,-1.7557671078449737,1.85500575784517,0.018550057578451698,-3.0154744680046743,-1.8012337230120894,1.95222682380192,0.0195222682380192,-3.0154744680046743,-0.09207914206185792,1.0035215635681292,0.010035215635681292,-3.0154744680046743,-2.942575735713645,1.9460927930542515,0.019460927930542514
