StackedEnsemble_AllModels_1_AutoML_1_20260315_90910_x1,StackedEnsemble_AllModels_1_AutoML_1_20260315_90910_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_90910_stddev_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_90910_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_90910_model_1_x1,XGBoost_grid_1_AutoML_1_20260315_90910_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_90910_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_90910_model_1_std_error_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_90910_x1,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_90910_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_90910_stddev_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_90910_std_error_mean_response,GBM_2_AutoML_1_20260315_90910_x1,GBM_2_AutoML_1_20260315_90910_mean_response,GBM_2_AutoML_1_20260315_90910_stddev_response,GBM_2_AutoML_1_20260315_90910_std_error_mean_response,GBM_5_AutoML_1_20260315_90910_x1,GBM_5_AutoML_1_20260315_90910_mean_response,GBM_5_AutoML_1_20260315_90910_stddev_response,GBM_5_AutoML_1_20260315_90910_std_error_mean_response,GBM_3_AutoML_1_20260315_90910_x1,GBM_3_AutoML_1_20260315_90910_mean_response,GBM_3_AutoML_1_20260315_90910_stddev_response,GBM_3_AutoML_1_20260315_90910_std_error_mean_response,GBM_1_AutoML_1_20260315_90910_x1,GBM_1_AutoML_1_20260315_90910_mean_response,GBM_1_AutoML_1_20260315_90910_stddev_response,GBM_1_AutoML_1_20260315_90910_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_90910_model_2_x1,GBM_grid_1_AutoML_1_20260315_90910_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_90910_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_90910_model_2_std_error_mean_response,GBM_4_AutoML_1_20260315_90910_x1,GBM_4_AutoML_1_20260315_90910_mean_response,GBM_4_AutoML_1_20260315_90910_stddev_response,GBM_4_AutoML_1_20260315_90910_std_error_mean_response,XGBoost_3_AutoML_1_20260315_90910_x1,XGBoost_3_AutoML_1_20260315_90910_mean_response,XGBoost_3_AutoML_1_20260315_90910_stddev_response,XGBoost_3_AutoML_1_20260315_90910_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_90910_x1,DeepLearning_1_AutoML_1_20260315_90910_mean_response,DeepLearning_1_AutoML_1_20260315_90910_stddev_response,DeepLearning_1_AutoML_1_20260315_90910_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_90910_model_1_x1,DeepLearning_grid_1_AutoML_1_20260315_90910_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_90910_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_90910_model_1_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_90910_model_2_x1,XGBoost_grid_1_AutoML_1_20260315_90910_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_90910_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_90910_model_2_std_error_mean_response,DeepLearning_grid_2_AutoML_1_20260315_90910_model_1_x1,DeepLearning_grid_2_AutoML_1_20260315_90910_model_1_mean_response,DeepLearning_grid_2_AutoML_1_20260315_90910_model_1_stddev_response,DeepLearning_grid_2_AutoML_1_20260315_90910_model_1_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_90910_model_3_x1,XGBoost_grid_1_AutoML_1_20260315_90910_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_90910_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_90910_model_3_std_error_mean_response,XGBoost_2_AutoML_1_20260315_90910_x1,XGBoost_2_AutoML_1_20260315_90910_mean_response,XGBoost_2_AutoML_1_20260315_90910_stddev_response,XGBoost_2_AutoML_1_20260315_90910_std_error_mean_response,XGBoost_1_AutoML_1_20260315_90910_x1,XGBoost_1_AutoML_1_20260315_90910_mean_response,XGBoost_1_AutoML_1_20260315_90910_stddev_response,XGBoost_1_AutoML_1_20260315_90910_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_90910_model_1_x1,GBM_grid_1_AutoML_1_20260315_90910_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_90910_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_90910_model_1_std_error_mean_response,XRT_1_AutoML_1_20260315_90910_x1,XRT_1_AutoML_1_20260315_90910_mean_response,XRT_1_AutoML_1_20260315_90910_stddev_response,XRT_1_AutoML_1_20260315_90910_std_error_mean_response,DRF_1_AutoML_1_20260315_90910_x1,DRF_1_AutoML_1_20260315_90910_mean_response,DRF_1_AutoML_1_20260315_90910_stddev_response,DRF_1_AutoML_1_20260315_90910_std_error_mean_response,DeepLearning_grid_3_AutoML_1_20260315_90910_model_1_x1,DeepLearning_grid_3_AutoML_1_20260315_90910_model_1_mean_response,DeepLearning_grid_3_AutoML_1_20260315_90910_model_1_stddev_response,DeepLearning_grid_3_AutoML_1_20260315_90910_model_1_std_error_mean_response,GLM_1_AutoML_1_20260315_90910_x1,GLM_1_AutoML_1_20260315_90910_mean_response,GLM_1_AutoML_1_20260315_90910_stddev_response,GLM_1_AutoML_1_20260315_90910_std_error_mean_response
-3.653680861706258,1.3556696769069179,3.737952375577055,0.037379523755770555,-3.653680861706258,1.754506018572487,4.087345504565379,0.04087345504565379,-3.653680861706258,1.469612049445543,3.6681175418148544,0.03668117541814855,-3.653680861706258,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.653680861706258,1.4431455164561324,3.4058113466202813,0.03405811346620281,-3.653680861706258,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.653680861706258,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.653680861706258,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.653680861706258,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.653680861706258,2.145297938601533,3.809846714640979,0.03809846714640979,-3.653680861706258,0.802373499084889,3.5941137834280226,0.035941137834280226,-3.653680861706258,0.6311947446570284,3.4656450070916622,0.034656450070916625,-3.653680861706258,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.653680861706258,1.2886173046724685,1.9113928505899282,0.019113928505899283,-3.653680861706258,1.9087010301284721,2.5190737454461534,0.025190737454461532,-3.653680861706258,1.905923208998423,3.3504132913462,0.033504132913462,-3.653680861706258,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.653680861706258,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.653680861706258,1.2807563914338185,2.508550898377389,0.025085508983773888,-3.653680861706258,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.653680861706258,1.2428821975464348,1.5124338086939964,0.015124338086939963,-3.653680861706258,-0.5570090009323265,2.3600502387727254,0.023600502387727252
-3.572830152174987,1.3508596662801164,3.734310466191995,0.03734310466191995,-3.572830152174987,1.754506018572487,4.087345504565379,0.04087345504565379,-3.572830152174987,1.466026768742278,3.6656832539776247,0.036656832539776245,-3.572830152174987,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.572830152174987,1.4431455164561324,3.4058113466202813,0.03405811346620281,-3.572830152174987,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.572830152174987,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.572830152174987,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.572830152174987,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.572830152174987,2.145297938601533,3.809846714640979,0.03809846714640979,-3.572830152174987,0.7889505998190455,3.5798540349379024,0.03579854034937902,-3.572830152174987,0.6177390059509533,3.453586046283604,0.03453586046283604,-3.572830152174987,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.572830152174987,1.2711101130955413,1.9304157777948776,0.019304157777948777,-3.572830152174987,1.9087010301284721,2.5190737454461534,0.025190737454461532,-3.572830152174987,1.905923208998423,3.3504132913462,0.033504132913462,-3.572830152174987,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.572830152174987,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.572830152174987,1.2807563914338185,2.508550898377389,0.025085508983773888,-3.572830152174987,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.572830152174987,1.2387717717705649,1.518510555974256,0.01518510555974256,-3.572830152174987,-0.5090208552557065,2.3600502387727254,0.023600502387727252
-3.491979442643716,1.346248033788577,3.730439694108091,0.03730439694108091,-3.491979442643716,1.754506018572487,4.087345504565379,0.04087345504565379,-3.491979442643716,1.4626005157032902,3.663123043549612,0.03663123043549612,-3.491979442643716,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.491979442643716,1.4431455164561324,3.4058113466202813,0.03405811346620281,-3.491979442643716,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.491979442643716,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.491979442643716,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.491979442643716,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.491979442643716,2.145297938601533,3.809846714640979,0.03809846714640979,-3.491979442643716,0.776123082754694,3.5651496993878546,0.03565149699387855,-3.491979442643716,0.6048045813861509,3.440743524242722,0.03440743524242722,-3.491979442643716,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.491979442643716,1.2533503214718966,1.948422704920335,0.01948422704920335,-3.491979442643716,1.9087010301284721,2.5190737454461534,0.025190737454461532,-3.491979442643716,1.905923208998423,3.3504132913462,0.033504132913462,-3.491979442643716,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.491979442643716,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.491979442643716,1.2807563914338185,2.508550898377389,0.025085508983773888,-3.491979442643716,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.491979442643716,1.23479867469185,1.523916070109993,0.01523916070109993,-3.491979442643716,-0.461032709579087,2.3600502387727254,0.023600502387727252
-3.411128733112445,1.3351034464702296,3.726507117766409,0.03726507117766409,-3.411128733112445,1.754506018572487,4.087345504565379,0.04087345504565379,-3.411128733112445,1.4593274009491954,3.6604286061038342,0.03660428606103834,-3.411128733112445,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.411128733112445,1.3711177303521698,3.407359912906663,0.03407359912906663,-3.411128733112445,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.411128733112445,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.411128733112445,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.411128733112445,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.411128733112445,2.145297938601533,3.809846714640979,0.03809846714640979,-3.411128733112445,0.7638688986988262,3.5499818910189957,0.03549981891018996,-3.411128733112445,0.5924866771366213,3.4271387474818957,0.034271387474818955,-3.411128733112445,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.411128733112445,1.235383964543254,1.9655188690839245,0.019655188690839244,-3.411128733112445,2.2996367953016428,2.51645283061786,0.0251645283061786,-3.411128733112445,1.905923208998423,3.3504132913462,0.033504132913462,-3.411128733112445,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.411128733112445,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.411128733112445,1.2807563914338185,2.508550898377389,0.025085508983773888,-3.411128733112445,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.411128733112445,1.230961850146981,1.5286576838414554,0.015286576838414554,-3.411128733112445,-0.41304456390246697,2.3600502387727254,0.023600502387727252
-3.330278023581174,1.3196038425491585,3.7301567776264144,0.037301567776264144,-3.330278023581174,1.754506018572487,4.087345504565379,0.04087345504565379,-3.330278023581174,1.456143145022922,3.6575452872148926,0.036575452872148924,-3.330278023581174,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.330278023581174,1.25075649180699,3.434356350789334,0.03434356350789334,-3.330278023581174,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.330278023581174,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.330278023581174,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.330278023581174,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.330278023581174,2.145297938601533,3.809846714640979,0.03809846714640979,-3.330278023581174,0.7519473923866147,3.5342122407012173,0.03534212240701217,-3.330278023581174,0.5807699065283917,3.4126378076902943,0.03412637807690294,-3.330278023581174,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.330278023581174,1.2173542109400344,1.981570713679237,0.01981570713679237,-3.330278023581174,1.257033735797275,2.670451354277442,0.02670451354277442,-3.330278023581174,1.905923208998423,3.3504132913462,0.033504132913462,-3.330278023581174,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.330278023581174,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.330278023581174,1.248009160587414,2.533098532065368,0.02533098532065368,-3.330278023581174,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.330278023581174,1.2273674518930227,1.5326967821132755,0.015326967821132756,-3.330278023581174,-0.36505641822584683,2.3600502387727254,0.023600502387727252
-3.2494273140499033,1.2653969075649996,3.7247310407689653,0.03724731040768965,-3.2494273140499033,1.754506018572487,4.087345504565379,0.04087345504565379,-3.2494273140499033,1.4531105354911737,3.6544204706375796,0.036544204706375795,-3.2494273140499033,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.2494273140499033,1.321192510391869,3.3938694388554005,0.03393869438855401,-3.2494273140499033,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.2494273140499033,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.2494273140499033,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.2494273140499033,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.2494273140499033,1.432037007168867,3.841966765071779,0.03841966765071779,-3.2494273140499033,0.7405936336083334,3.5176538162156485,0.03517653816215648,-3.2494273140499033,0.5697244979536426,3.3971679389000626,0.03397167938900063,-3.2494273140499033,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.2494273140499033,1.1993488354075656,1.9964533841323633,0.019964533841323632,-3.2494273140499033,0.9739172938154196,2.654358784081469,0.02654358784081469,-3.2494273140499033,1.905923208998423,3.3504132913462,0.033504132913462,-3.2494273140499033,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.2494273140499033,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.2494273140499033,1.1898508229798586,2.5364048708864035,0.025364048708864037,-3.2494273140499033,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.2494273140499033,1.2240844863610691,1.5360205841468741,0.015360205841468742,-3.2494273140499033,-0.3170682725492271,2.3600502387727254,0.023600502387727252
-3.1685766045186323,1.2561886404183669,3.719083209910127,0.03719083209910127,-3.1685766045186323,1.754506018572487,4.087345504565379,0.04087345504565379,-3.1685766045186323,1.4502460611745842,3.6510992576638865,0.03651099257663887,-3.1685766045186323,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.1685766045186323,1.2629459087014696,3.387147821147001,0.03387147821147001,-3.1685766045186323,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.1685766045186323,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.1685766045186323,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.1685766045186323,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.1685766045186323,1.432037007168867,3.841966765071779,0.03841966765071779,-3.1685766045186323,0.7298693547070567,3.500472833416539,0.03500472833416539,-3.1685766045186323,0.5594306872776266,3.380714666600439,0.033807146666004394,-3.1685766045186323,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.1685766045186323,1.1813474939529494,2.010199003937414,0.02010199003937414,-3.1685766045186323,0.9739172938154196,2.654358784081469,0.02654358784081469,-3.1685766045186323,1.905923208998423,3.3504132913462,0.033504132913462,-3.1685766045186323,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.1685766045186323,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.1685766045186323,0.9819623049019182,2.5678404504463774,0.025678404504463775,-3.1685766045186323,1.0467230599831938,2.587040296597595,0.02587040296597595,-3.1685766045186323,1.2211235425017206,1.53858129527308,0.0153858129527308,-3.1685766045186323,-0.2690801268726071,2.3600502387727254,0.023600502387727252
-3.0877258949873614,1.2674917794368938,3.7072720529079333,0.03707272052907933,-3.0877258949873614,1.754506018572487,4.087345504565379,0.04087345504565379,-3.0877258949873614,1.4475556596142651,3.6475542839262145,0.036475542839262146,-3.0877258949873614,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.0877258949873614,1.2945884736838553,3.3182596506876028,0.03318259650687603,-3.0877258949873614,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.0877258949873614,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.0877258949873614,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.0877258949873614,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.0877258949873614,1.5803110836935228,3.8205073790210364,0.03820507379021036,-3.0877258949873614,0.7197967851880401,3.482634141093408,0.03482634141093408,-3.0877258949873614,0.5500418951397491,3.3630870620797078,0.03363087062079708,-3.0877258949873614,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.0877258949873614,1.1635695252750577,2.0226136125448955,0.020226136125448956,-3.0877258949873614,0.9738444817126845,2.6543786763945554,0.026543786763945552,-3.0877258949873614,1.905923208998423,3.3504132913462,0.033504132913462,-3.0877258949873614,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.0877258949873614,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.0877258949873614,0.9114461255701882,2.6019003009713138,0.02601900300971314,-3.0877258949873614,0.9864035314970075,2.5966286085478987,0.025966286085478987,-3.0877258949873614,1.218541770815008,1.5402552909258687,0.015402552909258687,-3.0877258949873614,-0.22109198119598727,2.3600502387727254,0.023600502387727252
-3.0068751854560904,1.229344723885558,3.7088023883579027,0.03708802388357903,-3.0068751854560904,1.754506018572487,4.087345504565379,0.04087345504565379,-3.0068751854560904,1.4173347857355363,3.6445055212720714,0.03644505521272071,-3.0068751854560904,1.639626112814567,3.131583899993479,0.031315838999934786,-3.0068751854560904,1.275159522562315,3.347124336811685,0.033471243368116854,-3.0068751854560904,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.0068751854560904,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.0068751854560904,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.0068751854560904,1.8125726017389454,3.0692880865769463,0.030692880865769462,-3.0068751854560904,1.2788014274332673,3.8596051565042604,0.0385960515650426,-3.0068751854560904,0.7104967340248618,3.4642073883459745,0.034642073883459745,-3.0068751854560904,0.5415915490074799,3.344292937514197,0.03344292937514197,-3.0068751854560904,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.0068751854560904,1.1462409582870037,2.0336991750280156,0.020336991750280156,-3.0068751854560904,0.9808418833499108,2.651551958263981,0.02651551958263981,-3.0068751854560904,1.3502322670168243,3.4251889542159164,0.034251889542159165,-3.0068751854560904,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.0068751854560904,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.0068751854560904,0.8467984650589607,2.5904220157182545,0.025904220157182543,-3.0068751854560904,0.8955370836703425,2.6516867663922334,0.026516867663922333,-3.0068751854560904,1.2163789625428147,1.541080899473423,0.01541080899473423,-3.0068751854560904,-0.17310383551936728,2.3600502387727254,0.023600502387727252
-2.9260244759248195,1.1284312327170267,3.7188161526624786,0.03718816152662478,-2.9260244759248195,1.754506018572487,4.087345504565379,0.04087345504565379,-2.9260244759248195,1.29946857285048,3.6723406353237955,0.03672340635323795,-2.9260244759248195,1.2892239560516574,3.2171598954207203,0.0321715989542072,-2.9260244759248195,1.1184772524835815,3.426532442391517,0.034265324423915174,-2.9260244759248195,1.2690688126212717,3.310507087968675,0.03310507087968675,-2.9260244759248195,0.9530140903338546,3.2474381373213874,0.03247438137321387,-2.9260244759248195,0.9310238983199428,3.2776524487589556,0.03277652448758955,-2.9260244759248195,1.2095963194272878,3.2118830207051867,0.03211883020705187,-2.9260244759248195,1.1776053019760175,3.7741996657053787,0.037741996657053786,-2.9260244759248195,0.7019522948924024,3.4450605494487263,0.034450605494487266,-2.9260244759248195,0.5341661801049913,3.3241901214800365,0.03324190121480036,-2.9260244759248195,1.5888801490582056,3.376637171253454,0.03376637171253454,-2.9260244759248195,1.1294547937194168,2.043153767460328,0.02043153767460328,-2.9260244759248195,0.961333776162102,2.683789524256202,0.02683789524256202,-2.9260244759248195,1.2897491913381496,3.4572452840184527,0.03457245284018453,-2.9260244759248195,1.513060970025323,3.283649205632158,0.03283649205632158,-2.9260244759248195,1.398711594913691,2.6132243059358475,0.026132243059358476,-2.9260244759248195,0.8316138676204365,2.597583772700309,0.025975837727003088,-2.9260244759248195,0.8969493141151311,2.649110433721267,0.026491104337212672,-2.9260244759248195,1.2146212039557676,1.5409561054741174,0.015409561054741174,-2.9260244759248195,-0.12511568984274749,2.3600502387727254,0.023600502387727252
