GBM_5_AutoML_1_20260314_220859_x7,GBM_5_AutoML_1_20260314_220859_mean_response,GBM_5_AutoML_1_20260314_220859_stddev_response,GBM_5_AutoML_1_20260314_220859_std_error_mean_response,GBM_1_AutoML_1_20260314_220859_x7,GBM_1_AutoML_1_20260314_220859_mean_response,GBM_1_AutoML_1_20260314_220859_stddev_response,GBM_1_AutoML_1_20260314_220859_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260314_220859_model_1_x7,DeepLearning_grid_1_AutoML_1_20260314_220859_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260314_220859_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260314_220859_model_1_std_error_mean_response,GBM_2_AutoML_1_20260314_220859_x7,GBM_2_AutoML_1_20260314_220859_mean_response,GBM_2_AutoML_1_20260314_220859_stddev_response,GBM_2_AutoML_1_20260314_220859_std_error_mean_response,GBM_grid_1_AutoML_1_20260314_220859_model_2_x7,GBM_grid_1_AutoML_1_20260314_220859_model_2_mean_response,GBM_grid_1_AutoML_1_20260314_220859_model_2_stddev_response,GBM_grid_1_AutoML_1_20260314_220859_model_2_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_1_x7,XGBoost_grid_1_AutoML_1_20260314_220859_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_1_std_error_mean_response,DeepLearning_1_AutoML_1_20260314_220859_x7,DeepLearning_1_AutoML_1_20260314_220859_mean_response,DeepLearning_1_AutoML_1_20260314_220859_stddev_response,DeepLearning_1_AutoML_1_20260314_220859_std_error_mean_response,GBM_grid_1_AutoML_1_20260314_220859_model_1_x7,GBM_grid_1_AutoML_1_20260314_220859_model_1_mean_response,GBM_grid_1_AutoML_1_20260314_220859_model_1_stddev_response,GBM_grid_1_AutoML_1_20260314_220859_model_1_std_error_mean_response,XGBoost_3_AutoML_1_20260314_220859_x7,XGBoost_3_AutoML_1_20260314_220859_mean_response,XGBoost_3_AutoML_1_20260314_220859_stddev_response,XGBoost_3_AutoML_1_20260314_220859_std_error_mean_response,GBM_3_AutoML_1_20260314_220859_x7,GBM_3_AutoML_1_20260314_220859_mean_response,GBM_3_AutoML_1_20260314_220859_stddev_response,GBM_3_AutoML_1_20260314_220859_std_error_mean_response,DRF_1_AutoML_1_20260314_220859_x7,DRF_1_AutoML_1_20260314_220859_mean_response,DRF_1_AutoML_1_20260314_220859_stddev_response,DRF_1_AutoML_1_20260314_220859_std_error_mean_response,GBM_4_AutoML_1_20260314_220859_x7,GBM_4_AutoML_1_20260314_220859_mean_response,GBM_4_AutoML_1_20260314_220859_stddev_response,GBM_4_AutoML_1_20260314_220859_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_3_x7,XGBoost_grid_1_AutoML_1_20260314_220859_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_3_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_2_x7,XGBoost_grid_1_AutoML_1_20260314_220859_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_2_std_error_mean_response,XGBoost_2_AutoML_1_20260314_220859_x7,XGBoost_2_AutoML_1_20260314_220859_mean_response,XGBoost_2_AutoML_1_20260314_220859_stddev_response,XGBoost_2_AutoML_1_20260314_220859_std_error_mean_response,XRT_1_AutoML_1_20260314_220859_x7,XRT_1_AutoML_1_20260314_220859_mean_response,XRT_1_AutoML_1_20260314_220859_stddev_response,XRT_1_AutoML_1_20260314_220859_std_error_mean_response,XGBoost_1_AutoML_1_20260314_220859_x7,XGBoost_1_AutoML_1_20260314_220859_mean_response,XGBoost_1_AutoML_1_20260314_220859_stddev_response,XGBoost_1_AutoML_1_20260314_220859_std_error_mean_response,GLM_1_AutoML_1_20260314_220859_x7,GLM_1_AutoML_1_20260314_220859_mean_response,GLM_1_AutoML_1_20260314_220859_stddev_response,GLM_1_AutoML_1_20260314_220859_std_error_mean_response
-3.71044338268443,-1.2465600715349692,4.072443985745448,0.04072443985745448,-3.71044338268443,-1.0197231963161535,4.106981803532389,0.04106981803532389,-3.71044338268443,-0.9155638596234618,3.936674007679338,0.03936674007679338,-3.71044338268443,-1.1569546157622888,4.131816092754771,0.041318160927547705,-3.71044338268443,-1.0420920180675588,4.144818615841444,0.041448186158414446,-3.71044338268443,-1.2796522642217576,4.186653507064267,0.04186653507064267,-3.71044338268443,-1.3743837224459252,4.096272264146357,0.04096272264146357,-3.71044338268443,-1.163369882897478,4.033759652742839,0.04033759652742839,-3.71044338268443,-1.3365834106642756,4.210815349086895,0.042108153490868945,-3.71044338268443,-1.1298468442402714,4.120060442698731,0.04120060442698731,-3.71044338268443,-1.015688926127446,3.9699039523164834,0.039699039523164836,-3.71044338268443,-1.1064029422328874,4.066726498061899,0.04066726498061899,-3.71044338268443,-0.8449682817435129,3.7194660447379984,0.037194660447379985,-3.71044338268443,-1.1359702018762943,4.207498666972945,0.04207498666972945,-3.71044338268443,-1.2125307751854884,4.219522155763612,0.04219522155763612,-3.71044338268443,-1.070218224323686,3.6238253751045972,0.03623825375104597,-3.71044338268443,-1.2077004478001971,4.251569106138876,0.04251569106138876,-3.71044338268443,-0.8806199200808216,3.9513855594440805,0.0395138555944408
-3.6332246143866795,-1.2465600715349692,4.072443985745448,0.04072443985745448,-3.6332246143866795,-1.0197231963161535,4.106981803532389,0.04106981803532389,-3.6332246143866795,-0.9157534437796232,3.937842189513051,0.03937842189513051,-3.6332246143866795,-1.1569546157622888,4.131816092754771,0.041318160927547705,-3.6332246143866795,-1.0420920180675588,4.144818615841444,0.041448186158414446,-3.6332246143866795,-1.2796522642217576,4.186653507064267,0.04186653507064267,-3.6332246143866795,-1.3704379587915,4.1001319546532455,0.04100131954653245,-3.6332246143866795,-1.163369882897478,4.033759652742839,0.04033759652742839,-3.6332246143866795,-1.3365834106642756,4.210815349086895,0.042108153490868945,-3.6332246143866795,-1.1298468442402714,4.120060442698731,0.04120060442698731,-3.6332246143866795,-1.015688926127446,3.9699039523164834,0.039699039523164836,-3.6332246143866795,-1.1064029422328874,4.066726498061899,0.04066726498061899,-3.6332246143866795,-0.8449682817435129,3.7194660447379984,0.037194660447379985,-3.6332246143866795,-1.1359702018762943,4.207498666972945,0.04207498666972945,-3.6332246143866795,-1.2125307751854884,4.219522155763612,0.04219522155763612,-3.6332246143866795,-1.070218224323686,3.6238253751045972,0.03623825375104597,-3.6332246143866795,-1.2077004478001971,4.251569106138876,0.04251569106138876,-3.6332246143866795,-0.8823254649757717,3.9513855594440805,0.0395138555944408
-3.5560058460889286,-1.2465600715349692,4.072443985745448,0.04072443985745448,-3.5560058460889286,-1.0197231963161535,4.106981803532389,0.04106981803532389,-3.5560058460889286,-0.9159544837739609,3.9390186245153127,0.03939018624515313,-3.5560058460889286,-1.1569546157622888,4.131816092754771,0.041318160927547705,-3.5560058460889286,-1.0420920180675588,4.144818615841444,0.041448186158414446,-3.5560058460889286,-1.2796522642217576,4.186653507064267,0.04186653507064267,-3.5560058460889286,-1.3663983776351025,4.103930352967964,0.04103930352967964,-3.5560058460889286,-1.163369882897478,4.033759652742839,0.04033759652742839,-3.5560058460889286,-1.3365834106642756,4.210815349086895,0.042108153490868945,-3.5560058460889286,-1.1298468442402714,4.120060442698731,0.04120060442698731,-3.5560058460889286,-1.015688926127446,3.9699039523164834,0.039699039523164836,-3.5560058460889286,-1.1064029422328874,4.066726498061899,0.04066726498061899,-3.5560058460889286,-0.8449682817435129,3.7194660447379984,0.037194660447379985,-3.5560058460889286,-1.1359702018762943,4.207498666972945,0.04207498666972945,-3.5560058460889286,-1.2125307751854884,4.219522155763612,0.04219522155763612,-3.5560058460889286,-1.070218224323686,3.6238253751045972,0.03623825375104597,-3.5560058460889286,-1.2077004478001971,4.251569106138876,0.04251569106138876,-3.5560058460889286,-0.8840310098707221,3.9513855594440805,0.0395138555944408
-3.478787077791178,-1.2465600715349692,4.072443985745448,0.04072443985745448,-3.478787077791178,-1.0197231963161535,4.106981803532389,0.04106981803532389,-3.478787077791178,-0.916166379125495,3.940198859397937,0.03940198859397937,-3.478787077791178,-1.1569546157622888,4.131816092754771,0.041318160927547705,-3.478787077791178,-1.0420920180675588,4.144818615841444,0.041448186158414446,-3.478787077791178,-1.2796522642217576,4.186653507064267,0.04186653507064267,-3.478787077791178,-1.362271784244441,4.107671273977778,0.04107671273977778,-3.478787077791178,-1.163369882897478,4.033759652742839,0.04033759652742839,-3.478787077791178,-1.3365834106642756,4.210815349086895,0.042108153490868945,-3.478787077791178,-1.1298468442402714,4.120060442698731,0.04120060442698731,-3.478787077791178,-1.015688926127446,3.9699039523164834,0.039699039523164836,-3.478787077791178,-1.1064029422328874,4.066726498061899,0.04066726498061899,-3.478787077791178,-0.8449682817435129,3.7194660447379984,0.037194660447379985,-3.478787077791178,-1.1359702018762943,4.207498666972945,0.04207498666972945,-3.478787077791178,-1.2125307751854884,4.219522155763612,0.04219522155763612,-3.478787077791178,-1.070218224323686,3.6238253751045972,0.03623825375104597,-3.478787077791178,-1.2077004478001971,4.251569106138876,0.04251569106138876,-3.478787077791178,-0.8857365547656724,3.9513855594440805,0.0395138555944408
-3.4015683094934275,-1.2465600715349692,4.072443985745448,0.04072443985745448,-3.4015683094934275,-1.0197231963161535,4.106981803532389,0.04106981803532389,-3.4015683094934275,-0.9163880259337158,3.9413852962905227,0.03941385296290523,-3.4015683094934275,-1.1569546157622888,4.131816092754771,0.041318160927547705,-3.4015683094934275,-1.0420920180675588,4.144818615841444,0.041448186158414446,-3.4015683094934275,-1.2796522642217576,4.186653507064267,0.04186653507064267,-3.4015683094934275,-1.3580738522685696,4.111336356201417,0.04111336356201417,-3.4015683094934275,-1.163369882897478,4.033759652742839,0.04033759652742839,-3.4015683094934275,-1.3365834106642756,4.210815349086895,0.042108153490868945,-3.4015683094934275,-1.1298468442402714,4.120060442698731,0.04120060442698731,-3.4015683094934275,-1.015688926127446,3.9699039523164834,0.039699039523164836,-3.4015683094934275,-1.1064029422328874,4.066726498061899,0.04066726498061899,-3.4015683094934275,-0.8449682817435129,3.7194660447379984,0.037194660447379985,-3.4015683094934275,-1.1359702018762943,4.207498666972945,0.04207498666972945,-3.4015683094934275,-1.2125307751854884,4.219522155763612,0.04219522155763612,-3.4015683094934275,-1.070218224323686,3.6238253751045972,0.03623825375104597,-3.4015683094934275,-1.2077004478001971,4.251569106138876,0.04251569106138876,-3.4015683094934275,-0.8874420996606226,3.9513855594440805,0.0395138555944408
-3.324349541195677,-1.2465600715349692,4.072443985745448,0.04072443985745448,-3.324349541195677,-1.0197231963161535,4.106981803532389,0.04106981803532389,-3.324349541195677,-0.916624142267704,3.942578245745016,0.03942578245745016,-3.324349541195677,-1.1569546157622888,4.131816092754771,0.041318160927547705,-3.324349541195677,-1.0420920180675588,4.144818615841444,0.041448186158414446,-3.324349541195677,-1.2796522642217576,4.186653507064267,0.04186653507064267,-3.324349541195677,-1.3537955580569117,4.114950859878712,0.04114950859878712,-3.324349541195677,-1.163369882897478,4.033759652742839,0.04033759652742839,-3.324349541195677,-1.3365834106642756,4.210815349086895,0.042108153490868945,-3.324349541195677,-1.1298468442402714,4.120060442698731,0.04120060442698731,-3.324349541195677,-1.015688926127446,3.9699039523164834,0.039699039523164836,-3.324349541195677,-1.1064029422328874,4.066726498061899,0.04066726498061899,-3.324349541195677,-0.8449682817435129,3.7194660447379984,0.037194660447379985,-3.324349541195677,-1.1359702018762943,4.207498666972945,0.04207498666972945,-3.324349541195677,-1.2125307751854884,4.219522155763612,0.04219522155763612,-3.324349541195677,-1.070218224323686,3.6238253751045972,0.03623825375104597,-3.324349541195677,-1.2077004478001971,4.251569106138876,0.04251569106138876,-3.324349541195677,-0.8891476445555727,3.9513855594440805,0.0395138555944408
-3.247130772897926,-1.261984057183125,4.084965908791477,0.04084965908791477,-3.247130772897926,-1.0197231963161535,4.106981803532389,0.04106981803532389,-3.247130772897926,-0.9168745706656235,3.9437756957399652,0.03943775695739965,-3.247130772897926,-1.1569546157622888,4.131816092754771,0.041318160927547705,-3.247130772897926,-1.0420920180675588,4.144818615841444,0.041448186158414446,-3.247130772897926,-1.2796522642217576,4.186653507064267,0.04186653507064267,-3.247130772897926,-1.3494380931845515,4.118516156833284,0.04118516156833284,-3.247130772897926,-1.163369882897478,4.033759652742839,0.04033759652742839,-3.247130772897926,-1.6259924505623986,4.212114860126236,0.042121148601262356,-3.247130772897926,-1.1298468442402714,4.120060442698731,0.04120060442698731,-3.247130772897926,-1.0165540327284457,3.970111057696743,0.03970111057696743,-3.247130772897926,-1.1064029422328874,4.066726498061899,0.04066726498061899,-3.247130772897926,-0.8787086325861746,3.7341199191122905,0.03734119919112291,-3.247130772897926,-1.1359702018762943,4.207498666972945,0.04207498666972945,-3.247130772897926,-1.2125307751854884,4.219522155763612,0.04219522155763612,-3.247130772897926,-1.081336234352115,3.6349248995180945,0.036349248995180945,-3.247130772897926,-1.2077004478001971,4.251569106138876,0.04251569106138876,-3.247130772897926,-0.8908531894505227,3.9513855594440805,0.0395138555944408
-3.1699120046001754,-1.2758684237997309,4.095549497730277,0.04095549497730277,-3.1699120046001754,-1.0197231963161535,4.106981803532389,0.04106981803532389,-3.1699120046001754,-0.9171354023830683,3.944976775574596,0.03944976775574596,-3.1699120046001754,-1.1569546157622888,4.131816092754771,0.041318160927547705,-3.1699120046001754,-1.0420920180675588,4.144818615841444,0.041448186158414446,-3.1699120046001754,-1.2796522642217576,4.186653507064267,0.04186653507064267,-3.1699120046001754,-1.3449920693108937,4.122040408116863,0.04122040408116863,-3.1699120046001754,-1.163369882897478,4.033759652742839,0.04033759652742839,-3.1699120046001754,-1.6259924505623986,4.212114860126236,0.042121148601262356,-3.1699120046001754,-1.1298468442402714,4.120060442698731,0.04120060442698731,-3.1699120046001754,-1.0222933553479436,3.9744978331769927,0.039744978331769924,-3.1699120046001754,-1.1064029422328874,4.066726498061899,0.04066726498061899,-3.1699120046001754,-0.8807057271547845,3.734468685949352,0.03734468685949352,-3.1699120046001754,-1.1359702018762943,4.207498666972945,0.04207498666972945,-3.1699120046001754,-1.2125307751854884,4.219522155763612,0.04219522155763612,-3.1699120046001754,-1.0812230434665713,3.6348087279580548,0.03634808727958055,-3.1699120046001754,-1.2077004478001971,4.251569106138876,0.04251569106138876,-3.1699120046001754,-0.8925587343454732,3.9513855594440805,0.0395138555944408
-3.092693236302425,-1.339096030845426,4.1155769087388805,0.041155769087388806,-3.092693236302425,-1.0197231963161535,4.106981803532389,0.04106981803532389,-3.092693236302425,-0.9174058148376376,3.946183024356825,0.03946183024356825,-3.092693236302425,-1.1569546157622888,4.131816092754771,0.041318160927547705,-3.092693236302425,-1.0420920180675588,4.144818615841444,0.041448186158414446,-3.092693236302425,-1.2796522642217576,4.186653507064267,0.04186653507064267,-3.092693236302425,-1.340446436744554,4.125507768839447,0.04125507768839447,-3.092693236302425,-1.163369882897478,4.033759652742839,0.04033759652742839,-3.092693236302425,-1.6259924505623986,4.212114860126236,0.042121148601262356,-3.092693236302425,-1.1298468442402714,4.120060442698731,0.04120060442698731,-3.092693236302425,-1.0222933553479436,3.9744978331769927,0.039744978331769924,-3.092693236302425,-1.1064029422328874,4.066726498061899,0.04066726498061899,-3.092693236302425,-0.9600956017136109,3.7600836016834362,0.037600836016834366,-3.092693236302425,-1.1359702018762943,4.207498666972945,0.04207498666972945,-3.092693236302425,-1.518595415367349,4.239311065749407,0.042393110657494064,-3.092693236302425,-1.0812230434665713,3.6348087279580548,0.03634808727958055,-3.092693236302425,-1.2077004478001971,4.251569106138876,0.04251569106138876,-3.092693236302425,-0.8942642792404235,3.9513855594440805,0.0395138555944408
-3.0154744680046743,-1.300568313732304,4.090711965116364,0.04090711965116364,-3.0154744680046743,-1.0197231963161535,4.106981803532389,0.04106981803532389,-3.0154744680046743,-0.9176855683601342,3.9473930654434946,0.03947393065443495,-3.0154744680046743,-1.1569546157622888,4.131816092754771,0.041318160927547705,-3.0154744680046743,-1.0420920180675588,4.144818615841444,0.041448186158414446,-3.0154744680046743,-1.2796522642217576,4.186653507064267,0.04186653507064267,-3.0154744680046743,-1.3358241401467272,4.128926032581008,0.04128926032581008,-3.0154744680046743,-1.163369882897478,4.033759652742839,0.04033759652742839,-3.0154744680046743,-1.4517103695129043,4.209543467602975,0.04209543467602975,-3.0154744680046743,-1.1298468442402714,4.120060442698731,0.04120060442698731,-3.0154744680046743,-1.0215209089334731,3.974488132028211,0.03974488132028211,-3.0154744680046743,-1.1064029422328874,4.066726498061899,0.04066726498061899,-3.0154744680046743,-0.952038799831504,3.7684247889820592,0.03768424788982059,-3.0154744680046743,-1.1359702018762943,4.207498666972945,0.04207498666972945,-3.0154744680046743,-1.518595415367349,4.239311065749407,0.042393110657494064,-3.0154744680046743,-1.0763413304424319,3.6326921900195486,0.036326921900195486,-3.0154744680046743,-1.5227864778356626,4.251569072740184,0.042515690727401835,-3.0154744680046743,-0.8959698241353737,3.9513855594440805,0.0395138555944408
