StackedEnsemble_AllModels_1_AutoML_1_20260315_175832_x4,StackedEnsemble_AllModels_1_AutoML_1_20260315_175832_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_175832_stddev_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_175832_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_175832_model_1_x4,GBM_grid_1_AutoML_1_20260315_175832_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_175832_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_175832_model_1_std_error_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_175832_x4,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_175832_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_175832_stddev_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_175832_std_error_mean_response,GBM_1_AutoML_1_20260315_175832_x4,GBM_1_AutoML_1_20260315_175832_mean_response,GBM_1_AutoML_1_20260315_175832_stddev_response,GBM_1_AutoML_1_20260315_175832_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_175832_model_2_x4,GBM_grid_1_AutoML_1_20260315_175832_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_175832_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_175832_model_2_std_error_mean_response,GBM_5_AutoML_1_20260315_175832_x4,GBM_5_AutoML_1_20260315_175832_mean_response,GBM_5_AutoML_1_20260315_175832_stddev_response,GBM_5_AutoML_1_20260315_175832_std_error_mean_response,GBM_2_AutoML_1_20260315_175832_x4,GBM_2_AutoML_1_20260315_175832_mean_response,GBM_2_AutoML_1_20260315_175832_stddev_response,GBM_2_AutoML_1_20260315_175832_std_error_mean_response,GBM_3_AutoML_1_20260315_175832_x4,GBM_3_AutoML_1_20260315_175832_mean_response,GBM_3_AutoML_1_20260315_175832_stddev_response,GBM_3_AutoML_1_20260315_175832_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_175832_model_1_x4,XGBoost_grid_1_AutoML_1_20260315_175832_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_175832_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_175832_model_1_std_error_mean_response,GBM_4_AutoML_1_20260315_175832_x4,GBM_4_AutoML_1_20260315_175832_mean_response,GBM_4_AutoML_1_20260315_175832_stddev_response,GBM_4_AutoML_1_20260315_175832_std_error_mean_response,XGBoost_3_AutoML_1_20260315_175832_x4,XGBoost_3_AutoML_1_20260315_175832_mean_response,XGBoost_3_AutoML_1_20260315_175832_stddev_response,XGBoost_3_AutoML_1_20260315_175832_std_error_mean_response,GLM_1_AutoML_1_20260315_175832_x4,GLM_1_AutoML_1_20260315_175832_mean_response,GLM_1_AutoML_1_20260315_175832_stddev_response,GLM_1_AutoML_1_20260315_175832_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_175832_model_1_x4,DeepLearning_grid_1_AutoML_1_20260315_175832_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_175832_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_175832_model_1_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_175832_x4,DeepLearning_1_AutoML_1_20260315_175832_mean_response,DeepLearning_1_AutoML_1_20260315_175832_stddev_response,DeepLearning_1_AutoML_1_20260315_175832_std_error_mean_response,DRF_1_AutoML_1_20260315_175832_x4,DRF_1_AutoML_1_20260315_175832_mean_response,DRF_1_AutoML_1_20260315_175832_stddev_response,DRF_1_AutoML_1_20260315_175832_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_175832_model_3_x4,XGBoost_grid_1_AutoML_1_20260315_175832_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_175832_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_175832_model_3_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_175832_model_2_x4,XGBoost_grid_1_AutoML_1_20260315_175832_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_175832_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_175832_model_2_std_error_mean_response,DeepLearning_grid_2_AutoML_1_20260315_175832_model_1_x4,DeepLearning_grid_2_AutoML_1_20260315_175832_model_1_mean_response,DeepLearning_grid_2_AutoML_1_20260315_175832_model_1_stddev_response,DeepLearning_grid_2_AutoML_1_20260315_175832_model_1_std_error_mean_response,XGBoost_1_AutoML_1_20260315_175832_x4,XGBoost_1_AutoML_1_20260315_175832_mean_response,XGBoost_1_AutoML_1_20260315_175832_stddev_response,XGBoost_1_AutoML_1_20260315_175832_std_error_mean_response,XGBoost_2_AutoML_1_20260315_175832_x4,XGBoost_2_AutoML_1_20260315_175832_mean_response,XGBoost_2_AutoML_1_20260315_175832_stddev_response,XGBoost_2_AutoML_1_20260315_175832_std_error_mean_response,XRT_1_AutoML_1_20260315_175832_x4,XRT_1_AutoML_1_20260315_175832_mean_response,XRT_1_AutoML_1_20260315_175832_stddev_response,XRT_1_AutoML_1_20260315_175832_std_error_mean_response,DeepLearning_grid_3_AutoML_1_20260315_175832_model_1_x4,DeepLearning_grid_3_AutoML_1_20260315_175832_model_1_mean_response,DeepLearning_grid_3_AutoML_1_20260315_175832_model_1_stddev_response,DeepLearning_grid_3_AutoML_1_20260315_175832_model_1_std_error_mean_response
-1.9999258227895416,2.889651493178061,2.466266414439218,0.02466266414439218,-1.9999258227895416,2.913549227639392,2.3963893509441183,0.023963893509441184,-1.9999258227895416,2.915931930456606,2.4707291584054865,0.024707291584054866,-1.9999258227895416,2.829164592873521,2.4222195946627822,0.024222195946627823,-1.9999258227895416,2.8615219485165477,2.4359059130347123,0.024359059130347124,-1.9999258227895416,2.824330093082132,2.3908464323791754,0.023908464323791755,-1.9999258227895416,2.845738304613006,2.4021154841259507,0.024021154841259506,-1.9999258227895416,2.8483253883210273,2.4132580538529425,0.024132580538529423,-1.9999258227895416,2.827194864859245,2.458948841768536,0.02458948841768536,-1.9999258227895416,2.9033278428726157,2.4032196536921275,0.024032196536921277,-1.9999258227895416,2.780140524279501,2.398126054125009,0.02398126054125009,-1.9999258227895416,3.0398607386691547,2.4501032948941495,0.024501032948941494,-1.9999258227895416,3.011049364336315,2.3277249244054543,0.023277249244054544,-1.9999258227895416,2.9311829919846835,2.3471397400131484,0.023471397400131485,-1.9999258227895416,2.973325870073703,2.2813361184852723,0.022813361184852724,-1.9999258227895416,2.6933136352136278,2.3418297203913685,0.023418297203913686,-1.9999258227895416,2.636189718285762,2.525754075457688,0.025257540754576882,-1.9999258227895416,3.0256157769681375,1.8911469999646304,0.018911469999646303,-1.9999258227895416,2.804815394899155,2.4736949193541906,0.024736949193541906,-1.9999258227895416,2.7203480383275545,2.4003969640687197,0.024003969640687198,-1.9999258227895416,2.9704937585648303,2.075428603995236,0.02075428603995236,-1.9999258227895416,2.2590622522767267,1.2983719354494465,0.012983719354494465
-1.9595236649123424,2.8906777260807917,2.468306546767639,0.024683065467676388,-1.9595236649123424,2.913549227639392,2.3963893509441183,0.023963893509441184,-1.9595236649123424,2.915392799672312,2.470722979051076,0.02470722979051076,-1.9595236649123424,2.829164592873521,2.4222195946627822,0.024222195946627823,-1.9595236649123424,2.8615219485165477,2.4359059130347123,0.024359059130347124,-1.9595236649123424,2.853313407472985,2.3942225692196857,0.023942225692196856,-1.9595236649123424,2.882793648118536,2.422695062648063,0.02422695062648063,-1.9595236649123424,2.8135211407187666,2.434610410683379,0.02434610410683379,-1.9595236649123424,2.827194864859245,2.458948841768536,0.02458948841768536,-1.9595236649123424,2.8893684251178033,2.407425896497919,0.024074258964979188,-1.9595236649123424,2.7948639385880902,2.379999379320227,0.02379999379320227,-1.9595236649123424,3.033126835374334,2.4501032948941495,0.024501032948941494,-1.9595236649123424,3.004982478114726,2.3276116359253995,0.023276116359253994,-1.9595236649123424,2.925427670353498,2.3472473510407466,0.023472473510407467,-1.9595236649123424,2.9970627600718274,2.2936690198630947,0.022936690198630948,-1.9595236649123424,2.7789775415427855,2.386989706390289,0.02386989706390289,-1.9595236649123424,2.693426287622889,2.525823342289932,0.025258233422899318,-1.9595236649123424,3.0205404874587227,1.8912084426824713,0.018912084426824714,-1.9595236649123424,2.878688090187114,2.4876302095029925,0.024876302095029924,-1.9595236649123424,2.8327018491513436,2.410969745909996,0.024109697459099962,-1.9595236649123424,2.9685752809814594,2.086139540740041,0.02086139540740041,-1.9595236649123424,2.255106079712552,1.2985257982226268,0.012985257982226267
-1.9191215070351433,2.978888470175551,2.4647358105463377,0.02464735810546338,-1.9191215070351433,3.007072755083361,2.3931086429312907,0.023931086429312905,-1.9191215070351433,3.0054243936918774,2.463182273317606,0.02463182273317606,-1.9191215070351433,2.945450052946587,2.4349982244861472,0.02434998224486147,-1.9191215070351433,2.9336200178149077,2.4460115118868444,0.024460115118868444,-1.9191215070351433,2.917643843708325,2.4060324275229017,0.024060324275229018,-1.9191215070351433,2.9327227815598356,2.4056433890523126,0.024056433890523126,-1.9191215070351433,2.9571136390163244,2.3980628345894113,0.023980628345894112,-1.9191215070351433,2.9334148223055516,2.430198941007969,0.024301989410079692,-1.9191215070351433,2.943071870875921,2.3938009798863495,0.023938009798863496,-1.9191215070351433,2.9091108216105837,2.3819776749293995,0.023819776749293996,-1.9191215070351433,3.026392932079514,2.4501032948941495,0.024501032948941494,-1.9191215070351433,2.9989158767997215,2.3274982889318667,0.023274982889318667,-1.9191215070351433,2.9196666673556773,2.347343015214986,0.023473430152149862,-1.9191215070351433,3.0158515858725514,2.2891073732632345,0.022891073732632345,-1.9191215070351433,2.893642398134037,2.4120015531860823,0.024120015531860824,-1.9191215070351433,2.9835085316509242,2.482695355284294,0.02482695355284294,-1.9191215070351433,3.0154577222136703,1.8912681825906559,0.01891268182590656,-1.9191215070351433,2.901673992732365,2.4468986978955445,0.024468986978955446,-1.9191215070351433,2.982914228382148,2.4172654703548413,0.024172654703548412,-1.9191215070351433,3.0066606243679415,2.089386217844363,0.02089386217844363,-1.9191215070351433,2.2511499646125235,1.2986744017397018,0.012986744017397018
-1.8787193491579441,3.030850241703673,2.4721958267787048,0.024721958267787048,-1.8787193491579441,3.0313511079056896,2.3934530235114306,0.023934530235114305,-1.8787193491579441,3.0393186378038357,2.466517598720673,0.02466517598720673,-1.8787193491579441,3.019885372935437,2.452094290340967,0.02452094290340967,-1.8787193491579441,2.9962859189004574,2.452009585356082,0.02452009585356082,-1.8787193491579441,3.062310142070026,2.402328744218192,0.02402328744218192,-1.8787193491579441,3.001562151027422,2.403736091607211,0.02403736091607211,-1.8787193491579441,2.962595302868277,2.4130980345394746,0.024130980345394747,-1.8787193491579441,3.019912258371059,2.445929752417079,0.024459297524170788,-1.8787193491579441,3.0028712159278657,2.4286250050051432,0.02428625005005143,-1.8787193491579441,3.084400971797865,2.439507225932114,0.02439507225932114,-1.8787193491579441,3.0196590287846936,2.4501032948941495,0.024501032948941494,-1.8787193491579441,2.9928486414885898,2.3273849898607617,0.023273849898607618,-1.8787193491579441,2.9138995188874186,2.3474292584905907,0.023474292584905906,-1.8787193491579441,3.0340102233839006,2.2946401762660296,0.022946401762660294,-1.8787193491579441,3.0218932468322457,2.436323945410019,0.02436323945410019,-1.8787193491579441,3.0963604353907996,2.509776965514283,0.02509776965514283,-1.8787193491579441,3.0103656176293945,1.8913237324852634,0.018913237324852634,-1.8787193491579441,2.993091903198907,2.4753399098010713,0.024753399098010713,-1.8787193491579441,3.020904511401127,2.4801567530533486,0.024801567530533485,-1.8787193491579441,3.043463902788832,2.088113754341868,0.02088113754341868,-1.8787193491579441,2.2471945934110678,1.2988180548920727,0.012988180548920727
-1.8383171912807448,3.0861481607768693,2.4721842463231107,0.024721842463231107,-1.8383171912807448,3.091355594582554,2.393765978413449,0.02393765978413449,-1.8383171912807448,3.101422050489437,2.4687895278282532,0.024687895278282534,-1.8383171912807448,3.056774267224788,2.442794619535527,0.02442794619535527,-1.8383171912807448,3.0277594029991555,2.452240526440499,0.024522405264404988,-1.8383171912807448,3.098587298114105,2.4051651704870145,0.024051651704870145,-1.8383171912807448,3.0496801232091597,2.4016497719209893,0.024016497719209894,-1.8383171912807448,3.111026473855003,2.39584568758249,0.0239584568758249,-1.8383171912807448,3.1125168831762857,2.456193901582723,0.02456193901582723,-1.8383171912807448,3.049851155544268,2.4190948939350245,0.024190948939350244,-1.8383171912807448,3.1042413229499832,2.4780264611562854,0.024780264611562856,-1.8383171912807448,3.0129251254898723,2.450103294894149,0.02450103294894149,-1.8383171912807448,2.9867812716667075,2.327271342271071,0.02327271342271071,-1.8383171912807448,2.9081272768738287,2.347505654432988,0.02347505654432988,-1.8383171912807448,3.059339625860296,2.2941034370804223,0.022941034370804223,-1.8383171912807448,3.0510666134939615,2.4512213755883083,0.024512213755883083,-1.8383171912807448,3.099723556012427,2.540838523454852,0.025408385234548518,-1.8383171912807448,3.0052640944331266,1.891375811896166,0.018913758118961663,-1.8383171912807448,3.0754386151063144,2.422202458923329,0.024222024589233292,-1.8383171912807448,2.963751904776902,2.448223698593955,0.024482236985939553,-1.8383171912807448,3.060144437376903,2.086729976268903,0.020867299762689032,-1.8383171912807448,2.2432403022587377,1.2989572785733485,0.012989572785733485
-1.7979150334035456,3.2007462687362147,2.4561870296659443,0.024561870296659443,-1.7979150334035456,3.205521702960361,2.3761252427172925,0.023761252427172926,-1.7979150334035456,3.217165607835038,2.455667098281757,0.02455667098281757,-1.7979150334035456,3.14505562376057,2.4229719381030086,0.024229719381030086,-1.7979150334035456,3.2013788478246163,2.424739584501969,0.024247395845019688,-1.7979150334035456,3.2334277066369395,2.3884850982546038,0.023884850982546037,-1.7979150334035456,3.1730602790125144,2.3951849664957217,0.023951849664957215,-1.7979150334035456,3.164851480285384,2.3915580846154603,0.023915580846154604,-1.7979150334035456,3.2730481954104267,2.457733558472906,0.02457733558472906,-1.7979150334035456,3.1580933086289034,2.385634203367679,0.023856342033676793,-1.7979150334035456,3.2047708982472423,2.4320135770431643,0.024320135770431642,-1.7979150334035456,3.006191222195052,2.4501032948941495,0.024501032948941494,-1.7979150334035456,2.9807154717386366,2.3271569452257483,0.023271569452257484,-1.7979150334035456,2.902348328774092,2.347574969053821,0.02347574969053821,-1.7979150334035456,3.0723388169679637,2.287042121616553,0.02287042121616553,-1.7979150334035456,3.1200088492374025,2.422901230275067,0.02422901230275067,-1.7979150334035456,3.2082378001981646,2.5287495839004315,0.025287495839004314,-1.7979150334035456,3.0001542840046147,1.8914239602989429,0.01891423960298943,-1.7979150334035456,3.23679501621495,2.3960567437916835,0.023960567437916837,-1.7979150334035456,3.1302698341547504,2.394838454863311,0.02394838454863311,-1.7979150334035456,3.0789241439480275,2.0759553896880316,0.020759553896880317,-1.7979150334035456,2.239287283985367,1.2990902185010742,0.012990902185010741
-1.7575128755263465,3.209779739908387,2.4538569716478476,0.024538569716478477,-1.7575128755263465,3.205521702960361,2.3761252427172925,0.023761252427172926,-1.7575128755263465,3.2166266552372815,2.4556607443823304,0.024556607443823306,-1.7575128755263465,3.1799538208483775,2.4144377339844416,0.024144377339844415,-1.7575128755263465,3.228579704767446,2.420415020747266,0.024204150207472658,-1.7575128755263465,3.2334277066369395,2.3884850982546038,0.023884850982546037,-1.7575128755263465,3.1837605478171698,2.393209987367226,0.023932099873672258,-1.7575128755263465,3.197950266390716,2.3750553293778855,0.023750553293778856,-1.7575128755263465,3.2730481954104267,2.457733558472906,0.02457733558472906,-1.7575128755263465,3.1701540273878663,2.3878165954434323,0.023878165954434323,-1.7575128755263465,3.2047708982472423,2.4320135770431643,0.024320135770431642,-1.7575128755263465,2.9994573189002316,2.450103294894149,0.02450103294894149,-1.7575128755263465,2.97465116209756,2.327041934904282,0.02327041934904282,-1.7575128755263465,2.8965608541339365,2.3476354055071673,0.023476354055071674,-1.7575128755263465,3.08759310407296,2.279948215962477,0.022799482159624768,-1.7575128755263465,3.1227121246904708,2.414687536619933,0.024146875366199333,-1.7575128755263465,3.144555995679904,2.5004260274533463,0.025004260274533462,-1.7575128755263465,2.9950375368353916,1.8914703903110708,0.01891470390311071,-1.7575128755263465,3.216078217821475,2.3939381473114323,0.02393938147311432,-1.7575128755263465,3.186699977456976,2.4062263019904657,0.024062263019904658,-1.7575128755263465,3.0915917505819888,2.060102141090088,0.02060102141090088,-1.7575128755263465,2.2353347479903203,1.299217467851732,0.012992174678517321
-1.7171107176491474,3.2192619028256213,2.4520073882443896,0.024520073882443896,-1.7171107176491474,3.205521702960361,2.3761252427172925,0.023761252427172926,-1.7171107176491474,3.2160877632012825,2.45565438472515,0.024556543847251498,-1.7171107176491474,3.225147558584246,2.41132875041434,0.0241132875041434,-1.7171107176491474,3.230602191614468,2.4121680862855444,0.024121680862855443,-1.7171107176491474,3.243794171930206,2.3861723501834606,0.023861723501834606,-1.7171107176491474,3.208670332468344,2.3894196727732844,0.023894196727732842,-1.7171107176491474,3.2159797603463556,2.37519564443864,0.0237519564443864,-1.7171107176491474,3.2730481954104267,2.457733558472906,0.02457733558472906,-1.7171107176491474,3.199577028512716,2.370045574414942,0.02370045574414942,-1.7171107176491474,3.2426917531460755,2.4478401384804696,0.024478401384804695,-1.7171107176491474,2.9927234156054108,2.4501032948941495,0.024501032948941494,-1.7171107176491474,2.968588387647985,2.326926411387199,0.02326926411387199,-1.7171107176491474,2.890771349494292,2.3476856219288673,0.023476856219288675,-1.7171107176491474,3.089412991440056,2.2806886089232057,0.022806886089232058,-1.7171107176491474,3.141723207228806,2.4066574235491403,0.0240665742354914,-1.7171107176491474,3.178268996691354,2.4610894341355767,0.024610894341355768,-1.7171107176491474,2.9899130668401503,1.8915152154802841,0.01891515215480284,-1.7171107176491474,3.2083149589483626,2.4483039136807405,0.024483039136807404,-1.7171107176491474,3.2229057706256636,2.4121487791778016,0.024121487791778015,-1.7171107176491474,3.09272466225221,2.055645350139593,0.02055645350139593,-1.7171107176491474,2.2313827955844863,1.2993404847622576,0.012993404847622576
-1.6767085597719482,3.2247564121334387,2.4500261756949984,0.024500261756949984,-1.6767085597719482,3.205521702960361,2.3761252427172925,0.023761252427172926,-1.6767085597719482,3.2155489173286127,2.4556479958269555,0.024556479958269553,-1.6767085597719482,3.23680730457182,2.4092112533225434,0.024092112533225435,-1.6767085597719482,3.2433016759452853,2.4082636689592984,0.024082636689592984,-1.6767085597719482,3.24825871389239,2.3813149233457116,0.023813149233457117,-1.6767085597719482,3.222814906056373,2.3838673789132936,0.023838673789132937,-1.6767085597719482,3.240300816917545,2.3647051635938157,0.023647051635938155,-1.6767085597719482,3.2730481954104267,2.457733558472906,0.02457733558472906,-1.6767085597719482,3.2052507358052815,2.3631139035935984,0.023631139035935986,-1.6767085597719482,3.2940116096057928,2.442460524796081,0.02442460524796081,-1.6767085597719482,2.9859895123105904,2.4501032948941495,0.024501032948941494,-1.6767085597719482,2.9625266113584607,2.3268104590493555,0.023268104590493555,-1.6767085597719482,2.88497551411885,2.3477295812427617,0.023477295812427617,-1.6767085597719482,3.092020251981126,2.2768017932946494,0.022768017932946492,-1.6767085597719482,3.1619312310036616,2.397620084398536,0.02397620084398536,-1.6767085597719482,3.2104715811655624,2.46159990124326,0.0246159990124326,-1.6767085597719482,2.984780102202033,1.8915567558160244,0.018915567558160245,-1.6767085597719482,3.2793280028047955,2.4191466925703096,0.024191466925703096,-1.6767085597719482,3.231174998746557,2.4023447245157374,0.024023447245157373,-1.6767085597719482,3.0893677385670992,2.0504570899053216,0.020504570899053217,-1.6767085597719482,2.227432114642427,1.2994583600396403,0.012994583600396403
-1.6363064018947489,3.233654308816993,2.4478698949467943,0.024478698949467942,-1.6363064018947489,3.205521702960361,2.3761252427172925,0.023761252427172926,-1.6363064018947489,3.2150101680058536,2.455641574348985,0.024556415743489848,-1.6363064018947489,3.2744959683297847,2.40643960409681,0.024064396040968102,-1.6363064018947489,3.265980137951204,2.3983907678322662,0.02398390767832266,-1.6363064018947489,3.2530170972401593,2.3816166673338848,0.023816166673338846,-1.6363064018947489,3.236466325508673,2.3830038564262983,0.02383003856426298,-1.6363064018947489,3.254961957268356,2.3606943166274075,0.023606943166274076,-1.6363064018947489,3.2730481954104267,2.457733558472906,0.02457733558472906,-1.6363064018947489,3.230616807467682,2.347266336850115,0.02347266336850115,-1.6363064018947489,3.2946030878697528,2.4421493799017644,0.024421493799017643,-1.6363064018947489,2.97925560901577,2.4501032948941495,0.024501032948941494,-1.6363064018947489,2.956466398525492,2.326693830125518,0.023266938301255178,-1.6363064018947489,2.879177232244084,2.347768959699339,0.023477689596993388,-1.6363064018947489,3.0959666603607348,2.2708741183745556,0.022708741183745555,-1.6363064018947489,3.158380439610757,2.3913650947758507,0.023913650947758505,-1.6363064018947489,3.2249535070462616,2.482880393005169,0.024828803930051692,-1.6363064018947489,2.9796394921455445,1.8915945960985214,0.018915945960985215,-1.6363064018947489,3.226596342250402,2.392002997979511,0.023920029979795112,-1.6363064018947489,3.2238967764643487,2.4069790355942517,0.02406979035594252,-1.6363064018947489,3.0897292710958006,2.0470857436524077,0.020470857436524076,-1.6363064018947489,2.2234818955239124,1.2995726584514615,0.012995726584514615
