DeepLearning_grid_1_AutoML_1_20260314_223010_model_1_x7,DeepLearning_grid_1_AutoML_1_20260314_223010_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260314_223010_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260314_223010_model_1_std_error_mean_response,DeepLearning_1_AutoML_1_20260314_223010_x7,DeepLearning_1_AutoML_1_20260314_223010_mean_response,DeepLearning_1_AutoML_1_20260314_223010_stddev_response,DeepLearning_1_AutoML_1_20260314_223010_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_223010_model_1_x7,XGBoost_grid_1_AutoML_1_20260314_223010_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260314_223010_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260314_223010_model_1_std_error_mean_response,GBM_1_AutoML_1_20260314_223010_x7,GBM_1_AutoML_1_20260314_223010_mean_response,GBM_1_AutoML_1_20260314_223010_stddev_response,GBM_1_AutoML_1_20260314_223010_std_error_mean_response,GBM_grid_1_AutoML_1_20260314_223010_model_2_x7,GBM_grid_1_AutoML_1_20260314_223010_model_2_mean_response,GBM_grid_1_AutoML_1_20260314_223010_model_2_stddev_response,GBM_grid_1_AutoML_1_20260314_223010_model_2_std_error_mean_response,GBM_5_AutoML_1_20260314_223010_x7,GBM_5_AutoML_1_20260314_223010_mean_response,GBM_5_AutoML_1_20260314_223010_stddev_response,GBM_5_AutoML_1_20260314_223010_std_error_mean_response,GBM_grid_1_AutoML_1_20260314_223010_model_1_x7,GBM_grid_1_AutoML_1_20260314_223010_model_1_mean_response,GBM_grid_1_AutoML_1_20260314_223010_model_1_stddev_response,GBM_grid_1_AutoML_1_20260314_223010_model_1_std_error_mean_response,GBM_2_AutoML_1_20260314_223010_x7,GBM_2_AutoML_1_20260314_223010_mean_response,GBM_2_AutoML_1_20260314_223010_stddev_response,GBM_2_AutoML_1_20260314_223010_std_error_mean_response,XGBoost_3_AutoML_1_20260314_223010_x7,XGBoost_3_AutoML_1_20260314_223010_mean_response,XGBoost_3_AutoML_1_20260314_223010_stddev_response,XGBoost_3_AutoML_1_20260314_223010_std_error_mean_response,GBM_3_AutoML_1_20260314_223010_x7,GBM_3_AutoML_1_20260314_223010_mean_response,GBM_3_AutoML_1_20260314_223010_stddev_response,GBM_3_AutoML_1_20260314_223010_std_error_mean_response,GBM_4_AutoML_1_20260314_223010_x7,GBM_4_AutoML_1_20260314_223010_mean_response,GBM_4_AutoML_1_20260314_223010_stddev_response,GBM_4_AutoML_1_20260314_223010_std_error_mean_response,DRF_1_AutoML_1_20260314_223010_x7,DRF_1_AutoML_1_20260314_223010_mean_response,DRF_1_AutoML_1_20260314_223010_stddev_response,DRF_1_AutoML_1_20260314_223010_std_error_mean_response,XRT_1_AutoML_1_20260314_223010_x7,XRT_1_AutoML_1_20260314_223010_mean_response,XRT_1_AutoML_1_20260314_223010_stddev_response,XRT_1_AutoML_1_20260314_223010_std_error_mean_response,GLM_1_AutoML_1_20260314_223010_x7,GLM_1_AutoML_1_20260314_223010_mean_response,GLM_1_AutoML_1_20260314_223010_stddev_response,GLM_1_AutoML_1_20260314_223010_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_223010_model_3_x7,XGBoost_grid_1_AutoML_1_20260314_223010_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260314_223010_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260314_223010_model_3_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_223010_model_2_x7,XGBoost_grid_1_AutoML_1_20260314_223010_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260314_223010_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260314_223010_model_2_std_error_mean_response,XGBoost_2_AutoML_1_20260314_223010_x7,XGBoost_2_AutoML_1_20260314_223010_mean_response,XGBoost_2_AutoML_1_20260314_223010_stddev_response,XGBoost_2_AutoML_1_20260314_223010_std_error_mean_response,XGBoost_1_AutoML_1_20260314_223010_x7,XGBoost_1_AutoML_1_20260314_223010_mean_response,XGBoost_1_AutoML_1_20260314_223010_stddev_response,XGBoost_1_AutoML_1_20260314_223010_std_error_mean_response
-3.71044338268443,-1.1766835446266684,4.021951803289139,0.04021951803289139,-3.71044338268443,-1.6834917930428048,3.876086757165725,0.038760867571657254,-3.71044338268443,-1.1165898816770878,4.111689526822627,0.04111689526822627,-3.71044338268443,-1.1619082887724883,4.071921397475408,0.04071921397475408,-3.71044338268443,-1.1152082615935655,4.10121556896682,0.0410121556896682,-3.71044338268443,-1.154399204682315,4.197373937763855,0.04197373937763855,-3.71044338268443,-1.0329212221990038,3.9418479683146455,0.039418479683146455,-3.71044338268443,-0.9343048984014711,4.045565710006547,0.04045565710006547,-3.71044338268443,-1.2757599676458162,4.222155535820316,0.04222155535820316,-3.71044338268443,-1.0966420643886101,4.112769476295936,0.04112769476295936,-3.71044338268443,-1.1055881004454047,3.961822225937771,0.03961822225937771,-3.71044338268443,-1.1519876923404353,4.013786950570266,0.04013786950570266,-3.71044338268443,-1.2582257115023143,3.7079366785982373,0.03707936678598237,-3.71044338268443,-1.057952251004404,3.8907252207282834,0.03890725220728283,-3.71044338268443,-0.7856920114082517,3.564962846787442,0.03564962846787442,-3.71044338268443,-1.0951610111039136,4.584075338245816,0.04584075338245816,-3.71044338268443,-1.1600615393106826,4.405063017304388,0.044050630173043885,-3.71044338268443,-0.9807907847970724,4.515924068058244,0.04515924068058244
-3.6332246143866795,-1.173304012987771,4.019682283171093,0.04019682283171093,-3.6332246143866795,-1.6758492782651766,3.8795693835837706,0.038795693835837704,-3.6332246143866795,-1.1165898816770878,4.111689526822627,0.04111689526822627,-3.6332246143866795,-1.1619082887724883,4.071921397475408,0.04071921397475408,-3.6332246143866795,-1.1152082615935655,4.10121556896682,0.0410121556896682,-3.6332246143866795,-1.154399204682315,4.197373937763855,0.04197373937763855,-3.6332246143866795,-1.0329212221990038,3.9418479683146455,0.039418479683146455,-3.6332246143866795,-0.9343048984014711,4.045565710006547,0.04045565710006547,-3.6332246143866795,-1.2757599676458162,4.222155535820316,0.04222155535820316,-3.6332246143866795,-1.0966420643886101,4.112769476295936,0.04112769476295936,-3.6332246143866795,-1.1055881004454047,3.961822225937771,0.03961822225937771,-3.6332246143866795,-1.1519876923404353,4.013786950570266,0.04013786950570266,-3.6332246143866795,-1.2582257115023143,3.7079366785982373,0.03707936678598237,-3.6332246143866795,-1.0569157987647502,3.8907252207282834,0.03890725220728283,-3.6332246143866795,-0.7856920114082517,3.564962846787442,0.03564962846787442,-3.6332246143866795,-1.0951610111039136,4.584075338245816,0.04584075338245816,-3.6332246143866795,-1.1600615393106826,4.405063017304388,0.044050630173043885,-3.6332246143866795,-0.9807907847970724,4.515924068058244,0.04515924068058244
-3.5560058460889286,-1.1698864602194574,4.017403952734369,0.040174039527343684,-3.5560058460889286,-1.6681965198129463,3.882977216320062,0.038829772163200625,-3.5560058460889286,-1.1165898816770878,4.111689526822627,0.04111689526822627,-3.5560058460889286,-1.1619082887724883,4.071921397475408,0.04071921397475408,-3.5560058460889286,-1.1152082615935655,4.10121556896682,0.0410121556896682,-3.5560058460889286,-1.154399204682315,4.197373937763855,0.04197373937763855,-3.5560058460889286,-1.0329212221990038,3.9418479683146455,0.039418479683146455,-3.5560058460889286,-0.9343048984014711,4.045565710006547,0.04045565710006547,-3.5560058460889286,-1.2757599676458162,4.222155535820316,0.04222155535820316,-3.5560058460889286,-1.0966420643886101,4.112769476295936,0.04112769476295936,-3.5560058460889286,-1.1055881004454047,3.961822225937771,0.03961822225937771,-3.5560058460889286,-1.1519876923404353,4.013786950570266,0.04013786950570266,-3.5560058460889286,-1.2582257115023143,3.7079366785982373,0.03707936678598237,-3.5560058460889286,-1.0558793465250969,3.8907252207282834,0.03890725220728283,-3.5560058460889286,-0.7856920114082517,3.564962846787442,0.03564962846787442,-3.5560058460889286,-1.0951610111039136,4.584075338245816,0.04584075338245816,-3.5560058460889286,-1.1600615393106826,4.405063017304388,0.044050630173043885,-3.5560058460889286,-0.9807907847970724,4.515924068058244,0.04515924068058244
-3.478787077791178,-1.1664340190860796,4.015116657306288,0.040151166573062884,-3.478787077791178,-1.6605141690015706,3.8862663685422967,0.03886266368542297,-3.478787077791178,-1.1165898816770878,4.111689526822627,0.04111689526822627,-3.478787077791178,-1.1619082887724883,4.071921397475408,0.04071921397475408,-3.478787077791178,-1.1152082615935655,4.10121556896682,0.0410121556896682,-3.478787077791178,-1.154399204682315,4.197373937763855,0.04197373937763855,-3.478787077791178,-1.0329212221990038,3.9418479683146455,0.039418479683146455,-3.478787077791178,-0.9343048984014711,4.045565710006547,0.04045565710006547,-3.478787077791178,-1.2757599676458162,4.222155535820316,0.04222155535820316,-3.478787077791178,-1.0966420643886101,4.112769476295936,0.04112769476295936,-3.478787077791178,-1.1055881004454047,3.961822225937771,0.03961822225937771,-3.478787077791178,-1.1519876923404353,4.013786950570266,0.04013786950570266,-3.478787077791178,-1.2582257115023143,3.7079366785982373,0.03707936678598237,-3.478787077791178,-1.0548428942854435,3.8907252207282834,0.03890725220728283,-3.478787077791178,-0.7856920114082517,3.564962846787442,0.03564962846787442,-3.478787077791178,-1.0951610111039136,4.584075338245816,0.04584075338245816,-3.478787077791178,-1.1600615393106826,4.405063017304388,0.044050630173043885,-3.478787077791178,-0.9807907847970724,4.515924068058244,0.04515924068058244
-3.4015683094934275,-1.1629394274375018,4.01281982671642,0.040128198267164204,-3.4015683094934275,-1.6527963700824098,3.889450676499445,0.03889450676499445,-3.4015683094934275,-1.1165898816770878,4.111689526822627,0.04111689526822627,-3.4015683094934275,-1.1619082887724883,4.071921397475408,0.04071921397475408,-3.4015683094934275,-1.1152082615935655,4.10121556896682,0.0410121556896682,-3.4015683094934275,-1.154399204682315,4.197373937763855,0.04197373937763855,-3.4015683094934275,-1.0329212221990038,3.9418479683146455,0.039418479683146455,-3.4015683094934275,-0.9343048984014711,4.045565710006547,0.04045565710006547,-3.4015683094934275,-1.2757599676458162,4.222155535820316,0.04222155535820316,-3.4015683094934275,-1.0966420643886101,4.112769476295936,0.04112769476295936,-3.4015683094934275,-1.1055881004454047,3.961822225937771,0.03961822225937771,-3.4015683094934275,-1.1519876923404353,4.013786950570266,0.04013786950570266,-3.4015683094934275,-1.2582257115023143,3.7079366785982373,0.03707936678598237,-3.4015683094934275,-1.0538064420457898,3.8907252207282834,0.03890725220728283,-3.4015683094934275,-0.7856920114082517,3.564962846787442,0.03564962846787442,-3.4015683094934275,-1.0951610111039136,4.584075338245816,0.04584075338245816,-3.4015683094934275,-1.1600615393106826,4.405063017304388,0.044050630173043885,-3.4015683094934275,-0.9807907847970724,4.515924068058244,0.04515924068058244
-3.324349541195677,-1.1594115807910934,4.010514052851662,0.040105140528516624,-3.324349541195677,-1.6450472140306664,3.892535502909721,0.03892535502909721,-3.324349541195677,-1.1165898816770878,4.111689526822627,0.04111689526822627,-3.324349541195677,-1.1619082887724883,4.071921397475408,0.04071921397475408,-3.324349541195677,-1.1152082615935655,4.10121556896682,0.0410121556896682,-3.324349541195677,-1.154399204682315,4.197373937763855,0.04197373937763855,-3.324349541195677,-1.0329212221990038,3.9418479683146455,0.039418479683146455,-3.324349541195677,-0.9343048984014711,4.045565710006547,0.04045565710006547,-3.324349541195677,-1.2757599676458162,4.222155535820316,0.04222155535820316,-3.324349541195677,-1.0966420643886101,4.112769476295936,0.04112769476295936,-3.324349541195677,-1.1055881004454047,3.961822225937771,0.03961822225937771,-3.324349541195677,-1.1519876923404353,4.013786950570266,0.04013786950570266,-3.324349541195677,-1.2599637937414658,3.706840689170278,0.03706840689170278,-3.324349541195677,-1.0527699898061365,3.8907252207282834,0.03890725220728283,-3.324349541195677,-0.8290613603367704,3.5710772747386774,0.03571077274738677,-3.324349541195677,-1.0951610111039136,4.584075338245816,0.04584075338245816,-3.324349541195677,-1.1600615393106826,4.405063017304388,0.044050630173043885,-3.324349541195677,-0.9807907847970724,4.515924068058244,0.04515924068058244
-3.247130772897926,-1.155839457321354,4.008198677606742,0.040081986776067426,-3.247130772897926,-1.6372721946761313,3.89550414165992,0.0389550414165992,-3.247130772897926,-1.1165898816770878,4.111689526822627,0.04111689526822627,-3.247130772897926,-1.1619082887724883,4.071921397475408,0.04071921397475408,-3.247130772897926,-1.1152082615935655,4.10121556896682,0.0410121556896682,-3.247130772897926,-1.154399204682315,4.197373937763855,0.04197373937763855,-3.247130772897926,-1.0329212221990038,3.9418479683146455,0.039418479683146455,-3.247130772897926,-0.9343048984014711,4.045565710006547,0.04045565710006547,-3.247130772897926,-1.2757599676458162,4.222155535820316,0.04222155535820316,-3.247130772897926,-1.0966420643886101,4.112769476295936,0.04112769476295936,-3.247130772897926,-1.1055881004454047,3.961822225937771,0.03961822225937771,-3.247130772897926,-1.153807971355093,4.0147507787174375,0.04014750778717437,-3.247130772897926,-1.2655342399561418,3.7080445042454744,0.037080445042454745,-3.247130772897926,-1.051733537566483,3.8907252207282834,0.03890725220728283,-3.247130772897926,-0.8290613603367704,3.5710772747386774,0.03571077274738677,-3.247130772897926,-1.0951610111039136,4.584075338245816,0.04584075338245816,-3.247130772897926,-1.1600615393106826,4.405063017304388,0.044050630173043885,-3.247130772897926,-0.9807907847970724,4.515924068058244,0.04515924068058244
-3.1699120046001754,-1.1522216377520176,4.005875421062211,0.04005875421062211,-3.1699120046001754,-1.629474443532926,3.8983481889398655,0.03898348188939865,-3.1699120046001754,-1.1165898816770878,4.111689526822627,0.04111689526822627,-3.1699120046001754,-1.1619082887724883,4.071921397475408,0.04071921397475408,-3.1699120046001754,-1.1152082615935655,4.10121556896682,0.0410121556896682,-3.1699120046001754,-1.154399204682315,4.197373937763855,0.04197373937763855,-3.1699120046001754,-1.0329212221990038,3.9418479683146455,0.039418479683146455,-3.1699120046001754,-0.9343048984014711,4.045565710006547,0.04045565710006547,-3.1699120046001754,-0.6981687265823131,4.222155490079251,0.04222155490079251,-3.1699120046001754,-1.0966420643886101,4.112769476295936,0.04112769476295936,-3.1699120046001754,-1.1055881004454047,3.961822225937771,0.03961822225937771,-3.1699120046001754,-1.1531738010949804,4.014639653968023,0.040146396539680225,-3.1699120046001754,-1.2657392436873924,3.7082036406079397,0.0370820364060794,-3.1699120046001754,-1.0506970853268291,3.8907252207282834,0.03890725220728283,-3.1699120046001754,-0.8349528319298523,3.5725469070168216,0.035725469070168214,-3.1699120046001754,-1.0951610111039136,4.584075338245816,0.04584075338245816,-3.1699120046001754,-1.1600615393106826,4.405063017304388,0.044050630173043885,-3.1699120046001754,-0.9807907847970724,4.515924068058244,0.04515924068058244
-3.092693236302425,-1.1485663369630918,4.003542913776488,0.04003542913776488,-3.092693236302425,-1.6216596492448407,3.9010433115104557,0.039010433115104555,-3.092693236302425,-1.1165898816770878,4.111689526822627,0.04111689526822627,-3.092693236302425,-1.1619082887724883,4.071921397475408,0.04071921397475408,-3.092693236302425,-1.1152082615935655,4.10121556896682,0.0410121556896682,-3.092693236302425,-0.9914304695885985,4.09976029386404,0.040997602938640396,-3.092693236302425,-1.0329212221990038,3.9418479683146455,0.039418479683146455,-3.092693236302425,-0.9343048984014711,4.045565710006547,0.04045565710006547,-3.092693236302425,-1.1973509361237753,4.222155496502622,0.04222155496502622,-3.092693236302425,-1.0966420643886101,4.112769476295936,0.04112769476295936,-3.092693236302425,-1.1055881004454047,3.961822225937771,0.03961822225937771,-3.092693236302425,-1.1417474987316374,4.035476904287579,0.04035476904287579,-3.092693236302425,-1.2622420965476042,3.7126040784905587,0.037126040784905584,-3.092693236302425,-1.049660633087176,3.8907252207282834,0.03890725220728283,-3.092693236302425,-0.8349528319298523,3.5725469070168216,0.035725469070168214,-3.092693236302425,-1.0951610111039136,4.584075338245816,0.04584075338245816,-3.092693236302425,-1.1600615393106826,4.405063017304388,0.044050630173043885,-3.092693236302425,-0.9807907847970724,4.515924068058244,0.04515924068058244
-3.0154744680046743,-1.1448726580873985,4.001207756337883,0.04001207756337883,-3.0154744680046743,-1.6137947015463632,3.9036359329442223,0.03903635932944222,-3.0154744680046743,-1.1165898816770878,4.111689526822627,0.04111689526822627,-3.0154744680046743,-1.1619082887724883,4.071921397475408,0.04071921397475408,-3.0154744680046743,-1.1152082615935655,4.10121556896682,0.0410121556896682,-3.0154744680046743,-0.9914304695885985,4.09976029386404,0.040997602938640396,-3.0154744680046743,-1.0329212221990038,3.9418479683146455,0.039418479683146455,-3.0154744680046743,-0.9343048984014711,4.045565710006547,0.04045565710006547,-3.0154744680046743,-1.1973509361237753,4.222155496502622,0.04222155496502622,-3.0154744680046743,-1.0966420643886101,4.112769476295936,0.04112769476295936,-3.0154744680046743,-1.1055881004454047,3.961822225937771,0.03961822225937771,-3.0154744680046743,-1.1417474987316374,4.035476904287579,0.04035476904287579,-3.0154744680046743,-1.263517903434516,3.7136407721795237,0.03713640772179524,-3.0154744680046743,-1.0486241808475225,3.8907252207282834,0.03890725220728283,-3.0154744680046743,-0.8012787212163441,3.5894005668472446,0.035894005668472444,-3.0154744680046743,-1.0951610111039136,4.584075338245816,0.04584075338245816,-3.0154744680046743,-1.1600615393106826,4.405063017304388,0.044050630173043885,-3.0154744680046743,-0.9807907847970724,4.515924068058244,0.04515924068058244
