X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
1.0066442541403071,1,0.6356555950510493,-1.0952695270322708,0.0696678235786584,B,0.44668279327092125,0,1.0101242628464222,7.518043643759304
-0.32019105047609936,1,-1.4947560379057734,-1.3917868179747108,1.9077459318470233,C,-0.31584065283541374,1,0.08846677848597248,4.488255851276942
1.4582337494537083,1,0.06734011989993041,1.10085990181603,0.36860812082349836,A,1.2431917328662765,1,-1.602867393903306,6.542205475599372
-0.869858815629314,0,-0.7351425702648496,0.005370190442579581,0.36199158365490547,B,0.22333608314565365,1,-0.7162519005890803,3.4760370948346537
0.16442460344261484,1,0.7790096926114685,-1.9137554940207533,0.6854031309077441,C,0.25940289085516344,1,0.08535057261288734,8.253700477350257
1.6765221209475043,1,0.6396032677965172,-0.17868474339176776,2.4719268033964013,A,0.9135968216519158,1,-1.1909883898308549,-7.303184986757655
-0.08949201866847116,0,0.5471156343223479,1.954837418728539,0.5903951318751522,C,-0.18371088333170202,0,0.1984289512212473,2.5135248716999428
-1.8474034722967674,1,0.1636628581548032,0.5150042372204497,0.7583670187762628,C,-0.22654784162138714,0,-2.052913463679364,1.919566259186908
-0.9641537554333652,1,-0.7620007040966045,-0.29349193206439894,0.22859924078104582,B,-0.5719104609185399,0,-0.12149823890102422,-7.413545150768081
-0.9307513161722686,0,-0.6051246428503841,1.1558473694639444,0.058521223989058846,C,1.4482268505106592,0,-0.5452030883912203,6.7689003180633165
0.7033135065520737,1,0.30159052584474283,-1.062939823045316,0.3258585496903862,C,-1.0965271170617317,1,0.9413307574463364,3.5755205472085763
0.6864646000648923,0,1.2025742983790366,-0.5484659821282527,1.2100697780295009,B,-0.6168165562068992,1,-0.4378372893764436,-0.6810132215690029
-1.1547452852301636,0,0.9876182835714118,0.9050001710152706,0.9166497879706129,C,0.04036071866054421,1,0.35025446682463623,5.0284493593939334
0.42691840555858784,0,0.6044225654719861,1.993477427054931,0.3968696126540742,B,0.6456845036508441,1,1.1029851066233785,4.584289536586706
0.21277700456641874,1,1.8771423306347828,1.3934757063798897,0.2945213320176672,C,0.7902520182145981,0,-0.20783851369754766,6.203234871585163
-0.022266933112596234,1,0.3733807705917161,-0.04490956044392869,0.41188996853115073,C,0.3750849574377823,0,0.5242332327407467,10.576002337758723
0.6189755548996665,1,-0.21141929756806885,1.5732863416706215,1.424574204605658,C,0.575020157355314,1,0.4619053431324319,5.116278094902981
-0.17593994268911511,1,-0.20477325569782934,1.0647131558721146,0.2866707759678232,B,1.0431319684923894,0,0.17022876524018535,4.374188930233805
-0.07402420908857163,0,0.7445383379197286,-1.4430967384307407,1.3107893030969022,C,0.4675646547813077,0,0.9548998634866341,1.432653167951866
0.23126075011115013,0,-0.39965312101846123,-0.5743587535461803,0.40847837230752243,B,0.2978150897710778,0,-1.3063045156811457,-1.614014257203879
-1.025494643496611,0,0.0016840759220589975,-1.324547887793536,1.0638345186956715,C,0.4532060495386126,1,1.039815795508572,10.350803599984918
0.5471687058886922,1,-1.8790747086470758,-0.9252071656148662,0.44097549537252756,A,-2.2224594434075384,0,0.9350193196160508,1.4044040638800737
-0.6120892821319831,0,-0.23361314404037867,1.4467038807076462,1.0465084844249197,A,0.8067460749078265,1,-1.1298091610667829,4.617459226720289
-2.2520696832435307,1,0.06556985300188582,-0.9349229469708744,1.2893516272206742,C,-0.09403729686994411,0,0.9518072178416003,12.168830251161863
0.03604891278798526,1,-0.8386781839115747,-0.8805383608752297,1.6003834058588118,B,-0.4075696347811779,0,0.7252482088942829,12.286940504441468
0.8246277793836599,0,0.7490233977108401,0.5140101258210388,0.010354429488752826,A,0.382668598651269,1,-0.73139872119768,-0.38232191674704863
-0.46997315170714643,1,0.49670035366805815,-1.4892914212294635,0.34512868172522726,A,-0.30803686234260147,1,-0.4868645241421664,7.501776870276046
0.4984154949805743,1,-0.9078667945206107,0.31039438604942493,0.4193445527618567,B,0.7207516037565163,1,-0.8546069413024117,9.671336854177692
-1.3385247353513472,0,0.895666965913534,0.398557019141458,1.0219684779911,C,-0.7710930102181136,0,0.54338306058673,9.039308276658762
0.1411945599097978,1,0.5967259502875776,0.2207593975527571,1.2385429548271554,B,-2.4437705061618553,1,-1.3416774170286103,-1.1454571504913746
0.02890241321954041,0,-0.022642374660569807,-1.9441294891890277,0.26365568518978305,A,-0.8177565676257778,0,-0.5150873654374026,-4.887766785911882
0.7277242278462044,1,-0.9214524105439141,0.3086675576444988,0.4733605543227269,B,-0.02760923371444861,1,0.4827917300543352,13.399786334978042
1.2678192067084433,1,-0.858890865334798,-1.515300062198365,1.258926214925944,C,0.7477023630260579,1,-0.5203208397940474,10.576311493292481
-0.5682803580111202,0,0.7025925624104639,1.896759981910484,3.747360976290642,C,-2.4776688153446993,0,1.8439643764708082,3.374794223815302
-0.916402697203296,1,0.8599249703071313,-0.6836324532371609,1.3449854871305367,A,-0.7526642848502865,1,-0.45764379236278036,-2.047028129577041
0.7628280718416112,0,-0.5955759586332109,1.617600168250076,2.4096206887853695,C,0.8151951698806253,1,1.3788643026706995,10.89499083711841
0.8191420401521654,1,0.24739125633440717,1.5058280345646797,0.5663702638701212,B,-1.7717743931021737,1,-0.4268452423700547,0.6675557844258324
0.35357527071726047,1,0.2622520453234701,0.053552865073905664,0.19159772805611805,B,1.3615553540058019,0,-1.3245001693876384,2.468049455817618
0.3717004911670599,1,-0.6803219050765952,-0.5623906969543353,0.009626232744219093,B,-1.6032932017591042,1,0.7932841101197187,5.40106887484712
-1.310717680991848,0,-0.7985364987833173,1.1929665982298596,0.6982065682081232,B,-0.0625890490842805,0,-1.6929263843873747,2.0064857813715102
1.9396379522023015,0,-0.4458711557521454,-1.2816272491346816,0.4034063160305595,A,2.1422222718912183,0,-0.09924970901389069,8.869387410031628
-1.1834969073354142,1,1.3896360148275892,-1.9104379969714245,0.7428111458518607,A,-0.6298623513983397,0,0.5296593801991879,9.029849188392134
