XGBoost_grid_1_AutoML_1_20260315_31634_model_1_x1,XGBoost_grid_1_AutoML_1_20260315_31634_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_31634_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_31634_model_1_std_error_mean_response,GBM_2_AutoML_1_20260315_31634_x1,GBM_2_AutoML_1_20260315_31634_mean_response,GBM_2_AutoML_1_20260315_31634_stddev_response,GBM_2_AutoML_1_20260315_31634_std_error_mean_response,GBM_5_AutoML_1_20260315_31634_x1,GBM_5_AutoML_1_20260315_31634_mean_response,GBM_5_AutoML_1_20260315_31634_stddev_response,GBM_5_AutoML_1_20260315_31634_std_error_mean_response,GBM_3_AutoML_1_20260315_31634_x1,GBM_3_AutoML_1_20260315_31634_mean_response,GBM_3_AutoML_1_20260315_31634_stddev_response,GBM_3_AutoML_1_20260315_31634_std_error_mean_response,GBM_1_AutoML_1_20260315_31634_x1,GBM_1_AutoML_1_20260315_31634_mean_response,GBM_1_AutoML_1_20260315_31634_stddev_response,GBM_1_AutoML_1_20260315_31634_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_31634_model_2_x1,GBM_grid_1_AutoML_1_20260315_31634_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_31634_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_31634_model_2_std_error_mean_response,GBM_4_AutoML_1_20260315_31634_x1,GBM_4_AutoML_1_20260315_31634_mean_response,GBM_4_AutoML_1_20260315_31634_stddev_response,GBM_4_AutoML_1_20260315_31634_std_error_mean_response,XGBoost_3_AutoML_1_20260315_31634_x1,XGBoost_3_AutoML_1_20260315_31634_mean_response,XGBoost_3_AutoML_1_20260315_31634_stddev_response,XGBoost_3_AutoML_1_20260315_31634_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_31634_model_1_x1,DeepLearning_grid_1_AutoML_1_20260315_31634_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_31634_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_31634_model_1_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_31634_x1,DeepLearning_1_AutoML_1_20260315_31634_mean_response,DeepLearning_1_AutoML_1_20260315_31634_stddev_response,DeepLearning_1_AutoML_1_20260315_31634_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_31634_model_2_x1,XGBoost_grid_1_AutoML_1_20260315_31634_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_31634_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_31634_model_2_std_error_mean_response,DeepLearning_grid_2_AutoML_1_20260315_31634_model_1_x1,DeepLearning_grid_2_AutoML_1_20260315_31634_model_1_mean_response,DeepLearning_grid_2_AutoML_1_20260315_31634_model_1_stddev_response,DeepLearning_grid_2_AutoML_1_20260315_31634_model_1_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_31634_model_3_x1,XGBoost_grid_1_AutoML_1_20260315_31634_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_31634_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_31634_model_3_std_error_mean_response,XGBoost_2_AutoML_1_20260315_31634_x1,XGBoost_2_AutoML_1_20260315_31634_mean_response,XGBoost_2_AutoML_1_20260315_31634_stddev_response,XGBoost_2_AutoML_1_20260315_31634_std_error_mean_response,XGBoost_1_AutoML_1_20260315_31634_x1,XGBoost_1_AutoML_1_20260315_31634_mean_response,XGBoost_1_AutoML_1_20260315_31634_stddev_response,XGBoost_1_AutoML_1_20260315_31634_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_31634_model_1_x1,GBM_grid_1_AutoML_1_20260315_31634_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_31634_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_31634_model_1_std_error_mean_response,XRT_1_AutoML_1_20260315_31634_x1,XRT_1_AutoML_1_20260315_31634_mean_response,XRT_1_AutoML_1_20260315_31634_stddev_response,XRT_1_AutoML_1_20260315_31634_std_error_mean_response,DRF_1_AutoML_1_20260315_31634_x1,DRF_1_AutoML_1_20260315_31634_mean_response,DRF_1_AutoML_1_20260315_31634_stddev_response,DRF_1_AutoML_1_20260315_31634_std_error_mean_response,GLM_1_AutoML_1_20260315_31634_x1,GLM_1_AutoML_1_20260315_31634_mean_response,GLM_1_AutoML_1_20260315_31634_stddev_response,GLM_1_AutoML_1_20260315_31634_std_error_mean_response
-3.653680861706258,1.754506018572487,4.087345504565379,0.04087345504565379,-3.653680861706258,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.653680861706258,1.4431455164561324,3.4058113466202813,0.03405811346620281,-3.653680861706258,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.653680861706258,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.653680861706258,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.653680861706258,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.653680861706258,2.145297938601533,3.809846714640979,0.03809846714640979,-3.653680861706258,0.6668854872098403,3.4742611646765336,0.034742611646765335,-3.653680861706258,0.7838172200608845,3.4564900584107856,0.034564900584107855,-3.653680861706258,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.653680861706258,1.1810284891508769,2.069187878389487,0.02069187878389487,-3.653680861706258,1.9087010301284721,2.5190737454461534,0.025190737454461532,-3.653680861706258,1.905923208998423,3.3504132913462,0.033504132913462,-3.653680861706258,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.653680861706258,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.653680861706258,1.2807563914338185,2.508550898377389,0.025085508983773888,-3.653680861706258,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.653680861706258,-0.5570090009323265,2.3600502387727254,0.023600502387727252
-3.572830152174987,1.754506018572487,4.087345504565379,0.04087345504565379,-3.572830152174987,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.572830152174987,1.4431455164561324,3.4058113466202813,0.03405811346620281,-3.572830152174987,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.572830152174987,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.572830152174987,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.572830152174987,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.572830152174987,2.145297938601533,3.809846714640979,0.03809846714640979,-3.572830152174987,0.6531337832804394,3.462648684271539,0.03462648684271539,-3.572830152174987,0.7685946051827446,3.445681622547248,0.03445681622547248,-3.572830152174987,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.572830152174987,1.1690236985583127,2.088271620301305,0.020882716203013053,-3.572830152174987,1.9087010301284721,2.5190737454461534,0.025190737454461532,-3.572830152174987,1.905923208998423,3.3504132913462,0.033504132913462,-3.572830152174987,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.572830152174987,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.572830152174987,1.2807563914338185,2.508550898377389,0.025085508983773888,-3.572830152174987,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.572830152174987,-0.5090208552557065,2.3600502387727254,0.023600502387727252
-3.491979442643716,1.754506018572487,4.087345504565379,0.04087345504565379,-3.491979442643716,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.491979442643716,1.4431455164561324,3.4058113466202813,0.03405811346620281,-3.491979442643716,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.491979442643716,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.491979442643716,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.491979442643716,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.491979442643716,2.145297938601533,3.809846714640979,0.03809846714640979,-3.491979442643716,0.6400593124064143,3.4503156217993576,0.034503156217993575,-3.491979442643716,0.7542505049076711,3.4345808026196742,0.034345808026196745,-3.491979442643716,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.491979442643716,1.1568946433055234,2.106340719650706,0.02106340719650706,-3.491979442643716,1.9087010301284721,2.5190737454461534,0.025190737454461532,-3.491979442643716,1.905923208998423,3.3504132913462,0.033504132913462,-3.491979442643716,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.491979442643716,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.491979442643716,1.2807563914338185,2.508550898377389,0.025085508983773888,-3.491979442643716,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.491979442643716,-0.461032709579087,2.3600502387727254,0.023600502387727252
-3.411128733112445,1.754506018572487,4.087345504565379,0.04087345504565379,-3.411128733112445,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.411128733112445,1.3711177303521698,3.407359912906663,0.03407359912906663,-3.411128733112445,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.411128733112445,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.411128733112445,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.411128733112445,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.411128733112445,2.145297938601533,3.809846714640979,0.03809846714640979,-3.411128733112445,0.6276630881053122,3.437181729163229,0.034371817291632294,-3.411128733112445,0.7406585320554676,3.423312226536615,0.03423312226536615,-3.411128733112445,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.411128733112445,1.144681670797612,2.1234044052730776,0.021234044052730775,-3.411128733112445,2.2996367953016428,2.51645283061786,0.0251645283061786,-3.411128733112445,1.905923208998423,3.3504132913462,0.033504132913462,-3.411128733112445,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.411128733112445,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.411128733112445,1.2807563914338185,2.508550898377389,0.025085508983773888,-3.411128733112445,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.411128733112445,-0.41304456390246697,2.3600502387727254,0.023600502387727252
-3.330278023581174,1.754506018572487,4.087345504565379,0.04087345504565379,-3.330278023581174,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.330278023581174,1.25075649180699,3.434356350789334,0.03434356350789334,-3.330278023581174,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.330278023581174,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.330278023581174,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.330278023581174,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.330278023581174,2.145297938601533,3.809846714640979,0.03809846714640979,-3.330278023581174,0.6159463090166816,3.4232023805962233,0.034232023805962235,-3.330278023581174,0.7280111679004081,3.4118190538408886,0.03411819053840889,-3.330278023581174,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.330278023581174,1.132510894535671,2.1393071533992836,0.021393071533992836,-3.330278023581174,1.257033735797275,2.670451354277442,0.02670451354277442,-3.330278023581174,1.905923208998423,3.3504132913462,0.033504132913462,-3.330278023581174,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.330278023581174,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.330278023581174,1.248009160587414,2.533098532065368,0.02533098532065368,-3.330278023581174,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.330278023581174,-0.36505641822584683,2.3600502387727254,0.023600502387727252
-3.2494273140499033,1.754506018572487,4.087345504565379,0.04087345504565379,-3.2494273140499033,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.2494273140499033,1.321192510391869,3.3938694388554005,0.03393869438855401,-3.2494273140499033,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.2494273140499033,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.2494273140499033,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.2494273140499033,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.2494273140499033,1.432037007168867,3.841966765071779,0.03841966765071779,-3.2494273140499033,0.6049404160796293,3.408299450118972,0.03408299450118972,-3.2494273140499033,0.7164617348363368,3.3997843219400083,0.03399784321940008,-3.2494273140499033,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.2494273140499033,1.1204973457459144,2.1539979060544776,0.021539979060544775,-3.2494273140499033,0.9739172938154196,2.654358784081469,0.02654358784081469,-3.2494273140499033,1.905923208998423,3.3504132913462,0.033504132913462,-3.2494273140499033,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.2494273140499033,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.2494273140499033,1.1898508229798586,2.5364048708864035,0.025364048708864037,-3.2494273140499033,1.0782926773478407,2.5985207642168704,0.025985207642168703,-3.2494273140499033,-0.3170682725492271,2.3600502387727254,0.023600502387727252
-3.1685766045186323,1.754506018572487,4.087345504565379,0.04087345504565379,-3.1685766045186323,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.1685766045186323,1.2629459087014696,3.387147821147001,0.03387147821147001,-3.1685766045186323,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.1685766045186323,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.1685766045186323,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.1685766045186323,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.1685766045186323,1.432037007168867,3.841966765071779,0.03841966765071779,-3.1685766045186323,0.5947463534448625,3.3922989876910465,0.03392298987691047,-3.1685766045186323,0.7060153881853881,3.387336596029292,0.03387336596029292,-3.1685766045186323,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.1685766045186323,1.108727704958086,2.1673697070878775,0.021673697070878774,-3.1685766045186323,0.9739172938154196,2.654358784081469,0.02654358784081469,-3.1685766045186323,1.905923208998423,3.3504132913462,0.033504132913462,-3.1685766045186323,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.1685766045186323,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.1685766045186323,0.9819623049019182,2.5678404504463774,0.025678404504463775,-3.1685766045186323,1.0467230599831938,2.587040296597595,0.02587040296597595,-3.1685766045186323,-0.2690801268726071,2.3600502387727254,0.023600502387727252
-3.0877258949873614,1.754506018572487,4.087345504565379,0.04087345504565379,-3.0877258949873614,1.7237125010712502,3.1295849591656197,0.0312958495916562,-3.0877258949873614,1.2945884736838553,3.3182596506876028,0.03318259650687603,-3.0877258949873614,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.0877258949873614,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.0877258949873614,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.0877258949873614,1.8706142235415995,3.0575750872680234,0.030575750872680232,-3.0877258949873614,1.5803110836935228,3.8205073790210364,0.03820507379021036,-3.0877258949873614,0.5854510823405884,3.3750883689241915,0.033750883689241916,-3.0877258949873614,0.6966517849016274,3.374712270824286,0.03374712270824286,-3.0877258949873614,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.0877258949873614,1.0972734042744252,2.179481201397938,0.02179481201397938,-3.0877258949873614,0.9738444817126845,2.6543786763945554,0.026543786763945552,-3.0877258949873614,1.905923208998423,3.3504132913462,0.033504132913462,-3.0877258949873614,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.0877258949873614,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.0877258949873614,0.9114461255701882,2.6019003009713138,0.02601900300971314,-3.0877258949873614,0.9864035314970075,2.5966286085478987,0.025966286085478987,-3.0877258949873614,-0.22109198119598727,2.3600502387727254,0.023600502387727252
-3.0068751854560904,1.754506018572487,4.087345504565379,0.04087345504565379,-3.0068751854560904,1.639626112814567,3.131583899993479,0.031315838999934786,-3.0068751854560904,1.275159522562315,3.347124336811685,0.033471243368116854,-3.0068751854560904,1.7227026613166476,3.2672404045406678,0.03267240404540668,-3.0068751854560904,0.9530140903338546,3.2474381373213874,0.03247438137321387,-3.0068751854560904,0.9310238983199428,3.2776524487589556,0.03277652448758955,-3.0068751854560904,1.8125726017389454,3.0692880865769463,0.030692880865769462,-3.0068751854560904,1.2788014274332673,3.8596051565042604,0.0385960515650426,-3.0068751854560904,0.5770910651004157,3.3566188505111207,0.03356618850511121,-3.0068751854560904,0.6883110302836408,3.361836912814878,0.03361836912814878,-3.0068751854560904,1.5888801490582056,3.376637171253454,0.03376637171253454,-3.0068751854560904,1.086237983595522,2.1902889713004687,0.02190288971300469,-3.0068751854560904,0.9808418833499108,2.651551958263981,0.02651551958263981,-3.0068751854560904,1.3502322670168243,3.4251889542159164,0.034251889542159165,-3.0068751854560904,1.9245008672744035,3.182492117905203,0.03182492117905203,-3.0068751854560904,1.398711594913691,2.6132243059358475,0.026132243059358476,-3.0068751854560904,0.8467984650589607,2.5904220157182545,0.025904220157182543,-3.0068751854560904,0.8955370836703425,2.6516867663922334,0.026516867663922333,-3.0068751854560904,-0.17310383551936728,2.3600502387727254,0.023600502387727252
-2.9260244759248195,1.754506018572487,4.087345504565379,0.04087345504565379,-2.9260244759248195,1.2892239560516574,3.2171598954207203,0.0321715989542072,-2.9260244759248195,1.1184772524835815,3.426532442391517,0.034265324423915174,-2.9260244759248195,1.2690688126212717,3.310507087968675,0.03310507087968675,-2.9260244759248195,0.9530140903338546,3.2474381373213874,0.03247438137321387,-2.9260244759248195,0.9310238983199428,3.2776524487589556,0.03277652448758955,-2.9260244759248195,1.2095963194272878,3.2118830207051867,0.03211883020705187,-2.9260244759248195,1.1776053019760175,3.7741996657053787,0.037741996657053786,-2.9260244759248195,0.5698937003973983,3.3366660570828905,0.033366660570828904,-2.9260244759248195,0.681129162623299,3.348545366240396,0.033485453662403956,-2.9260244759248195,1.5888801490582056,3.376637171253454,0.03376637171253454,-2.9260244759248195,1.0756716970659421,2.1997915921042877,0.021997915921042877,-2.9260244759248195,0.961333776162102,2.683789524256202,0.02683789524256202,-2.9260244759248195,1.2897491913381496,3.4572452840184527,0.03457245284018453,-2.9260244759248195,1.513060970025323,3.283649205632158,0.03283649205632158,-2.9260244759248195,1.398711594913691,2.6132243059358475,0.026132243059358476,-2.9260244759248195,0.8316138676204365,2.597583772700309,0.025975837727003088,-2.9260244759248195,0.8969493141151311,2.649110433721267,0.026491104337212672,-2.9260244759248195,-0.12511568984274749,2.3600502387727254,0.023600502387727252
