StackedEnsemble_AllModels_1_AutoML_1_20260315_141737_x9,StackedEnsemble_AllModels_1_AutoML_1_20260315_141737_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_141737_stddev_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_141737_std_error_mean_response,GBM_5_AutoML_1_20260315_141737_x9,GBM_5_AutoML_1_20260315_141737_mean_response,GBM_5_AutoML_1_20260315_141737_stddev_response,GBM_5_AutoML_1_20260315_141737_std_error_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_141737_x9,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_141737_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_141737_stddev_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_141737_std_error_mean_response,GBM_1_AutoML_1_20260315_141737_x9,GBM_1_AutoML_1_20260315_141737_mean_response,GBM_1_AutoML_1_20260315_141737_stddev_response,GBM_1_AutoML_1_20260315_141737_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_141737_model_1_x9,DeepLearning_grid_1_AutoML_1_20260315_141737_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_141737_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_141737_model_1_std_error_mean_response,GBM_2_AutoML_1_20260315_141737_x9,GBM_2_AutoML_1_20260315_141737_mean_response,GBM_2_AutoML_1_20260315_141737_stddev_response,GBM_2_AutoML_1_20260315_141737_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_141737_model_2_x9,GBM_grid_1_AutoML_1_20260315_141737_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_141737_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_141737_model_2_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_141737_model_1_x9,XGBoost_grid_1_AutoML_1_20260315_141737_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_141737_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_141737_model_1_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_141737_model_1_x9,GBM_grid_1_AutoML_1_20260315_141737_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_141737_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_141737_model_1_std_error_mean_response,XGBoost_3_AutoML_1_20260315_141737_x9,XGBoost_3_AutoML_1_20260315_141737_mean_response,XGBoost_3_AutoML_1_20260315_141737_stddev_response,XGBoost_3_AutoML_1_20260315_141737_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_141737_x9,DeepLearning_1_AutoML_1_20260315_141737_mean_response,DeepLearning_1_AutoML_1_20260315_141737_stddev_response,DeepLearning_1_AutoML_1_20260315_141737_std_error_mean_response,GBM_3_AutoML_1_20260315_141737_x9,GBM_3_AutoML_1_20260315_141737_mean_response,GBM_3_AutoML_1_20260315_141737_stddev_response,GBM_3_AutoML_1_20260315_141737_std_error_mean_response,DRF_1_AutoML_1_20260315_141737_x9,DRF_1_AutoML_1_20260315_141737_mean_response,DRF_1_AutoML_1_20260315_141737_stddev_response,DRF_1_AutoML_1_20260315_141737_std_error_mean_response,GBM_4_AutoML_1_20260315_141737_x9,GBM_4_AutoML_1_20260315_141737_mean_response,GBM_4_AutoML_1_20260315_141737_stddev_response,GBM_4_AutoML_1_20260315_141737_std_error_mean_response,DeepLearning_grid_2_AutoML_1_20260315_141737_model_1_x9,DeepLearning_grid_2_AutoML_1_20260315_141737_model_1_mean_response,DeepLearning_grid_2_AutoML_1_20260315_141737_model_1_stddev_response,DeepLearning_grid_2_AutoML_1_20260315_141737_model_1_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_141737_model_3_x9,XGBoost_grid_1_AutoML_1_20260315_141737_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_141737_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_141737_model_3_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_141737_model_2_x9,XGBoost_grid_1_AutoML_1_20260315_141737_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_141737_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_141737_model_2_std_error_mean_response,XGBoost_2_AutoML_1_20260315_141737_x9,XGBoost_2_AutoML_1_20260315_141737_mean_response,XGBoost_2_AutoML_1_20260315_141737_stddev_response,XGBoost_2_AutoML_1_20260315_141737_std_error_mean_response,XRT_1_AutoML_1_20260315_141737_x9,XRT_1_AutoML_1_20260315_141737_mean_response,XRT_1_AutoML_1_20260315_141737_stddev_response,XRT_1_AutoML_1_20260315_141737_std_error_mean_response,XGBoost_1_AutoML_1_20260315_141737_x9,XGBoost_1_AutoML_1_20260315_141737_mean_response,XGBoost_1_AutoML_1_20260315_141737_stddev_response,XGBoost_1_AutoML_1_20260315_141737_std_error_mean_response,DeepLearning_grid_3_AutoML_1_20260315_141737_model_1_x9,DeepLearning_grid_3_AutoML_1_20260315_141737_model_1_mean_response,DeepLearning_grid_3_AutoML_1_20260315_141737_model_1_stddev_response,DeepLearning_grid_3_AutoML_1_20260315_141737_model_1_std_error_mean_response,GLM_1_AutoML_1_20260315_141737_x9,GLM_1_AutoML_1_20260315_141737_mean_response,GLM_1_AutoML_1_20260315_141737_stddev_response,GLM_1_AutoML_1_20260315_141737_std_error_mean_response
-3.914843833480402,-1.8604065333773756,4.136016636974828,0.041360166369748284,-3.914843833480402,-1.7066052553948323,3.9912319322532523,0.03991231932253252,-3.914843833480402,-1.8918280867281245,4.180060611050049,0.04180060611050049,-3.914843833480402,-1.713800155648369,4.081612363926612,0.04081612363926612,-3.914843833480402,-2.062596101669014,4.07399507110437,0.04073995071104371,-3.914843833480402,-1.7707774268619818,4.05874091335132,0.0405874091335132,-3.914843833480402,-1.7876347170689606,4.1028831298889425,0.04102883129888943,-3.914843833480402,-1.7745091414233678,4.196766630140473,0.041967666301404735,-3.914843833480402,-1.7622626546387135,3.978658183786242,0.03978658183786242,-3.914843833480402,-1.5620302561923858,3.935587206880521,0.03935587206880521,-3.914843833480402,-1.7823130696466116,4.167109457681786,0.041671094576817856,-3.914843833480402,-1.7305480499746766,4.0033885161880995,0.04003388516188099,-3.914843833480402,-1.4886385702094433,3.8061501893553356,0.038061501893553354,-3.914843833480402,-1.776024648797412,3.916110413154622,0.03916110413154622,-3.914843833480402,-0.25741527298798506,3.240978232684549,0.03240978232684549,-3.914843833480402,-1.5337871787609532,3.774188000383993,0.03774188000383993,-3.914843833480402,-1.763817235207418,4.292364949050284,0.04292364949050284,-3.914843833480402,-1.664578255557455,4.138033127677953,0.04138033127677953,-3.914843833480402,-1.5250822323495359,3.456946131174075,0.03456946131174075,-3.914843833480402,-1.4606233283713463,4.089463855965919,0.04089463855965919,-3.914843833480402,-0.8397773384958397,2.5402171635249955,0.025402171635249955,-3.914843833480402,-2.2079564767326976,3.938898857217711,0.03938898857217711
-3.8409941043090052,-1.8485608950822847,4.137543111621056,0.041375431116210566,-3.8409941043090052,-1.7066052553948323,3.9912319322532523,0.03991231932253252,-3.8409941043090052,-1.882725683992041,4.1798407888932045,0.04179840788893205,-3.8409941043090052,-1.713800155648369,4.081612363926612,0.04081612363926612,-3.8409941043090052,-2.0397232751095404,4.073275005631737,0.040732750056317366,-3.8409941043090052,-1.7707774268619818,4.05874091335132,0.0405874091335132,-3.8409941043090052,-1.7876347170689606,4.1028831298889425,0.04102883129888943,-3.8409941043090052,-1.7745091414233678,4.196766630140473,0.041967666301404735,-3.8409941043090052,-1.7622626546387135,3.978658183786242,0.03978658183786242,-3.8409941043090052,-1.5620302561923858,3.935587206880521,0.03935587206880521,-3.8409941043090052,-1.7507153657248262,4.1742644550092445,0.041742644550092446,-3.8409941043090052,-1.7305480499746766,4.0033885161880995,0.04003388516188099,-3.8409941043090052,-1.4886385702094433,3.8061501893553356,0.038061501893553354,-3.8409941043090052,-1.776024648797412,3.916110413154622,0.03916110413154622,-3.8409941043090052,-0.23926700399539058,3.242586149381032,0.03242586149381032,-3.8409941043090052,-1.5337871787609532,3.774188000383993,0.03774188000383993,-3.8409941043090052,-1.763817235207418,4.292364949050284,0.04292364949050284,-3.8409941043090052,-1.664578255557455,4.138033127677953,0.04138033127677953,-3.8409941043090052,-1.5250822323495359,3.456946131174075,0.03456946131174075,-3.8409941043090052,-1.4606233283713463,4.089463855965919,0.04089463855965919,-3.8409941043090052,-0.8265724369957641,2.540859737181739,0.02540859737181739,-3.8409941043090052,-2.184445964358715,3.938898857217711,0.03938898857217711
-3.7671443751376086,-1.8367323362091061,4.139059830931909,0.041390598309319085,-3.7671443751376086,-1.7066052553948323,3.9912319322532523,0.03991231932253252,-3.7671443751376086,-1.8736334701725503,4.1796151444406435,0.04179615144440643,-3.7671443751376086,-1.713800155648369,4.081612363926612,0.04081612363926612,-3.7671443751376086,-2.0168760516055255,4.0725434500607625,0.04072543450060762,-3.7671443751376086,-1.7707774268619818,4.05874091335132,0.0405874091335132,-3.7671443751376086,-1.7876347170689606,4.1028831298889425,0.04102883129888943,-3.7671443751376086,-1.7745091414233678,4.196766630140473,0.041967666301404735,-3.7671443751376086,-1.7622626546387135,3.978658183786242,0.03978658183786242,-3.7671443751376086,-1.5620302561923858,3.935587206880521,0.03935587206880521,-3.7671443751376086,-1.7191764187322027,4.181418464141297,0.04181418464141297,-3.7671443751376086,-1.7305480499746766,4.0033885161880995,0.04003388516188099,-3.7671443751376086,-1.4886385702094433,3.8061501893553356,0.038061501893553354,-3.7671443751376086,-1.776024648797412,3.916110413154622,0.03916110413154622,-3.7671443751376086,-0.2210890656403958,3.2441909694435056,0.032441909694435056,-3.7671443751376086,-1.5337871787609532,3.774188000383993,0.03774188000383993,-3.7671443751376086,-1.763817235207418,4.292364949050284,0.04292364949050284,-3.7671443751376086,-1.664578255557455,4.138033127677953,0.04138033127677953,-3.7671443751376086,-1.5250822323495359,3.456946131174075,0.03456946131174075,-3.7671443751376086,-1.4606233283713463,4.089463855965919,0.04089463855965919,-3.7671443751376086,-0.8133453882413458,2.5414810537001635,0.025414810537001634,-3.7671443751376086,-2.1609354519847317,3.938898857217711,0.03938898857217711
-3.693294645966212,-1.8249088704057896,4.140560231123023,0.04140560231123023,-3.693294645966212,-1.7066052553948323,3.9912319322532523,0.03991231932253252,-3.693294645966212,-1.864550081448134,4.179386710709904,0.04179386710709904,-3.693294645966212,-1.713800155648369,4.081612363926612,0.04081612363926612,-3.693294645966212,-1.994051004099963,4.071808001915568,0.04071808001915568,-3.693294645966212,-1.7707774268619818,4.05874091335132,0.0405874091335132,-3.693294645966212,-1.7876347170689606,4.1028831298889425,0.04102883129888943,-3.693294645966212,-1.7745091414233678,4.196766630140473,0.041967666301404735,-3.693294645966212,-1.7622626546387135,3.978658183786242,0.03978658183786242,-3.693294645966212,-1.5620302561923858,3.935587206880521,0.03935587206880521,-3.693294645966212,-1.6876396297406966,4.188532878759402,0.04188532878759402,-3.693294645966212,-1.7305480499746766,4.0033885161880995,0.04003388516188099,-3.693294645966212,-1.4886385702094433,3.8061501893553356,0.038061501893553354,-3.693294645966212,-1.776024648797412,3.916110413154622,0.03916110413154622,-3.693294645966212,-0.20288329546291575,3.245789027521648,0.03245789027521648,-3.693294645966212,-1.5337871787609532,3.774188000383993,0.03774188000383993,-3.693294645966212,-1.763817235207418,4.292364949050284,0.04292364949050284,-3.693294645966212,-1.664578255557455,4.138033127677953,0.04138033127677953,-3.693294645966212,-1.5250167541911817,3.456958387327139,0.03456958387327139,-3.693294645966212,-1.4606233283713463,4.089463855965919,0.04089463855965919,-3.693294645966212,-0.8000973502941713,2.542084398371486,0.02542084398371486,-3.693294645966212,-2.1374249396107476,3.9388988572177115,0.03938898857217712
-3.6194449167948157,-1.8130845584541138,4.142034004452866,0.041420340044528665,-3.6194449167948157,-1.7066052553948323,3.9912319322532523,0.03991231932253252,-3.6194449167948157,-1.8554783064804943,4.1791506550161115,0.04179150655016112,-3.6194449167948157,-1.713800155648369,4.081612363926612,0.04081612363926612,-3.6194449167948157,-1.971255140036635,4.071057221939499,0.040710572219394996,-3.6194449167948157,-1.7707774268619818,4.05874091335132,0.0405874091335132,-3.6194449167948157,-1.7876347170689606,4.1028831298889425,0.04102883129888943,-3.6194449167948157,-1.7745091414233678,4.196766630140473,0.041967666301404735,-3.6194449167948157,-1.7622626546387135,3.978658183786242,0.03978658183786242,-3.6194449167948157,-1.5620302561923858,3.935587206880521,0.03935587206880521,-3.6194449167948157,-1.6560672755606196,4.195569880468355,0.04195569880468355,-3.6194449167948157,-1.7305480499746766,4.0033885161880995,0.04003388516188099,-3.6194449167948157,-1.4886385702094433,3.8061501893553356,0.038061501893553354,-3.6194449167948157,-1.776024648797412,3.916110413154622,0.03916110413154622,-3.6194449167948157,-0.1846450611277275,3.2473724579892496,0.0324737245798925,-3.6194449167948157,-1.5337871787609532,3.774188000383993,0.03774188000383993,-3.6194449167948157,-1.763817235207418,4.292364949050284,0.04292364949050284,-3.6194449167948157,-1.664578255557455,4.138033127677953,0.04138033127677953,-3.6194449167948157,-1.5250167541911817,3.456958387327139,0.03456958387327139,-3.6194449167948157,-1.4606233283713463,4.089463855965919,0.04089463855965919,-3.6194449167948157,-0.7868274749336004,2.542663508482145,0.025426635084821448,-3.6194449167948157,-2.1139144272367645,3.9388988572177115,0.03938898857217712
-3.545595187623419,-1.801264661595114,4.143491278137522,0.04143491278137522,-3.545595187623419,-1.7066052553948323,3.9912319322532523,0.03991231932253252,-3.545595187623419,-1.8464178626562364,4.17890719645593,0.041789071964559305,-3.545595187623419,-1.713800155648369,4.081612363926612,0.04081612363926612,-3.545595187623419,-1.9484877492550132,4.070291834241755,0.04070291834241755,-3.545595187623419,-1.7707774268619818,4.05874091335132,0.0405874091335132,-3.545595187623419,-1.7876347170689606,4.1028831298889425,0.04102883129888943,-3.545595187623419,-1.7745091414233678,4.196766630140473,0.041967666301404735,-3.545595187623419,-1.7622626546387135,3.978658183786242,0.03978658183786242,-3.545595187623419,-1.5620302561923858,3.935587206880521,0.03935587206880521,-3.545595187623419,-1.624486763446654,4.2025778404590755,0.042025778404590756,-3.545595187623419,-1.7305480499746766,4.0033885161880995,0.04003388516188099,-3.545595187623419,-1.4886385702094433,3.8061501893553356,0.038061501893553354,-3.545595187623419,-1.776024648797412,3.916110413154622,0.03916110413154622,-3.545595187623419,-0.1663737302544745,3.2489437125585985,0.03248943712558598,-3.545595187623419,-1.5337871787609532,3.774188000383993,0.03774188000383993,-3.545595187623419,-1.763817235207418,4.292364949050284,0.04292364949050284,-3.545595187623419,-1.664578255557455,4.138033127677953,0.04138033127677953,-3.545595187623419,-1.5250484393623083,3.4569043963881665,0.03456904396388166,-3.545595187623419,-1.4606233283713463,4.089463855965919,0.04089463855965919,-3.545595187623419,-0.7735311731859776,2.5432164585107775,0.025432164585107775,-3.545595187623419,-2.090403914862781,3.9388988572177115,0.03938898857217712
-3.4717454584520224,-1.7894532595056611,4.1449288904299415,0.041449288904299414,-3.4717454584520224,-1.7066052553948323,3.9912319322532523,0.03991231932253252,-3.4717454584520224,-1.8376216084081392,4.178704055686296,0.04178704055686296,-3.4717454584520224,-1.713800155648369,4.081612363926612,0.04081612363926612,-3.4717454584520224,-1.9257480323434295,4.069509997266219,0.04069509997266219,-3.4717454584520224,-1.7707774268619818,4.05874091335132,0.0405874091335132,-3.4717454584520224,-1.7876347170689606,4.1028831298889425,0.04102883129888943,-3.4717454584520224,-1.7745091414233678,4.196766630140473,0.041967666301404735,-3.4717454584520224,-1.7622626546387135,3.978658183786242,0.03978658183786242,-3.4717454584520224,-1.5620302561923858,3.935587206880521,0.03935587206880521,-3.4717454584520224,-1.5929199245147476,4.2095424575563,0.042095424575563006,-3.4717454584520224,-1.7305480499746766,4.0033885161880995,0.04003388516188099,-3.4717454584520224,-1.491859607832372,3.8064608043150914,0.03806460804315091,-3.4717454584520224,-1.776024648797412,3.916110413154622,0.03916110413154622,-3.4717454584520224,-0.14806530840743895,3.2505041565299884,0.03250504156529988,-3.4717454584520224,-1.5337871787609532,3.774188000383993,0.03774188000383993,-3.4717454584520224,-1.763817235207418,4.292364949050284,0.04292364949050284,-3.4717454584520224,-1.664578255557455,4.138033127677953,0.04138033127677953,-3.4717454584520224,-1.5250484393623083,3.4569043963881665,0.03456904396388166,-3.4717454584520224,-1.4606233283713463,4.089463855965919,0.04089463855965919,-3.4717454584520224,-0.7602054796334602,2.5437424198322383,0.025437424198322383,-3.4717454584520224,-2.066893402488798,3.9388988572177115,0.03938898857217712
-3.3978957292806258,-1.7776549031441704,4.146339683740879,0.041463396837408795,-3.3978957292806258,-1.7066052553948323,3.9912319322532523,0.03991231932253252,-3.3978957292806258,-1.8285823166032853,4.178445623630885,0.041784456236308845,-3.3978957292806258,-1.713800155648369,4.081612363926612,0.04081612363926612,-3.3978957292806258,-1.9030334227163417,4.068715698101584,0.04068715698101584,-3.3978957292806258,-1.7707774268619818,4.05874091335132,0.0405874091335132,-3.3978957292806258,-1.7876347170689606,4.1028831298889425,0.04102883129888943,-3.3978957292806258,-1.7745091414233678,4.196766630140473,0.041967666301404735,-3.3978957292806258,-1.7622626546387135,3.978658183786242,0.03978658183786242,-3.3978957292806258,-1.5620302561923858,3.935587206880521,0.03935587206880521,-3.3978957292806258,-1.561392884336786,4.216421011392752,0.04216421011392752,-3.3978957292806258,-1.7305480499746766,4.0033885161880995,0.04003388516188099,-3.3978957292806258,-1.4918614829563497,3.8064577720544372,0.03806457772054437,-3.3978957292806258,-1.776024648797412,3.916110413154622,0.03916110413154622,-3.3978957292806258,-0.12971748963682195,3.252051962026795,0.032520519620267946,-3.3978957292806258,-1.5337871787609532,3.774188000383993,0.03774188000383993,-3.3978957292806258,-1.763817235207418,4.292364949050284,0.04292364949050284,-3.3978957292806258,-1.664578255557455,4.138033127677953,0.04138033127677953,-3.3978957292806258,-1.5250484393623083,3.4569043963881665,0.03456904396388166,-3.3978957292806258,-1.4606233283713463,4.089463855965919,0.04089463855965919,-3.3978957292806258,-0.7468617913682274,2.5442399227757417,0.025442399227757418,-3.3978957292806258,-2.0433828901148146,3.9388988572177115,0.03938898857217712
-3.324046000109229,-1.765874263148517,4.147725489487775,0.04147725489487775,-3.324046000109229,-1.7066052553948323,3.9912319322532523,0.03991231932253252,-3.324046000109229,-1.8195541953285386,4.178180371798251,0.04178180371798251,-3.324046000109229,-1.713800155648369,4.081612363926612,0.04081612363926612,-3.324046000109229,-1.8803472531342609,4.06790797888544,0.040679079788854405,-3.324046000109229,-1.7707774268619818,4.05874091335132,0.0405874091335132,-3.324046000109229,-1.7876347170689606,4.1028831298889425,0.04102883129888943,-3.324046000109229,-1.7745091414233678,4.196766630140473,0.041967666301404735,-3.324046000109229,-1.7622626546387135,3.978658183786242,0.03978658183786242,-3.324046000109229,-1.5620302561923858,3.935587206880521,0.03935587206880521,-3.324046000109229,-1.5299249114553355,4.223226581975185,0.04223226581975185,-3.324046000109229,-1.7305480499746766,4.0033885161880995,0.04003388516188099,-3.324046000109229,-1.4918614829563497,3.8064577720544372,0.03806457772054437,-3.324046000109229,-1.776024648797412,3.916110413154622,0.03916110413154622,-3.324046000109229,-0.111335133158599,3.2535944185381944,0.03253594418538194,-3.324046000109229,-1.5358330311410124,3.7745095442882777,0.03774509544288278,-3.324046000109229,-1.763817235207418,4.292364949050284,0.04292364949050284,-3.324046000109229,-1.664578255557455,4.138033127677953,0.04138033127677953,-3.324046000109229,-1.5282395183545858,3.4545009140763665,0.034545009140763666,-3.324046000109229,-1.4606233283713463,4.089463855965919,0.04089463855965919,-3.324046000109229,-0.7335009697686677,2.544714134096322,0.02544714134096322,-3.324046000109229,-2.019872377740831,3.9388988572177115,0.03938898857217712
-3.250196270937833,-1.7541217856693823,4.149092896971576,0.041490928969715755,-3.250196270937833,-1.7066052553948323,3.9912319322532523,0.03991231932253252,-3.250196270937833,-1.8105388696763745,4.177909452970184,0.041779094529701834,-3.250196270937833,-1.713800155648369,4.081612363926612,0.04081612363926612,-3.250196270937833,-1.8576932368269314,4.067090049280828,0.040670900492808276,-3.250196270937833,-1.7707774268619818,4.05874091335132,0.0405874091335132,-3.250196270937833,-1.7876347170689606,4.1028831298889425,0.04102883129888943,-3.250196270937833,-1.7745091414233678,4.196766630140473,0.041967666301404735,-3.250196270937833,-1.7622626546387135,3.978658183786242,0.03978658183786242,-3.250196270937833,-1.5620302561923858,3.935587206880521,0.03935587206880521,-3.250196270937833,-1.4985634630997486,4.229992108812101,0.04229992108812101,-3.250196270937833,-1.7305480499746766,4.0033885161880995,0.04003388516188099,-3.250196270937833,-1.4918614829563497,3.8064577720544372,0.03806457772054437,-3.250196270937833,-1.776024648797412,3.916110413154622,0.03916110413154622,-3.250196270937833,-0.09292902687238488,3.2551250114862573,0.032551250114862575,-3.250196270937833,-1.5358330311410124,3.7745095442882777,0.03774509544288278,-3.250196270937833,-1.763817235207418,4.292364949050284,0.04292364949050284,-3.250196270937833,-1.664578255557455,4.138033127677953,0.04138033127677953,-3.250196270937833,-1.527908332432559,3.454510274327835,0.03454510274327835,-3.250196270937833,-1.4606233283713463,4.089463855965919,0.04089463855965919,-3.250196270937833,-0.7201272039574915,2.5451709599707515,0.025451709599707516,-3.250196270937833,-1.9963618653668485,3.938898857217711,0.03938898857217711
