XGBoost_grid_1_AutoML_1_20260314_225024_model_1_x3,XGBoost_grid_1_AutoML_1_20260314_225024_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260314_225024_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260314_225024_model_1_std_error_mean_response,GBM_2_AutoML_1_20260314_225024_x3,GBM_2_AutoML_1_20260314_225024_mean_response,GBM_2_AutoML_1_20260314_225024_stddev_response,GBM_2_AutoML_1_20260314_225024_std_error_mean_response,GBM_5_AutoML_1_20260314_225024_x3,GBM_5_AutoML_1_20260314_225024_mean_response,GBM_5_AutoML_1_20260314_225024_stddev_response,GBM_5_AutoML_1_20260314_225024_std_error_mean_response,GBM_3_AutoML_1_20260314_225024_x3,GBM_3_AutoML_1_20260314_225024_mean_response,GBM_3_AutoML_1_20260314_225024_stddev_response,GBM_3_AutoML_1_20260314_225024_std_error_mean_response,GBM_1_AutoML_1_20260314_225024_x3,GBM_1_AutoML_1_20260314_225024_mean_response,GBM_1_AutoML_1_20260314_225024_stddev_response,GBM_1_AutoML_1_20260314_225024_std_error_mean_response,GBM_grid_1_AutoML_1_20260314_225024_model_2_x3,GBM_grid_1_AutoML_1_20260314_225024_model_2_mean_response,GBM_grid_1_AutoML_1_20260314_225024_model_2_stddev_response,GBM_grid_1_AutoML_1_20260314_225024_model_2_std_error_mean_response,GBM_4_AutoML_1_20260314_225024_x3,GBM_4_AutoML_1_20260314_225024_mean_response,GBM_4_AutoML_1_20260314_225024_stddev_response,GBM_4_AutoML_1_20260314_225024_std_error_mean_response,XGBoost_3_AutoML_1_20260314_225024_x3,XGBoost_3_AutoML_1_20260314_225024_mean_response,XGBoost_3_AutoML_1_20260314_225024_stddev_response,XGBoost_3_AutoML_1_20260314_225024_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260314_225024_model_1_x3,DeepLearning_grid_1_AutoML_1_20260314_225024_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260314_225024_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260314_225024_model_1_std_error_mean_response,DeepLearning_1_AutoML_1_20260314_225024_x3,DeepLearning_1_AutoML_1_20260314_225024_mean_response,DeepLearning_1_AutoML_1_20260314_225024_stddev_response,DeepLearning_1_AutoML_1_20260314_225024_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_225024_model_2_x3,XGBoost_grid_1_AutoML_1_20260314_225024_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260314_225024_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260314_225024_model_2_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_225024_model_3_x3,XGBoost_grid_1_AutoML_1_20260314_225024_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260314_225024_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260314_225024_model_3_std_error_mean_response,XGBoost_2_AutoML_1_20260314_225024_x3,XGBoost_2_AutoML_1_20260314_225024_mean_response,XGBoost_2_AutoML_1_20260314_225024_stddev_response,XGBoost_2_AutoML_1_20260314_225024_std_error_mean_response,XGBoost_1_AutoML_1_20260314_225024_x3,XGBoost_1_AutoML_1_20260314_225024_mean_response,XGBoost_1_AutoML_1_20260314_225024_stddev_response,XGBoost_1_AutoML_1_20260314_225024_std_error_mean_response,GBM_grid_1_AutoML_1_20260314_225024_model_1_x3,GBM_grid_1_AutoML_1_20260314_225024_model_1_mean_response,GBM_grid_1_AutoML_1_20260314_225024_model_1_stddev_response,GBM_grid_1_AutoML_1_20260314_225024_model_1_std_error_mean_response,XRT_1_AutoML_1_20260314_225024_x3,XRT_1_AutoML_1_20260314_225024_mean_response,XRT_1_AutoML_1_20260314_225024_stddev_response,XRT_1_AutoML_1_20260314_225024_std_error_mean_response,DRF_1_AutoML_1_20260314_225024_x3,DRF_1_AutoML_1_20260314_225024_mean_response,DRF_1_AutoML_1_20260314_225024_stddev_response,DRF_1_AutoML_1_20260314_225024_std_error_mean_response,GLM_1_AutoML_1_20260314_225024_x3,GLM_1_AutoML_1_20260314_225024_mean_response,GLM_1_AutoML_1_20260314_225024_stddev_response,GLM_1_AutoML_1_20260314_225024_std_error_mean_response
-4.151808619725346,2.0879754878176375,4.115690417652176,0.04115690417652176,-4.151808619725346,2.3457026950131343,3.7545344076775287,0.03754534407677529,-4.151808619725346,2.525187343593079,3.9815406946998673,0.03981540694699867,-4.151808619725346,2.2686412401445266,3.779826313371507,0.037798263133715065,-4.151808619725346,2.13780168691789,3.6222073630611455,0.03622207363061145,-4.151808619725346,2.1510330138119804,3.6164034452127933,0.03616403445212793,-4.151808619725346,2.236198380431466,3.660587622995643,0.03660587622995643,-4.151808619725346,2.2558942621851332,4.233245256379235,0.04233245256379235,-4.151808619725346,3.7686493673046426,3.9663272990724154,0.039663272990724155,-4.151808619725346,3.46454796056892,4.3022045600074605,0.0430220456000746,-4.151808619725346,2.1060051963918833,3.925954269182683,0.03925954269182683,-4.151808619725346,2.051929825638002,3.1286422654887884,0.03128642265488788,-4.151808619725346,2.069904771674657,3.8092484397789925,0.03809248439778992,-4.151808619725346,2.3675740382655523,3.775017936662142,0.03775017936662142,-4.151808619725346,2.1752855527585884,2.7681795062352217,0.027681795062352216,-4.151808619725346,1.9905331111192042,2.9250930426744075,0.029250930426744075,-4.151808619725346,1.944909685392747,3.041395305923703,0.03041395305923703,-4.151808619725346,1.5199707258445636,2.436462605606007,0.024364626056060067
-4.065509268944604,2.0879754878176375,4.115690417652176,0.04115690417652176,-4.065509268944604,2.3457026950131343,3.7545344076775287,0.03754534407677529,-4.065509268944604,2.525187343593079,3.9815406946998673,0.03981540694699867,-4.065509268944604,2.2686412401445266,3.779826313371507,0.037798263133715065,-4.065509268944604,2.13780168691789,3.6222073630611455,0.03622207363061145,-4.065509268944604,2.1510330138119804,3.6164034452127933,0.03616403445212793,-4.065509268944604,2.236198380431466,3.660587622995643,0.03660587622995643,-4.065509268944604,2.2558942621851332,4.233245256379235,0.04233245256379235,-4.065509268944604,3.703625370932355,3.955598001008886,0.03955598001008886,-4.065509268944604,3.410887107952025,4.284872504576152,0.042848725045761524,-4.065509268944604,2.1060051963918833,3.925954269182683,0.03925954269182683,-4.065509268944604,2.051929825638002,3.1286422654887884,0.03128642265488788,-4.065509268944604,2.069904771674657,3.8092484397789925,0.03809248439778992,-4.065509268944604,2.3675740382655523,3.775017936662142,0.03775017936662142,-4.065509268944604,2.1752855527585884,2.7681795062352217,0.027681795062352216,-4.065509268944604,1.9905331111192042,2.9250930426744075,0.029250930426744075,-4.065509268944604,1.944909685392747,3.041395305923703,0.03041395305923703,-4.065509268944604,1.5219326545535208,2.436462605606007,0.024364626056060067
-3.9792099181638627,2.0879754878176375,4.115690417652176,0.04115690417652176,-3.9792099181638627,2.3457026950131343,3.7545344076775287,0.03754534407677529,-3.9792099181638627,2.525187343593079,3.9815406946998673,0.03981540694699867,-3.9792099181638627,2.2686412401445266,3.779826313371507,0.037798263133715065,-3.9792099181638627,2.13780168691789,3.6222073630611455,0.03622207363061145,-3.9792099181638627,2.1510330138119804,3.6164034452127933,0.03616403445212793,-3.9792099181638627,2.236198380431466,3.660587622995643,0.03660587622995643,-3.9792099181638627,2.2558942621851332,4.233245256379235,0.04233245256379235,-3.9792099181638627,3.6386696680720183,3.9443298558367186,0.03944329855836719,-3.9792099181638627,3.3572492638121547,4.266564339569442,0.04266564339569442,-3.9792099181638627,2.1060051963918833,3.925954269182683,0.03925954269182683,-3.9792099181638627,2.051929825638002,3.1286422654887884,0.03128642265488788,-3.9792099181638627,2.069904771674657,3.8092484397789925,0.03809248439778992,-3.9792099181638627,2.3675740382655523,3.775017936662142,0.03775017936662142,-3.9792099181638627,2.1752855527585884,2.7681795062352217,0.027681795062352216,-3.9792099181638627,1.9905331111192042,2.9250930426744075,0.029250930426744075,-3.9792099181638627,1.944909685392747,3.041395305923703,0.03041395305923703,-3.9792099181638627,1.523894583262478,2.436462605606007,0.024364626056060067
-3.8929105673831215,2.0879754878176375,4.115690417652176,0.04115690417652176,-3.8929105673831215,2.3457026950131343,3.7545344076775287,0.03754534407677529,-3.8929105673831215,2.525187343593079,3.9815406946998673,0.03981540694699867,-3.8929105673831215,2.2686412401445266,3.779826313371507,0.037798263133715065,-3.8929105673831215,2.13780168691789,3.6222073630611455,0.03622207363061145,-3.8929105673831215,2.1510330138119804,3.6164034452127933,0.03616403445212793,-3.8929105673831215,2.236198380431466,3.660587622995643,0.03660587622995643,-3.8929105673831215,2.2558942621851332,4.233245256379235,0.04233245256379235,-3.8929105673831215,3.573777970197206,3.9324604552139584,0.03932460455213958,-3.8929105673831215,3.3034557177736206,4.247444229650509,0.04247444229650509,-3.8929105673831215,2.1060051963918833,3.925954269182683,0.03925954269182683,-3.8929105673831215,2.051929825638002,3.1286422654887884,0.03128642265488788,-3.8929105673831215,2.069904771674657,3.8092484397789925,0.03809248439778992,-3.8929105673831215,2.3675740382655523,3.775017936662142,0.03775017936662142,-3.8929105673831215,2.1752855527585884,2.7681795062352217,0.027681795062352216,-3.8929105673831215,1.9905331111192042,2.9250930426744075,0.029250930426744075,-3.8929105673831215,1.944909685392747,3.041395305923703,0.03041395305923703,-3.8929105673831215,1.5258565119714353,2.436462605606007,0.024364626056060067
-3.80661121660238,2.0879754878176375,4.115690417652176,0.04115690417652176,-3.80661121660238,2.3457026950131343,3.7545344076775287,0.03754534407677529,-3.80661121660238,2.525187343593079,3.9815406946998673,0.03981540694699867,-3.80661121660238,2.2686412401445266,3.779826313371507,0.037798263133715065,-3.80661121660238,2.13780168691789,3.6222073630611455,0.03622207363061145,-3.80661121660238,2.1510330138119804,3.6164034452127933,0.03616403445212793,-3.80661121660238,2.236198380431466,3.660587622995643,0.03660587622995643,-3.80661121660238,2.2558942621851332,4.233245256379235,0.04233245256379235,-3.80661121660238,3.5089703692625,3.9199764155944146,0.039199764155944145,-3.80661121660238,3.2495696592759384,4.227514809252022,0.04227514809252022,-3.80661121660238,2.1060051963918833,3.925954269182683,0.03925954269182683,-3.80661121660238,2.051929825638002,3.1286422654887884,0.03128642265488788,-3.80661121660238,2.069904771674657,3.8092484397789925,0.03809248439778992,-3.80661121660238,2.3675740382655523,3.775017936662142,0.03775017936662142,-3.80661121660238,2.1752855527585884,2.7681795062352217,0.027681795062352216,-3.80661121660238,1.9905331111192042,2.9250930426744075,0.029250930426744075,-3.80661121660238,1.944909685392747,3.041395305923703,0.03041395305923703,-3.80661121660238,1.5278184406803927,2.436462605606007,0.024364626056060067
-3.720311865821639,2.0879754878176375,4.115690417652176,0.04115690417652176,-3.720311865821639,2.3457026950131343,3.7545344076775287,0.03754534407677529,-3.720311865821639,2.3446258611239004,3.970314247915576,0.03970314247915576,-3.720311865821639,2.2686412401445266,3.779826313371507,0.037798263133715065,-3.720311865821639,2.13780168691789,3.6222073630611455,0.03622207363061145,-3.720311865821639,2.1510330138119804,3.6164034452127933,0.03616403445212793,-3.720311865821639,2.236198380431466,3.660587622995643,0.03660587622995643,-3.720311865821639,2.2558942621851332,4.233245256379235,0.04233245256379235,-3.720311865821639,3.444239650854902,3.9068840192127756,0.03906884019212776,-3.720311865821639,3.1953902599520445,4.206719137726554,0.04206719137726554,-3.720311865821639,2.1060051963918833,3.925954269182683,0.03925954269182683,-3.720311865821639,2.051929825638002,3.1286422654887884,0.03128642265488788,-3.720311865821639,2.069904771674657,3.8092484397789925,0.03809248439778992,-3.720311865821639,2.3675740382655523,3.775017936662142,0.03775017936662142,-3.720311865821639,2.1752855527585884,2.7681795062352217,0.027681795062352216,-3.720311865821639,1.9905331111192042,2.9250930426744075,0.029250930426744075,-3.720311865821639,1.944909685392747,3.041395305923703,0.03041395305923703,-3.720311865821639,1.52978036938935,2.436462605606007,0.024364626056060067
-3.6340125150408973,2.0879754878176375,4.115690417652176,0.04115690417652176,-3.6340125150408973,2.3457026950131343,3.7545344076775287,0.03754534407677529,-3.6340125150408973,2.281749816452601,3.959004571657491,0.03959004571657491,-3.6340125150408973,2.2686412401445266,3.779826313371507,0.037798263133715065,-3.6340125150408973,2.13780168691789,3.6222073630611455,0.03622207363061145,-3.6340125150408973,2.1510330138119804,3.6164034452127933,0.03616403445212793,-3.6340125150408973,2.236198380431466,3.660587622995643,0.03660587622995643,-3.6340125150408973,2.2558942621851332,4.233245256379235,0.04233245256379235,-3.6340125150408973,3.3795653536418655,3.89312016110959,0.038931201611095895,-3.6340125150408973,3.140874523835938,4.184936086117061,0.04184936086117061,-3.6340125150408973,2.1060051963918833,3.925954269182683,0.03925954269182683,-3.6340125150408973,2.051929825638002,3.1286422654887884,0.03128642265488788,-3.6340125150408973,2.069904771674657,3.8092484397789925,0.03809248439778992,-3.6340125150408973,2.3675740382655523,3.775017936662142,0.03775017936662142,-3.6340125150408973,2.1752855527585884,2.7681795062352217,0.027681795062352216,-3.6340125150408973,1.9879494258486563,2.926006514574485,0.02926006514574485,-3.6340125150408973,1.944665960088383,3.0413118807207677,0.03041311880720768,-3.6340125150408973,1.5317422980983073,2.436462605606007,0.024364626056060067
-3.547713164260156,2.0879754878176375,4.115690417652176,0.04115690417652176,-3.547713164260156,2.3457026950131343,3.7545344076775287,0.03754534407677529,-3.547713164260156,2.281749816452601,3.959004571657491,0.03959004571657491,-3.547713164260156,2.2686412401445266,3.779826313371507,0.037798263133715065,-3.547713164260156,2.13780168691789,3.6222073630611455,0.03622207363061145,-3.547713164260156,2.1510330138119804,3.6164034452127933,0.03616403445212793,-3.547713164260156,2.236198380431466,3.660587622995643,0.03660587622995643,-3.547713164260156,2.2558942621851332,4.233245256379235,0.04233245256379235,-3.547713164260156,3.314978848937963,3.878634127737587,0.038786341277375874,-3.547713164260156,3.0860459979403356,4.162110863749426,0.04162110863749426,-3.547713164260156,2.1060051963918833,3.925954269182683,0.03925954269182683,-3.547713164260156,2.0512981611011543,3.128824062148368,0.03128824062148368,-3.547713164260156,2.069904771674657,3.8092484397789925,0.03809248439778992,-3.547713164260156,2.3675740382655523,3.775017936662142,0.03775017936662142,-3.547713164260156,2.1752855527585884,2.7681795062352217,0.027681795062352216,-3.547713164260156,1.9879494258486563,2.926006514574485,0.02926006514574485,-3.547713164260156,1.944665960088383,3.0413118807207677,0.03041311880720768,-3.547713164260156,1.5337042268072645,2.436462605606007,0.024364626056060067
-3.461413813479415,2.0879754878176375,4.115690417652176,0.04115690417652176,-3.461413813479415,2.3457026950131343,3.7545344076775287,0.03754534407677529,-3.461413813479415,2.281749816452601,3.959004571657491,0.03959004571657491,-3.461413813479415,2.2686412401445266,3.779826313371507,0.037798263133715065,-3.461413813479415,2.13780168691789,3.6222073630611455,0.03622207363061145,-3.461413813479415,2.1510330138119804,3.6164034452127933,0.03616403445212793,-3.461413813479415,2.236198380431466,3.660587622995643,0.03660587622995643,-3.461413813479415,2.2558942621851332,4.233245256379235,0.04233245256379235,-3.461413813479415,3.2504965962056205,3.863409521664431,0.038634095216644314,-3.461413813479415,3.030807849425896,4.138453650275214,0.041384536502752145,-3.461413813479415,2.1060051963918833,3.925954269182683,0.03925954269182683,-3.461413813479415,2.048587123864284,3.1286747114482627,0.03128674711448263,-3.461413813479415,2.069904771674657,3.8092484397789925,0.03809248439778992,-3.461413813479415,2.3675740382655523,3.775017936662142,0.03775017936662142,-3.461413813479415,2.1752855527585884,2.7681795062352217,0.027681795062352216,-3.461413813479415,1.9879494258486563,2.926006514574485,0.02926006514574485,-3.461413813479415,1.944665960088383,3.0413118807207677,0.03041311880720768,-3.461413813479415,1.535666155516222,2.436462605606007,0.024364626056060067
-3.375114462698673,2.0879754878176375,4.115690417652176,0.04115690417652176,-3.375114462698673,2.3457026950131343,3.7545344076775287,0.03754534407677529,-3.375114462698673,2.347367896226962,3.986133564205011,0.039861335642050105,-3.375114462698673,2.2686412401445266,3.779826313371507,0.037798263133715065,-3.375114462698673,2.13780168691789,3.6222073630611455,0.03622207363061145,-3.375114462698673,2.1510330138119804,3.6164034452127933,0.03616403445212793,-3.375114462698673,2.236198380431466,3.660587622995643,0.03660587622995643,-3.375114462698673,2.2558942621851332,4.233245256379235,0.04233245256379235,-3.375114462698673,3.1860959159359683,3.8474020170877017,0.03847402017087702,-3.375114462698673,2.9754114489047976,4.113916738292844,0.04113916738292844,-3.375114462698673,2.1060051963918833,3.925954269182683,0.03925954269182683,-3.375114462698673,2.0807746028853127,3.166030048139446,0.03166030048139446,-3.375114462698673,2.069904771674657,3.8092484397789925,0.03809248439778992,-3.375114462698673,2.3675740382655523,3.775017936662142,0.03775017936662142,-3.375114462698673,2.1752855527585884,2.7681795062352217,0.027681795062352216,-3.375114462698673,1.9879494258486563,2.926006514574485,0.02926006514574485,-3.375114462698673,1.944665960088383,3.0413118807207677,0.03041311880720768,-3.375114462698673,1.5376280842251793,2.4364626056060072,0.024364626056060074
