StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_184415_x3,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_184415_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_184415_stddev_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_184415_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_184415_model_1_x3,GBM_grid_1_AutoML_1_20260315_184415_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_184415_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_184415_model_1_std_error_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_184415_x3,StackedEnsemble_AllModels_1_AutoML_1_20260315_184415_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_184415_stddev_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_184415_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_184415_model_2_x3,GBM_grid_1_AutoML_1_20260315_184415_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_184415_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_184415_model_2_std_error_mean_response,GBM_1_AutoML_1_20260315_184415_x3,GBM_1_AutoML_1_20260315_184415_mean_response,GBM_1_AutoML_1_20260315_184415_stddev_response,GBM_1_AutoML_1_20260315_184415_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_184415_model_1_x3,XGBoost_grid_1_AutoML_1_20260315_184415_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_184415_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_184415_model_1_std_error_mean_response,GBM_5_AutoML_1_20260315_184415_x3,GBM_5_AutoML_1_20260315_184415_mean_response,GBM_5_AutoML_1_20260315_184415_stddev_response,GBM_5_AutoML_1_20260315_184415_std_error_mean_response,GBM_2_AutoML_1_20260315_184415_x3,GBM_2_AutoML_1_20260315_184415_mean_response,GBM_2_AutoML_1_20260315_184415_stddev_response,GBM_2_AutoML_1_20260315_184415_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_184415_model_1_x3,DeepLearning_grid_1_AutoML_1_20260315_184415_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_184415_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_184415_model_1_std_error_mean_response,GLM_1_AutoML_1_20260315_184415_x3,GLM_1_AutoML_1_20260315_184415_mean_response,GLM_1_AutoML_1_20260315_184415_stddev_response,GLM_1_AutoML_1_20260315_184415_std_error_mean_response,GBM_3_AutoML_1_20260315_184415_x3,GBM_3_AutoML_1_20260315_184415_mean_response,GBM_3_AutoML_1_20260315_184415_stddev_response,GBM_3_AutoML_1_20260315_184415_std_error_mean_response,XGBoost_3_AutoML_1_20260315_184415_x3,XGBoost_3_AutoML_1_20260315_184415_mean_response,XGBoost_3_AutoML_1_20260315_184415_stddev_response,XGBoost_3_AutoML_1_20260315_184415_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_184415_x3,DeepLearning_1_AutoML_1_20260315_184415_mean_response,DeepLearning_1_AutoML_1_20260315_184415_stddev_response,DeepLearning_1_AutoML_1_20260315_184415_std_error_mean_response,GBM_4_AutoML_1_20260315_184415_x3,GBM_4_AutoML_1_20260315_184415_mean_response,GBM_4_AutoML_1_20260315_184415_stddev_response,GBM_4_AutoML_1_20260315_184415_std_error_mean_response,DeepLearning_grid_2_AutoML_1_20260315_184415_model_1_x3,DeepLearning_grid_2_AutoML_1_20260315_184415_model_1_mean_response,DeepLearning_grid_2_AutoML_1_20260315_184415_model_1_stddev_response,DeepLearning_grid_2_AutoML_1_20260315_184415_model_1_std_error_mean_response,DRF_1_AutoML_1_20260315_184415_x3,DRF_1_AutoML_1_20260315_184415_mean_response,DRF_1_AutoML_1_20260315_184415_stddev_response,DRF_1_AutoML_1_20260315_184415_std_error_mean_response,DeepLearning_grid_3_AutoML_1_20260315_184415_model_1_x3,DeepLearning_grid_3_AutoML_1_20260315_184415_model_1_mean_response,DeepLearning_grid_3_AutoML_1_20260315_184415_model_1_stddev_response,DeepLearning_grid_3_AutoML_1_20260315_184415_model_1_std_error_mean_response,XRT_1_AutoML_1_20260315_184415_x3,XRT_1_AutoML_1_20260315_184415_mean_response,XRT_1_AutoML_1_20260315_184415_stddev_response,XRT_1_AutoML_1_20260315_184415_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_184415_model_3_x3,XGBoost_grid_1_AutoML_1_20260315_184415_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_184415_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_184415_model_3_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_184415_model_2_x3,XGBoost_grid_1_AutoML_1_20260315_184415_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_184415_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_184415_model_2_std_error_mean_response,XGBoost_1_AutoML_1_20260315_184415_x3,XGBoost_1_AutoML_1_20260315_184415_mean_response,XGBoost_1_AutoML_1_20260315_184415_stddev_response,XGBoost_1_AutoML_1_20260315_184415_std_error_mean_response,XGBoost_2_AutoML_1_20260315_184415_x3,XGBoost_2_AutoML_1_20260315_184415_mean_response,XGBoost_2_AutoML_1_20260315_184415_stddev_response,XGBoost_2_AutoML_1_20260315_184415_std_error_mean_response
-4.151808619725346,2.429840869432587,2.515594963391166,0.02515594963391166,-4.151808619725346,2.5428447634835,2.354968886905679,0.02354968886905679,-4.151808619725346,2.438739263120178,2.4840256565554757,0.024840256565554757,-4.151808619725346,2.489237783060267,2.459615732467507,0.02459615732467507,-4.151808619725346,2.4711948946401336,2.4201148117336033,0.024201148117336032,-4.151808619725346,2.450791678308323,2.543430449212315,0.025434304492123153,-4.151808619725346,2.576483123941927,2.4730276961517723,0.024730276961517722,-4.151808619725346,2.586594858081964,2.445649542561263,0.02445649542561263,-4.151808619725346,1.9673966741233002,2.579909647860377,0.02579909647860377,-4.151808619725346,2.6758609121313697,2.438701233525084,0.02438701233525084,-4.151808619725346,2.5142812455134704,2.3634611200603635,0.023634611200603634,-4.151808619725346,2.404072511155066,2.557358939300573,0.025573589393005733,-4.151808619725346,2.1767067161108145,2.0834438858134914,0.020834438858134914,-4.151808619725346,2.4836457156346583,2.441809110454505,0.024418091104545053,-4.151808619725346,2.013240814974019,1.9702624048420971,0.01970262404842097,-4.151808619725346,2.5776082536774427,2.4431818059657826,0.024431818059657825,-4.151808619725346,2.0519608408162786,1.33530582422776,0.0133530582422776,-4.151808619725346,2.473396735901118,2.18639431832853,0.0218639431832853,-4.151808619725346,2.2610417575730475,2.225807934686356,0.02225807934686356,-4.151808619725346,2.6554710339825602,2.6605424075457615,0.026605424075457615,-4.151808619725346,2.3214592925015842,2.5926022135682585,0.025926022135682583,-4.151808619725346,2.3291523879375773,2.5974557280331205,0.025974557280331205
-4.065509268944604,2.433864779174076,2.5154301352377963,0.025154301352377964,-4.065509268944604,2.5428447634835,2.354968886905679,0.02354968886905679,-4.065509268944604,2.4423769468562315,2.484298606237218,0.02484298606237218,-4.065509268944604,2.489237783060267,2.459615732467507,0.02459615732467507,-4.065509268944604,2.4711948946401336,2.4201148117336033,0.024201148117336032,-4.065509268944604,2.450791678308323,2.543430449212315,0.025434304492123153,-4.065509268944604,2.576483123941927,2.4730276961517723,0.024730276961517722,-4.065509268944604,2.586594858081964,2.445649542561263,0.02445649542561263,-4.065509268944604,1.9932678049808383,2.5786006346754573,0.025786006346754573,-4.065509268944604,2.677236353492936,2.438701233525084,0.02438701233525084,-4.065509268944604,2.5142812455134704,2.3634611200603635,0.023634611200603634,-4.065509268944604,2.404072511155066,2.557358939300573,0.025573589393005733,-4.065509268944604,2.199790019881008,2.090773789708437,0.020907737897084368,-4.065509268944604,2.4836457156346583,2.441809110454505,0.024418091104545053,-4.065509268944604,2.0361104657481053,1.9738693694552136,0.019738693694552136,-4.065509268944604,2.5776082536774427,2.4431818059657826,0.024431818059657825,-4.065509268944604,2.0592493334599054,1.3372631633343142,0.013372631633343141,-4.065509268944604,2.473396735901118,2.18639431832853,0.0218639431832853,-4.065509268944604,2.2610417575730475,2.225807934686356,0.02225807934686356,-4.065509268944604,2.6554710339825602,2.6605424075457615,0.026605424075457615,-4.065509268944604,2.3214592925015842,2.5926022135682585,0.025926022135682583,-4.065509268944604,2.3291523879375773,2.5974557280331205,0.025974557280331205
-3.9792099181638627,2.437874149880396,2.5152647926085816,0.025152647926085816,-3.9792099181638627,2.5428447634835,2.354968886905679,0.02354968886905679,-3.9792099181638627,2.446009409647268,2.484575591942499,0.02484575591942499,-3.9792099181638627,2.489237783060267,2.459615732467507,0.02459615732467507,-3.9792099181638627,2.4711948946401336,2.4201148117336033,0.024201148117336032,-3.9792099181638627,2.450791678308323,2.543430449212315,0.025434304492123153,-3.9792099181638627,2.576483123941927,2.4730276961517723,0.024730276961517722,-3.9792099181638627,2.586594858081964,2.445649542561263,0.02445649542561263,-3.9792099181638627,2.019044084924062,2.577282166734667,0.02577282166734667,-3.9792099181638627,2.6786117948545027,2.438701233525084,0.02438701233525084,-3.9792099181638627,2.5142812455134704,2.3634611200603635,0.023634611200603634,-3.9792099181638627,2.404072511155066,2.557358939300573,0.025573589393005733,-3.9792099181638627,2.2229493393996527,2.0982174665066666,0.020982174665066668,-3.9792099181638627,2.4836457156346583,2.441809110454505,0.024418091104545053,-3.9792099181638627,2.059055280868988,1.9775578616257234,0.019775578616257235,-3.9792099181638627,2.5776082536774427,2.4431818059657826,0.024431818059657825,-3.9792099181638627,2.066526894528825,1.3391991630829343,0.013391991630829343,-3.9792099181638627,2.473396735901118,2.18639431832853,0.0218639431832853,-3.9792099181638627,2.2610417575730475,2.225807934686356,0.02225807934686356,-3.9792099181638627,2.6554710339825602,2.6605424075457615,0.026605424075457615,-3.9792099181638627,2.3214592925015842,2.5926022135682585,0.025926022135682583,-3.9792099181638627,2.3291523879375773,2.5974557280331205,0.025974557280331205
-3.8929105673831215,2.4418692009128384,2.5150985622083435,0.025150985622083434,-3.8929105673831215,2.5428447634835,2.354968886905679,0.02354968886905679,-3.8929105673831215,2.4496364979400895,2.484856068430454,0.02484856068430454,-3.8929105673831215,2.489237783060267,2.459615732467507,0.02459615732467507,-3.8929105673831215,2.4711948946401336,2.4201148117336033,0.024201148117336032,-3.8929105673831215,2.450791678308323,2.543430449212315,0.025434304492123153,-3.8929105673831215,2.576483123941927,2.4730276961517723,0.024730276961517722,-3.8929105673831215,2.586594858081964,2.445649542561263,0.02445649542561263,-3.8929105673831215,2.0447269450396117,2.57595348704784,0.0257595348704784,-3.8929105673831215,2.6799872362160686,2.4387012335250846,0.024387012335250847,-3.8929105673831215,2.5142812455134704,2.3634611200603635,0.023634611200603634,-3.8929105673831215,2.404072511155066,2.557358939300573,0.025573589393005733,-3.8929105673831215,2.246178768662049,2.1057630011316997,0.021057630011316997,-3.8929105673831215,2.4836457156346583,2.441809110454505,0.024418091104545053,-3.8929105673831215,2.0820671401431055,1.9813236414051896,0.019813236414051895,-3.8929105673831215,2.5776082536774427,2.4431818059657826,0.024431818059657825,-3.8929105673831215,2.0737867622645503,1.3411071692693692,0.013411071692693692,-3.8929105673831215,2.473396735901118,2.18639431832853,0.0218639431832853,-3.8929105673831215,2.2610417575730475,2.225807934686356,0.02225807934686356,-3.8929105673831215,2.6554710339825602,2.6605424075457615,0.026605424075457615,-3.8929105673831215,2.3214592925015842,2.5926022135682585,0.025926022135682583,-3.8929105673831215,2.3291523879375773,2.5974557280331205,0.025974557280331205
-3.80661121660238,2.4458496040803235,2.514934693600796,0.02514934693600796,-3.80661121660238,2.5428447634835,2.354968886905679,0.02354968886905679,-3.80661121660238,2.4532565375746684,2.4851431354546993,0.024851431354546993,-3.80661121660238,2.489237783060267,2.459615732467507,0.02459615732467507,-3.80661121660238,2.4711948946401336,2.4201148117336033,0.024201148117336032,-3.80661121660238,2.450791678308323,2.543430449212315,0.025434304492123153,-3.80661121660238,2.576483123941927,2.4730276961517723,0.024730276961517722,-3.80661121660238,2.586594858081964,2.445649542561263,0.02445649542561263,-3.80661121660238,2.07031424424841,2.5746359729487502,0.0257463597294875,-3.80661121660238,2.681362677577635,2.438701233525084,0.02438701233525084,-3.80661121660238,2.5142812455134704,2.3634611200603635,0.023634611200603634,-3.80661121660238,2.404072511155066,2.557358939300573,0.025573589393005733,-3.80661121660238,2.269448143227791,2.1134247578165812,0.021134247578165812,-3.80661121660238,2.4836457156346583,2.441809110454505,0.024418091104545053,-3.80661121660238,2.1051468967634297,1.9851615529421431,0.01985161552942143,-3.80661121660238,2.5776082536774427,2.4431818059657826,0.024431818059657825,-3.80661121660238,2.081024485694644,1.342988564821673,0.013429885648216731,-3.80661121660238,2.473396735901118,2.18639431832853,0.0218639431832853,-3.80661121660238,2.2610417575730475,2.225807934686356,0.02225807934686356,-3.80661121660238,2.6554710339825602,2.6605424075457615,0.026605424075457615,-3.80661121660238,2.3214592925015842,2.5926022135682585,0.025926022135682583,-3.80661121660238,2.3291523879375773,2.5974557280331205,0.025974557280331205
-3.720311865821639,2.4498128311314695,2.514772076565628,0.02514772076565628,-3.720311865821639,2.5428447634835,2.354968886905679,0.02354968886905679,-3.720311865821639,2.4568684012959054,2.4854357080997747,0.024854357080997747,-3.720311865821639,2.489237783060267,2.459615732467507,0.02459615732467507,-3.720311865821639,2.4711948946401336,2.4201148117336033,0.024201148117336032,-3.720311865821639,2.450791678308323,2.543430449212315,0.025434304492123153,-3.720311865821639,2.576483123941927,2.4730276961517723,0.024730276961517722,-3.720311865821639,2.586594858081964,2.445649542561263,0.02445649542561263,-3.720311865821639,2.0957894885429487,2.5733204715407263,0.025733204715407264,-3.720311865821639,2.682738118939201,2.4387012335250846,0.024387012335250847,-3.720311865821639,2.5142812455134704,2.3634611200603635,0.023634611200603634,-3.720311865821639,2.404072511155066,2.557358939300573,0.025573589393005733,-3.720311865821639,2.2927661881958343,2.121194607048877,0.02121194607048877,-3.720311865821639,2.4836457156346583,2.441809110454505,0.024418091104545053,-3.720311865821639,2.1282911362100925,1.9890747537256255,0.019890747537256254,-3.720311865821639,2.5776082536774427,2.4431818059657826,0.024431818059657825,-3.720311865821639,2.088245049251498,1.3448412302021353,0.013448412302021352,-3.720311865821639,2.473396735901118,2.18639431832853,0.0218639431832853,-3.720311865821639,2.2610417575730475,2.225807934686356,0.02225807934686356,-3.720311865821639,2.6554710339825602,2.6605424075457615,0.026605424075457615,-3.720311865821639,2.3214592925015842,2.5926022135682585,0.025926022135682583,-3.720311865821639,2.3291523879375773,2.5974557280331205,0.025974557280331205
-3.6340125150408973,2.4537583718132447,2.514611985399769,0.025146119853997687,-3.6340125150408973,2.5428447634835,2.354968886905679,0.02354968886905679,-3.6340125150408973,2.4591215151597425,2.4843456206030043,0.024843456206030044,-3.6340125150408973,2.489237783060267,2.459615732467507,0.02459615732467507,-3.6340125150408973,2.4711948946401336,2.4201148117336033,0.024201148117336032,-3.6340125150408973,2.450791678308323,2.543430449212315,0.025434304492123153,-3.6340125150408973,2.53869725231698,2.4344360360489543,0.024344360360489543,-3.6340125150408973,2.586594858081964,2.445649542561263,0.02445649542561263,-3.6340125150408973,2.121149349093921,2.5720149982628904,0.025720149982628903,-3.6340125150408973,2.6841135603007675,2.438701233525084,0.02438701233525084,-3.6340125150408973,2.5142812455134704,2.3634611200603635,0.023634611200603634,-3.6340125150408973,2.404072511155066,2.557358939300573,0.025573589393005733,-3.6340125150408973,2.3161134954023006,2.129028705532528,0.021290287055325277,-3.6340125150408973,2.4836457156346583,2.441809110454505,0.024418091104545053,-3.6340125150408973,2.1515024863686,1.9930815870951257,0.019930815870951257,-3.6340125150408973,2.5776082536774427,2.4431818059657826,0.024431818059657825,-3.6340125150408973,2.0954495719926034,1.3466669792351176,0.013466669792351177,-3.6340125150408973,2.473396735901118,2.18639431832853,0.0218639431832853,-3.6340125150408973,2.2610417575730475,2.225807934686356,0.02225807934686356,-3.6340125150408973,2.6554710339825602,2.6605424075457615,0.026605424075457615,-3.6340125150408973,2.3214592925015842,2.5926022135682585,0.025926022135682583,-3.6340125150408973,2.3291523879375773,2.5974557280331205,0.025974557280331205
-3.547713164260156,2.4576703220307476,2.5144299127293204,0.025144299127293202,-3.547713164260156,2.5428447634835,2.354968886905679,0.02354968886905679,-3.547713164260156,2.4627128732642567,2.4846460310575993,0.024846460310575993,-3.547713164260156,2.489237783060267,2.459615732467507,0.02459615732467507,-3.547713164260156,2.4711948946401336,2.4201148117336033,0.024201148117336032,-3.547713164260156,2.450791678308323,2.543430449212315,0.025434304492123153,-3.547713164260156,2.53869725231698,2.4344360360489543,0.024344360360489543,-3.547713164260156,2.586594858081964,2.445649542561263,0.02445649542561263,-3.547713164260156,2.146389110646521,2.570701818259218,0.02570701818259218,-3.547713164260156,2.6854890016623334,2.4387012335250846,0.024387012335250847,-3.547713164260156,2.5142812455134704,2.3634611200603635,0.023634611200603634,-3.547713164260156,2.404072511155066,2.557358939300573,0.025573589393005733,-3.547713164260156,2.33946573042313,2.136960663081756,0.02136960663081756,-3.547713164260156,2.4836457156346583,2.441809110454505,0.024418091104545053,-3.547713164260156,2.1747757155887806,1.9971743460772753,0.019971743460772753,-3.547713164260156,2.5776082536774427,2.4431818059657826,0.024431818059657825,-3.547713164260156,2.102639534846501,1.3484617829622756,0.013484617829622757,-3.547713164260156,2.4726886397706265,2.1853002802229917,0.021853002802229918,-3.547713164260156,2.2610417575730475,2.225807934686356,0.02225807934686356,-3.547713164260156,2.6554710339825602,2.6605424075457615,0.026605424075457615,-3.547713164260156,2.3214592925015842,2.5926022135682585,0.025926022135682583,-3.547713164260156,2.3291523879375773,2.5974557280331205,0.025974557280331205
-3.461413813479415,2.461580117213988,2.5142683817104845,0.025142683817104845,-3.461413813479415,2.5428447634835,2.354968886905679,0.02354968886905679,-3.461413813479415,2.466293266199811,2.4849496567292513,0.024849496567292514,-3.461413813479415,2.489237783060267,2.459615732467507,0.02459615732467507,-3.461413813479415,2.4711948946401336,2.4201148117336033,0.024201148117336032,-3.461413813479415,2.450791678308323,2.543430449212315,0.025434304492123153,-3.461413813479415,2.53869725231698,2.4344360360489543,0.024344360360489543,-3.461413813479415,2.586594858081964,2.445649542561263,0.02445649542561263,-3.461413813479415,2.171515771870336,2.569377125173558,0.02569377125173558,-3.461413813479415,2.6868644430239006,2.438701233525084,0.02438701233525084,-3.461413813479415,2.5142812455134704,2.3634611200603635,0.023634611200603634,-3.461413813479415,2.404072511155066,2.557358939300573,0.025573589393005733,-3.461413813479415,2.3628115155958347,2.145001481798353,0.021450014817983528,-3.461413813479415,2.4836457156346583,2.441809110454505,0.024418091104545053,-3.461413813479415,2.19810576409394,2.001349277843926,0.02001349277843926,-3.461413813479415,2.5776082536774427,2.4431818059657826,0.024431818059657825,-3.461413813479415,2.109806968646928,1.350221484645236,0.01350221484645236,-3.461413813479415,2.4726886397706265,2.1853002802229917,0.021853002802229918,-3.461413813479415,2.265279007204483,2.227825927439529,0.02227825927439529,-3.461413813479415,2.6554710339825602,2.6605424075457615,0.026605424075457615,-3.461413813479415,2.3214592925015842,2.5926022135682585,0.025926022135682583,-3.461413813479415,2.3291523879375773,2.5974557280331205,0.025974557280331205
-3.375114462698673,2.465470584086187,2.5141069920538572,0.02514106992053857,-3.375114462698673,2.5428447634835,2.354968886905679,0.02354968886905679,-3.375114462698673,2.4698616420374337,2.485258658083198,0.024852586580831983,-3.375114462698673,2.489237783060267,2.459615732467507,0.02459615732467507,-3.375114462698673,2.4711948946401336,2.4201148117336033,0.024201148117336032,-3.375114462698673,2.450791678308323,2.543430449212315,0.025434304492123153,-3.375114462698673,2.53869725231698,2.4344360360489543,0.024344360360489543,-3.375114462698673,2.586594858081964,2.445649542561263,0.02445649542561263,-3.375114462698673,2.1965163375208867,2.5680511616340596,0.025680511616340596,-3.375114462698673,2.6882398843854665,2.4387012335250846,0.024387012335250847,-3.375114462698673,2.5142812455134704,2.3634611200603635,0.023634611200603634,-3.375114462698673,2.404072511155066,2.557358939300573,0.025573589393005733,-3.375114462698673,2.386154370028722,2.1531752775650834,0.021531752775650833,-3.375114462698673,2.4836457156346583,2.441809110454505,0.024418091104545053,-3.375114462698673,2.221490207978985,2.005597710193587,0.02005597710193587,-3.375114462698673,2.5776082536774427,2.4431818059657826,0.024431818059657825,-3.375114462698673,2.1169486333787173,1.3519472540233053,0.013519472540233052,-3.375114462698673,2.4726886397706265,2.1853002802229917,0.021853002802229918,-3.375114462698673,2.265279007204483,2.227825927439529,0.02227825927439529,-3.375114462698673,2.6554710339825602,2.6605424075457615,0.026605424075457615,-3.375114462698673,2.3214592925015842,2.5926022135682585,0.025926022135682583,-3.375114462698673,2.3291523879375773,2.5974557280331205,0.025974557280331205
