StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_193218_x3,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_193218_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_193218_stddev_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_193218_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_193218_model_1_x3,GBM_grid_1_AutoML_1_20260315_193218_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_193218_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_193218_model_1_std_error_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_193218_x3,StackedEnsemble_AllModels_1_AutoML_1_20260315_193218_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_193218_stddev_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_193218_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_193218_model_2_x3,GBM_grid_1_AutoML_1_20260315_193218_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_193218_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_193218_model_2_std_error_mean_response,GBM_1_AutoML_1_20260315_193218_x3,GBM_1_AutoML_1_20260315_193218_mean_response,GBM_1_AutoML_1_20260315_193218_stddev_response,GBM_1_AutoML_1_20260315_193218_std_error_mean_response,GLM_1_AutoML_1_20260315_193218_x3,GLM_1_AutoML_1_20260315_193218_mean_response,GLM_1_AutoML_1_20260315_193218_stddev_response,GLM_1_AutoML_1_20260315_193218_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_193218_model_1_x3,DeepLearning_grid_1_AutoML_1_20260315_193218_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_193218_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_193218_model_1_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_193218_model_1_x3,XGBoost_grid_1_AutoML_1_20260315_193218_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_193218_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_193218_model_1_std_error_mean_response,GBM_5_AutoML_1_20260315_193218_x3,GBM_5_AutoML_1_20260315_193218_mean_response,GBM_5_AutoML_1_20260315_193218_stddev_response,GBM_5_AutoML_1_20260315_193218_std_error_mean_response,DeepLearning_grid_2_AutoML_1_20260315_193218_model_1_x3,DeepLearning_grid_2_AutoML_1_20260315_193218_model_1_mean_response,DeepLearning_grid_2_AutoML_1_20260315_193218_model_1_stddev_response,DeepLearning_grid_2_AutoML_1_20260315_193218_model_1_std_error_mean_response,GBM_2_AutoML_1_20260315_193218_x3,GBM_2_AutoML_1_20260315_193218_mean_response,GBM_2_AutoML_1_20260315_193218_stddev_response,GBM_2_AutoML_1_20260315_193218_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_193218_x3,DeepLearning_1_AutoML_1_20260315_193218_mean_response,DeepLearning_1_AutoML_1_20260315_193218_stddev_response,DeepLearning_1_AutoML_1_20260315_193218_std_error_mean_response,GBM_3_AutoML_1_20260315_193218_x3,GBM_3_AutoML_1_20260315_193218_mean_response,GBM_3_AutoML_1_20260315_193218_stddev_response,GBM_3_AutoML_1_20260315_193218_std_error_mean_response,DeepLearning_grid_3_AutoML_1_20260315_193218_model_1_x3,DeepLearning_grid_3_AutoML_1_20260315_193218_model_1_mean_response,DeepLearning_grid_3_AutoML_1_20260315_193218_model_1_stddev_response,DeepLearning_grid_3_AutoML_1_20260315_193218_model_1_std_error_mean_response,XGBoost_3_AutoML_1_20260315_193218_x3,XGBoost_3_AutoML_1_20260315_193218_mean_response,XGBoost_3_AutoML_1_20260315_193218_stddev_response,XGBoost_3_AutoML_1_20260315_193218_std_error_mean_response,GBM_4_AutoML_1_20260315_193218_x3,GBM_4_AutoML_1_20260315_193218_mean_response,GBM_4_AutoML_1_20260315_193218_stddev_response,GBM_4_AutoML_1_20260315_193218_std_error_mean_response,DRF_1_AutoML_1_20260315_193218_x3,DRF_1_AutoML_1_20260315_193218_mean_response,DRF_1_AutoML_1_20260315_193218_stddev_response,DRF_1_AutoML_1_20260315_193218_std_error_mean_response,XRT_1_AutoML_1_20260315_193218_x3,XRT_1_AutoML_1_20260315_193218_mean_response,XRT_1_AutoML_1_20260315_193218_stddev_response,XRT_1_AutoML_1_20260315_193218_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_193218_model_3_x3,XGBoost_grid_1_AutoML_1_20260315_193218_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_193218_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_193218_model_3_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_193218_model_2_x3,XGBoost_grid_1_AutoML_1_20260315_193218_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_193218_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_193218_model_2_std_error_mean_response,XGBoost_2_AutoML_1_20260315_193218_x3,XGBoost_2_AutoML_1_20260315_193218_mean_response,XGBoost_2_AutoML_1_20260315_193218_stddev_response,XGBoost_2_AutoML_1_20260315_193218_std_error_mean_response,XGBoost_1_AutoML_1_20260315_193218_x3,XGBoost_1_AutoML_1_20260315_193218_mean_response,XGBoost_1_AutoML_1_20260315_193218_stddev_response,XGBoost_1_AutoML_1_20260315_193218_std_error_mean_response
-4.151808619725346,2.6214250938196453,2.5242236920144965,0.025242236920144965,-4.151808619725346,2.648981631179929,2.3423302083145074,0.023423302083145074,-4.151808619725346,2.603152730403581,2.4740215580856177,0.02474021558085618,-4.151808619725346,2.6490450581805094,2.4621296378322444,0.024621296378322444,-4.151808619725346,2.5249735391644563,2.460241628876263,0.02460241628876263,-4.151808619725346,2.85322431456241,2.451856350258281,0.02451856350258281,-4.151808619725346,2.1571440859026727,2.652008964966085,0.026520089649660853,-4.151808619725346,2.678534545313567,2.514474524421796,0.02514474524421796,-4.151808619725346,2.9251717739095664,2.523876505572589,0.025238765055725892,-4.151808619725346,2.4048571235240495,1.6788615093046009,0.016788615093046008,-4.151808619725346,2.593885082628017,2.4843401243814176,0.024843401243814175,-4.151808619725346,2.2523465478645672,1.916186273564952,0.01916186273564952,-4.151808619725346,2.5642094309743366,2.468111809577561,0.024681118095775608,-4.151808619725346,2.2556385828770313,1.2545493029707095,0.012545493029707096,-4.151808619725346,2.715771982071037,2.70315457182794,0.027031545718279402,-4.151808619725346,2.5842296262382005,2.436725576062213,0.024367255760622132,-4.151808619725346,2.628134095899731,2.5611853040543613,0.025611853040543614,-4.151808619725346,2.6789824571997873,2.257910788186502,0.022579107881865023,-4.151808619725346,2.234390508999839,2.3270296513095423,0.023270296513095423,-4.151808619725346,2.553462854100543,2.9168735330889546,0.029168735330889546,-4.151808619725346,3.100598707455001,2.988911412192472,0.02988911412192472,-4.151808619725346,2.783974085444165,2.92801154327232,0.0292801154327232
-4.065509268944604,2.6232161423156373,2.5233596722485356,0.025233596722485357,-4.065509268944604,2.648981631179929,2.3423302083145074,0.023423302083145074,-4.065509268944604,2.604716618058509,2.4742341064390323,0.024742341064390324,-4.065509268944604,2.6490450581805094,2.4621296378322444,0.024621296378322444,-4.065509268944604,2.5249735391644563,2.460241628876263,0.02460241628876263,-4.065509268944604,2.849972117509711,2.451856350258281,0.02451856350258281,-4.065509268944604,2.17577211155548,2.645056250383515,0.02645056250383515,-4.065509268944604,2.678534545313567,2.514474524421796,0.02514474524421796,-4.065509268944604,2.9251717739095664,2.523876505572589,0.025238765055725892,-4.065509268944604,2.4157278324387024,1.6886853732391263,0.016886853732391263,-4.065509268944604,2.593885082628017,2.4843401243814176,0.024843401243814175,-4.065509268944604,2.2691497740212574,1.9306040900951766,0.019306040900951768,-4.065509268944604,2.5642094309743366,2.468111809577561,0.024681118095775608,-4.065509268944604,2.263338670341951,1.2613346493374111,0.012613346493374112,-4.065509268944604,2.715771982071037,2.70315457182794,0.027031545718279402,-4.065509268944604,2.5842296262382005,2.436725576062213,0.024367255760622132,-4.065509268944604,2.628134095899731,2.5611853040543613,0.025611853040543614,-4.065509268944604,2.6789824571997873,2.257910788186502,0.022579107881865023,-4.065509268944604,2.234390508999839,2.3270296513095423,0.023270296513095423,-4.065509268944604,2.553462854100543,2.9168735330889546,0.029168735330889546,-4.065509268944604,3.100598707455001,2.988911412192472,0.02988911412192472,-4.065509268944604,2.783974085444165,2.92801154327232,0.0292801154327232
-3.9792099181638627,2.624986713325965,2.5224899548887723,0.025224899548887722,-3.9792099181638627,2.648981631179929,2.3423302083145074,0.023423302083145074,-3.9792099181638627,2.606272799314606,2.4744549756567777,0.02474454975656778,-3.9792099181638627,2.6490450581805094,2.4621296378322444,0.024621296378322444,-3.9792099181638627,2.5249735391644563,2.460241628876263,0.02460241628876263,-3.9792099181638627,2.8467199204570126,2.451856350258281,0.02451856350258281,-3.9792099181638627,2.194242570137309,2.638053782376232,0.02638053782376232,-3.9792099181638627,2.678534545313567,2.514474524421796,0.02514474524421796,-3.9792099181638627,2.9251717739095664,2.523876505572589,0.025238765055725892,-3.9792099181638627,2.426740386339296,1.6986559208924115,0.016986559208924116,-3.9792099181638627,2.593885082628017,2.4843401243814176,0.024843401243814175,-3.9792099181638627,2.2858005232166376,1.9453089744765562,0.01945308974476556,-3.9792099181638627,2.5642094309743366,2.468111809577561,0.024681118095775608,-3.9792099181638627,2.2710333677954107,1.2681659867830057,0.012681659867830057,-3.9792099181638627,2.715771982071037,2.70315457182794,0.027031545718279402,-3.9792099181638627,2.5842296262382005,2.436725576062213,0.024367255760622132,-3.9792099181638627,2.628134095899731,2.5611853040543613,0.025611853040543614,-3.9792099181638627,2.6789824571997873,2.257910788186502,0.022579107881865023,-3.9792099181638627,2.234390508999839,2.3270296513095423,0.023270296513095423,-3.9792099181638627,2.553462854100543,2.9168735330889546,0.029168735330889546,-3.9792099181638627,3.100598707455001,2.988911412192472,0.02988911412192472,-3.9792099181638627,2.783974085444165,2.92801154327232,0.0292801154327232
-3.8929105673831215,2.626736761023288,2.5216141716282716,0.025216141716282715,-3.8929105673831215,2.648981631179929,2.3423302083145074,0.023423302083145074,-3.8929105673831215,2.6078232394925482,2.474682869016988,0.02474682869016988,-3.8929105673831215,2.6490450581805094,2.4621296378322444,0.024621296378322444,-3.8929105673831215,2.5249735391644563,2.460241628876263,0.02460241628876263,-3.8929105673831215,2.8434677234043138,2.451856350258281,0.02451856350258281,-3.8929105673831215,2.2125551090228313,2.6310006436890343,0.026310006436890344,-3.8929105673831215,2.678534545313567,2.514474524421796,0.02514474524421796,-3.8929105673831215,2.9251717739095664,2.523876505572589,0.025238765055725892,-3.8929105673831215,2.4379072735749303,1.7087854006819958,0.017087854006819957,-3.8929105673831215,2.593885082628017,2.4843401243814176,0.024843401243814175,-3.8929105673831215,2.3023850565924056,1.9602242774119254,0.019602242774119254,-3.8929105673831215,2.5642094309743366,2.468111809577561,0.024681118095775608,-3.8929105673831215,2.2787115735728474,1.2750386391105921,0.012750386391105921,-3.8929105673831215,2.715771982071037,2.70315457182794,0.027031545718279402,-3.8929105673831215,2.5842296262382005,2.436725576062213,0.024367255760622132,-3.8929105673831215,2.628134095899731,2.5611853040543613,0.025611853040543614,-3.8929105673831215,2.6789824571997873,2.257910788186502,0.022579107881865023,-3.8929105673831215,2.234390508999839,2.3270296513095423,0.023270296513095423,-3.8929105673831215,2.553462854100543,2.9168735330889546,0.029168735330889546,-3.8929105673831215,3.100598707455001,2.988911412192472,0.02988911412192472,-3.8929105673831215,2.783974085444165,2.92801154327232,0.0292801154327232
-3.80661121660238,2.6284660363867203,2.5207332461412575,0.025207332461412574,-3.80661121660238,2.648981631179929,2.3423302083145074,0.023423302083145074,-3.80661121660238,2.609369446033625,2.474919242124313,0.02474919242124313,-3.80661121660238,2.6490450581805094,2.4621296378322444,0.024621296378322444,-3.80661121660238,2.5249735391644563,2.460241628876263,0.02460241628876263,-3.80661121660238,2.840215526351615,2.451856350258281,0.02451856350258281,-3.80661121660238,2.230707812083637,2.6239044809468814,0.026239044809468814,-3.80661121660238,2.678534545313567,2.514474524421796,0.02514474524421796,-3.80661121660238,2.9251717739095664,2.523876505572589,0.025238765055725892,-3.80661121660238,2.4492298568865247,1.719091912664832,0.01719091912664832,-3.80661121660238,2.593885082628017,2.4843401243814176,0.024843401243814175,-3.80661121660238,2.3189989491806946,1.975347938649405,0.01975347938649405,-3.80661121660238,2.5642094309743366,2.468111809577561,0.024681118095775608,-3.80661121660238,2.286367872382373,1.281950002702288,0.012819500027022881,-3.80661121660238,2.715771982071037,2.70315457182794,0.027031545718279402,-3.80661121660238,2.5842296262382005,2.436725576062213,0.024367255760622132,-3.80661121660238,2.628134095899731,2.5611853040543613,0.025611853040543614,-3.80661121660238,2.6789824571997873,2.257910788186502,0.022579107881865023,-3.80661121660238,2.234390508999839,2.3270296513095423,0.023270296513095423,-3.80661121660238,2.553462854100543,2.9168735330889546,0.029168735330889546,-3.80661121660238,3.100598707455001,2.988911412192472,0.02988911412192472,-3.80661121660238,2.783974085444165,2.92801154327232,0.0292801154327232
-3.720311865821639,2.6301705977237715,2.519845135607357,0.02519845135607357,-3.720311865821639,2.648981631179929,2.3423302083145074,0.023423302083145074,-3.720311865821639,2.6109115772047677,2.4751621073341883,0.024751621073341883,-3.720311865821639,2.6490450581805094,2.4621296378322444,0.024621296378322444,-3.720311865821639,2.5249735391644563,2.460241628876263,0.02460241628876263,-3.720311865821639,2.836963329298916,2.451856350258281,0.02451856350258281,-3.720311865821639,2.248693109854303,2.61677144238167,0.0261677144238167,-3.720311865821639,2.678534545313567,2.514474524421796,0.02514474524421796,-3.720311865821639,2.9251717739095664,2.523876505572589,0.025238765055725892,-3.720311865821639,2.460689086122992,1.729550677662301,0.01729550677662301,-3.720311865821639,2.593885082628017,2.4843401243814176,0.024843401243814175,-3.720311865821639,2.33573646932805,1.9906080649242823,0.019906080649242822,-3.720311865821639,2.5642094309743366,2.468111809577561,0.024681118095775608,-3.720311865821639,2.2939950112631244,1.2889004476204153,0.012889004476204153,-3.720311865821639,2.715771982071037,2.70315457182794,0.027031545718279402,-3.720311865821639,2.5842296262382005,2.436725576062213,0.024367255760622132,-3.720311865821639,2.628134095899731,2.5611853040543613,0.025611853040543614,-3.720311865821639,2.6787146563342175,2.2575905693343405,0.022575905693343404,-3.720311865821639,2.234390508999839,2.3270296513095423,0.023270296513095423,-3.720311865821639,2.553462854100543,2.9168735330889546,0.029168735330889546,-3.720311865821639,3.100598707455001,2.988911412192472,0.02988911412192472,-3.720311865821639,2.783974085444165,2.92801154327232,0.0292801154327232
-3.6340125150408973,2.631850180290628,2.518948436304647,0.02518948436304647,-3.6340125150408973,2.648981631179929,2.3423302083145074,0.023423302083145074,-3.6340125150408973,2.612449897791399,2.4754108583348655,0.024754108583348654,-3.6340125150408973,2.6490450581805094,2.4621296378322444,0.024621296378322444,-3.6340125150408973,2.5249735391644563,2.460241628876263,0.02460241628876263,-3.6340125150408973,2.8337111322462176,2.451856350258281,0.02451856350258281,-3.6340125150408973,2.2665042332796577,2.6096168962055954,0.026096168962055955,-3.6340125150408973,2.678534545313567,2.514474524421796,0.02514474524421796,-3.6340125150408973,2.9251717739095664,2.523876505572589,0.025238765055725892,-3.6340125150408973,2.472279708966562,1.74014143246256,0.017401414324625598,-3.6340125150408973,2.593885082628017,2.4843401243814176,0.024843401243814175,-3.6340125150408973,2.3526575611529,2.0059145186576517,0.02005914518657652,-3.6340125150408973,2.5642094309743366,2.468111809577561,0.024681118095775608,-3.6340125150408973,2.301586550594224,1.2958933301177076,0.012958933301177075,-3.6340125150408973,2.715771982071037,2.70315457182794,0.027031545718279402,-3.6340125150408973,2.5842296262382005,2.436725576062213,0.024367255760622132,-3.6340125150408973,2.628041332052379,2.561030837547359,0.02561030837547359,-3.6340125150408973,2.6787146563342175,2.2575905693343405,0.022575905693343404,-3.6340125150408973,2.234390508999839,2.3270296513095423,0.023270296513095423,-3.6340125150408973,2.553462854100543,2.9168735330889546,0.029168735330889546,-3.6340125150408973,3.100598707455001,2.988911412192472,0.02988911412192472,-3.6340125150408973,2.783974085444165,2.92801154327232,0.0292801154327232
-3.547713164260156,2.63338366736005,2.5179714088854004,0.025179714088854003,-3.547713164260156,2.648981631179929,2.3423302083145074,0.023423302083145074,-3.547713164260156,2.613983875179327,2.4756698853695123,0.024756698853695122,-3.547713164260156,2.6490450581805094,2.4621296378322444,0.024621296378322444,-3.547713164260156,2.5249735391644563,2.460241628876263,0.02460241628876263,-3.547713164260156,2.8304589351935188,2.451856350258281,0.02451856350258281,-3.547713164260156,2.2841268167986213,2.602447303964345,0.02602447303964345,-3.547713164260156,2.678534545313567,2.514474524421796,0.02514474524421796,-3.547713164260156,2.9251717739095664,2.523876505572589,0.025238765055725892,-3.547713164260156,2.4840270536985574,1.7508810083597295,0.017508810083597295,-3.547713164260156,2.593885082628017,2.4843401243814176,0.024843401243814175,-3.547713164260156,2.3697251297289563,2.021453362596283,0.02021453362596283,-3.547713164260156,2.5642094309743366,2.468111809577561,0.024681118095775608,-3.547713164260156,2.3091379965100103,1.302912746548744,0.01302912746548744,-3.547713164260156,2.715771982071037,2.70315457182794,0.027031545718279402,-3.547713164260156,2.5842296262382005,2.436725576062213,0.024367255760622132,-3.547713164260156,2.628041332052379,2.561030837547359,0.02561030837547359,-3.547713164260156,2.667226254500079,2.2482669643566413,0.022482669643566412,-3.547713164260156,2.234390508999839,2.3270296513095423,0.023270296513095423,-3.547713164260156,2.553462854100543,2.9168735330889546,0.029168735330889546,-3.547713164260156,3.100598707455001,2.988911412192472,0.02988911412192472,-3.547713164260156,2.783974085444165,2.92801154327232,0.0292801154327232
-3.461413813479415,2.6342534483399467,2.51725984770699,0.025172598477069902,-3.461413813479415,2.648981631179929,2.3423302083145074,0.023423302083145074,-3.461413813479415,2.615513074155604,2.475936324130961,0.02475936324130961,-3.461413813479415,2.6490450581805094,2.4621296378322444,0.024621296378322444,-3.461413813479415,2.5249735391644563,2.460241628876263,0.02460241628876263,-3.461413813479415,2.82720673814082,2.451856350258281,0.02451856350258281,-3.461413813479415,2.3015586887482256,2.59525927464753,0.0259525927464753,-3.461413813479415,2.678534545313567,2.514474524421796,0.02514474524421796,-3.461413813479415,2.9251717739095664,2.523876505572589,0.025238765055725892,-3.461413813479415,2.495918221784127,1.7617613953108688,0.01761761395310869,-3.461413813479415,2.593885082628017,2.4843401243814176,0.024843401243814175,-3.461413813479415,2.386957315923005,2.037109857895091,0.02037109857895091,-3.461413813479415,2.5642094309743366,2.468111809577561,0.024681118095775608,-3.461413813479415,2.316642845160816,1.3099629025367083,0.013099629025367083,-3.461413813479415,2.715771982071037,2.70315457182794,0.027031545718279402,-3.461413813479415,2.5842296262382005,2.436725576062213,0.024367255760622132,-3.461413813479415,2.628041332052379,2.561030837547359,0.02561030837547359,-3.461413813479415,2.5978927335429916,2.261974243904175,0.02261974243904175,-3.461413813479415,2.2635773743750294,2.34303228933599,0.0234303228933599,-3.461413813479415,2.553462854100543,2.9168735330889546,0.029168735330889546,-3.461413813479415,3.100598707455001,2.988911412192472,0.02988911412192472,-3.461413813479415,2.783974085444165,2.92801154327232,0.0292801154327232
-3.375114462698673,2.6358070654237595,2.516328847368237,0.02516328847368237,-3.375114462698673,2.648981631179929,2.3423302083145074,0.023423302083145074,-3.375114462698673,2.6170367073880976,2.47621088692252,0.0247621088692252,-3.375114462698673,2.6490450581805094,2.4621296378322444,0.024621296378322444,-3.375114462698673,2.5249735391644563,2.460241628876263,0.02460241628876263,-3.375114462698673,2.823954541088122,2.451856350258281,0.02451856350258281,-3.375114462698673,2.318792500676305,2.5880697225805447,0.02588069722580545,-3.375114462698673,2.678534545313567,2.514474524421796,0.02514474524421796,-3.375114462698673,2.9251717739095664,2.523876505572589,0.025238765055725892,-3.375114462698673,2.5079468953904347,1.7727744572388242,0.01772774457238824,-3.375114462698673,2.593885082628017,2.4843401243814176,0.024843401243814175,-3.375114462698673,2.404356112016451,2.052908295187614,0.020529082951876138,-3.375114462698673,2.5642094309743366,2.468111809577561,0.024681118095775608,-3.375114462698673,2.3240836995167533,1.3170442623811307,0.013170442623811307,-3.375114462698673,2.715771982071037,2.70315457182794,0.027031545718279402,-3.375114462698673,2.5842296262382005,2.436725576062213,0.024367255760622132,-3.375114462698673,2.628041332052379,2.561030837547359,0.02561030837547359,-3.375114462698673,2.592801120416943,2.2577540706647543,0.022577540706647543,-3.375114462698673,2.3146874086278495,2.380644780378911,0.02380644780378911,-3.375114462698673,2.553462854100543,2.9168735330889546,0.029168735330889546,-3.375114462698673,3.100598707455001,2.988911412192472,0.02988911412192472,-3.375114462698673,2.783974085444165,2.92801154327232,0.0292801154327232
